seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
1,20.098,preload_load,blk.3.ffn_down_exps.weight,60,4816896,0,1,0,20.097
2,21.035,preload_load,blk.3.ffn_down_exps.weight,133,4816896,0,1,0,0.927
3,22.117,preload_load,blk.3.ffn_down_exps.weight,2,4816896,0,1,0,1.080
4,22.898,preload_load,blk.3.ffn_down_exps.weight,179,4816896,0,1,0,0.779
5,23.720,preload_load,blk.3.ffn_down_exps.weight,200,4816896,0,1,0,0.821
6,24.399,preload_load,blk.3.ffn_down_exps.weight,210,4816896,0,1,0,0.678
7,25.373,preload_load,blk.3.ffn_down_exps.weight,52,4816896,0,1,0,0.972
8,26.047,preload_load,blk.3.ffn_down_exps.weight,73,4816896,0,1,0,0.673
9,27.028,preload_load,blk.3.ffn_gate_exps.weight,60,4030464,0,1,0,0.483
10,27.509,preload_load,blk.3.ffn_gate_exps.weight,133,4030464,0,1,0,0.478
11,27.984,preload_load,blk.3.ffn_gate_exps.weight,2,4030464,0,1,0,0.474
12,28.458,preload_load,blk.3.ffn_gate_exps.weight,179,4030464,0,1,0,0.472
13,28.934,preload_load,blk.3.ffn_gate_exps.weight,200,4030464,0,1,0,0.475
14,29.409,preload_load,blk.3.ffn_gate_exps.weight,210,4030464,0,1,0,0.473
15,29.885,preload_load,blk.3.ffn_gate_exps.weight,52,4030464,0,1,0,0.475
16,30.350,preload_load,blk.3.ffn_gate_exps.weight,73,4030464,0,1,0,0.463
17,31.020,preload_load,blk.3.ffn_up_exps.weight,60,4030464,0,1,0,0.469
18,31.486,preload_load,blk.3.ffn_up_exps.weight,133,4030464,0,1,0,0.465
19,31.951,preload_load,blk.3.ffn_up_exps.weight,2,4030464,0,1,0,0.463
20,32.422,preload_load,blk.3.ffn_up_exps.weight,179,4030464,0,1,0,0.470
21,32.893,preload_load,blk.3.ffn_up_exps.weight,200,4030464,0,1,0,0.470
22,33.362,preload_load,blk.3.ffn_up_exps.weight,210,4030464,0,1,0,0.467
23,33.833,preload_load,blk.3.ffn_up_exps.weight,52,4030464,0,1,0,0.470
24,34.296,preload_load,blk.3.ffn_up_exps.weight,73,4030464,0,1,0,0.462
25,34.629,mark_ready,,-1,0,0,0,0,0.000
26,35.193,mark_submit,,-1,0,0,0,0,0.000
27,251.601,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
28,251.602,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
