kind,name,layer,role,source_idx,offset_start,offset_end,entries,resident_mib,read_gib,prompts,prompt_coverage,rows,hit_batches,dominant_batches,ram_only_batches,mixed_risk_batches,proportional_wait_ms,full_or_dominant_wait_ms,wait_ms_per_gib_resident,read_gib_per_gib_resident,vram_overlap_entries,vram_overlap_mib,resident_after_vram_overlap_mib,proportional_wait_ms_per_token,full_or_dominant_wait_ms_per_token
layer_role,blk.60.up,60,up,,,,260,1393.86,4.722,2,1.000,902,179,0,179,0,0.000,0.000,0.000,3.469,12,64.32,1329.54,0.000,0.000
layer_upgate,blk.60.upgate,60,upgate,,,,520,2787.73,9.449,2,1.000,1805,358,0,358,0,0.000,0.000,0.000,3.471,24,128.64,2659.09,0.000,0.000
layer_all,blk.60.all,60,all,,,,780,4352.21,15.530,2,1.000,2840,540,0,540,0,0.000,0.000,0.000,3.654,29,158.72,4193.49,0.000,0.000
layer_role,blk.60.gate,60,gate,,,,260,1393.86,4.727,2,1.000,903,179,0,179,0,0.000,0.000,0.000,3.473,12,64.32,1329.54,0.000,0.000
layer_role,blk.60.down,60,down,,,,260,1564.49,6.081,2,1.000,1035,182,0,182,0,0.000,0.000,0.000,3.980,5,30.08,1534.41,0.000,0.000
layer_role,blk.1.up,1,up,,,,249,1116.98,4.385,2,1.000,1001,180,0,180,0,0.000,0.000,0.000,4.020,11,49.33,1067.65,0.000,0.000
layer_upgate,blk.1.upgate,1,upgate,,,,498,2233.96,8.769,2,1.000,2002,360,0,360,0,0.000,0.000,0.000,4.020,22,98.66,2135.30,0.000,0.000
layer_all,blk.1.all,1,all,,,,747,3731.85,15.719,2,1.000,3185,540,0,540,0,0.000,0.000,0.000,4.313,30,146.79,3585.06,0.000,0.000
layer_role,blk.1.gate,1,gate,,,,249,1116.98,4.385,2,1.000,1001,180,0,180,0,0.000,0.000,0.000,4.020,11,49.33,1067.65,0.000,0.000
layer_role,blk.1.down,1,down,,,,249,1497.89,6.950,2,1.000,1183,180,0,180,0,0.000,0.000,0.000,4.751,8,48.12,1449.77,0.000,0.000
layer_role,blk.2.up,2,up,,,,237,1270.56,4.758,2,1.000,909,180,0,180,0,0.000,0.000,0.000,3.835,24,128.64,1141.92,0.000,0.000
layer_upgate,blk.2.upgate,2,upgate,,,,474,2541.12,9.517,2,1.000,1818,360,0,360,0,0.000,0.000,0.000,3.835,48,257.29,2283.84,0.000,0.000
layer_all,blk.2.all,2,all,,,,711,3966.83,16.167,2,1.000,2950,540,0,540,0,0.000,0.000,0.000,4.173,54,293.38,3673.45,0.000,0.000
layer_role,blk.2.gate,2,gate,,,,237,1270.56,4.758,2,1.000,909,180,0,180,0,0.000,0.000,0.000,3.835,24,128.64,1141.92,0.000,0.000
layer_role,blk.2.down,2,down,,,,237,1425.70,6.650,2,1.000,1132,180,0,180,0,0.000,0.000,0.000,4.776,6,36.09,1389.61,0.000,0.000
layer_role,blk.3.up,3,up,,,,269,1441.93,5.119,2,1.000,978,180,0,180,0,0.000,0.000,0.000,3.635,16,85.77,1356.16,0.000,0.000
layer_upgate,blk.3.upgate,3,upgate,,,,538,2883.85,10.238,2,1.000,1956,360,0,360,0,0.000,0.000,0.000,3.635,32,171.53,2712.32,0.000,0.000
layer_all,blk.3.all,3,all,,,,807,4502.31,16.960,2,1.000,3100,540,0,540,0,0.000,0.000,0.000,3.857,37,201.62,4300.69,0.000,0.000
layer_role,blk.3.gate,3,gate,,,,269,1441.93,5.119,2,1.000,978,180,0,180,0,0.000,0.000,0.000,3.635,16,85.77,1356.16,0.000,0.000
layer_role,blk.3.down,3,down,,,,269,1618.46,6.721,2,1.000,1144,180,0,180,0,0.000,0.000,0.000,4.253,5,30.09,1588.37,0.000,0.000
layer_role,blk.4.up,4,up,,,,260,1393.74,5.350,2,1.000,1022,180,0,180,0,0.000,0.000,0.000,3.930,17,91.11,1302.63,0.000,0.000
layer_upgate,blk.4.upgate,4,upgate,,,,520,2787.48,10.694,2,1.000,2043,360,0,360,0,0.000,0.000,0.000,3.928,34,182.23,2605.26,0.000,0.000
layer_all,blk.4.all,4,all,,,,780,4721.54,19.345,2,1.000,3234,540,0,540,0,0.000,0.000,0.000,4.196,41,234.29,4487.25,0.000,0.000
layer_role,blk.4.gate,4,gate,,,,260,1393.74,5.344,2,1.000,1021,180,0,180,0,0.000,0.000,0.000,3.927,17,91.11,1302.63,0.000,0.000
layer_role,blk.4.down,4,down,,,,260,1934.05,8.651,2,1.000,1191,180,0,180,0,0.000,0.000,0.000,4.580,7,52.07,1881.99,0.000,0.000
layer_role,blk.5.up,5,up,,,,254,1361.55,5.475,2,1.000,1046,180,0,180,0,0.000,0.000,0.000,4.118,17,91.12,1270.43,0.000,0.000
layer_upgate,blk.5.upgate,5,upgate,,,,508,2723.09,10.950,2,1.000,2092,360,0,360,0,0.000,0.000,0.000,4.118,34,182.24,2540.85,0.000,0.000
layer_all,blk.5.all,5,all,,,,762,4251.33,17.889,2,1.000,3273,540,0,540,0,0.000,0.000,0.000,4.309,41,224.36,4026.97,0.000,0.000
layer_role,blk.5.gate,5,gate,,,,254,1361.55,5.475,2,1.000,1046,180,0,180,0,0.000,0.000,0.000,4.118,17,91.12,1270.43,0.000,0.000
layer_role,blk.5.down,5,down,,,,254,1528.23,6.939,2,1.000,1181,180,0,180,0,0.000,0.000,0.000,4.649,7,42.11,1486.12,0.000,0.000
layer_role,blk.6.up,6,up,,,,226,1211.51,4.743,2,1.000,906,180,0,180,0,0.000,0.000,0.000,4.008,20,107.20,1104.31,0.000,0.000
layer_upgate,blk.6.upgate,6,upgate,,,,452,2423.02,9.485,2,1.000,1812,360,0,360,0,0.000,0.000,0.000,4.008,40,214.40,2208.62,0.000,0.000
layer_all,blk.6.all,6,all,,,,678,4203.07,17.768,2,1.000,2889,540,0,540,0,0.000,0.000,0.000,4.329,52,308.91,3894.16,0.000,0.000
layer_role,blk.6.gate,6,gate,,,,226,1211.51,4.743,2,1.000,906,180,0,180,0,0.000,0.000,0.000,4.008,20,107.20,1104.31,0.000,0.000
layer_role,blk.6.down,6,down,,,,226,1780.04,8.283,2,1.000,1077,180,0,180,0,0.000,0.000,0.000,4.765,12,94.51,1685.54,0.000,0.000
layer_role,blk.7.up,7,up,,,,232,1243.66,4.512,2,1.000,862,179,0,179,0,0.000,0.000,0.000,3.715,22,117.92,1125.74,0.000,0.000
layer_upgate,blk.7.upgate,7,upgate,,,,464,2284.31,8.288,2,1.000,1724,358,0,358,0,0.000,0.000,0.000,3.715,39,194.16,2090.15,0.000,0.000
layer_all,blk.7.all,7,all,,,,696,4111.59,16.486,2,1.000,2790,538,0,538,0,0.000,0.000,0.000,4.106,50,280.79,3830.80,0.000,0.000
layer_role,blk.7.gate,7,gate,,,,232,1040.66,3.775,2,1.000,862,179,0,179,0,0.000,0.000,0.000,3.715,17,76.24,964.41,0.000,0.000
layer_role,blk.7.down,7,down,,,,232,1827.28,8.199,2,1.000,1066,180,0,180,0,0.000,0.000,0.000,4.595,11,86.63,1740.65,0.000,0.000
layer_role,blk.8.up,8,up,,,,230,1232.93,4.240,2,1.000,810,180,0,180,0,0.000,0.000,0.000,3.521,17,91.11,1141.81,0.000,0.000
layer_upgate,blk.8.upgate,8,upgate,,,,460,2264.60,7.788,2,1.000,1620,360,0,360,0,0.000,0.000,0.000,3.521,31,153.90,2110.70,0.000,0.000
layer_all,blk.8.all,8,all,,,,690,4076.12,15.279,2,1.000,2594,540,0,540,0,0.000,0.000,0.000,3.838,42,240.52,3835.60,0.000,0.000
layer_role,blk.8.gate,8,gate,,,,230,1031.68,3.548,2,1.000,810,180,0,180,0,0.000,0.000,0.000,3.521,14,62.79,968.89,0.000,0.000
layer_role,blk.8.down,8,down,,,,230,1811.52,7.491,2,1.000,974,180,0,180,0,0.000,0.000,0.000,4.234,11,86.62,1724.89,0.000,0.000
layer_role,blk.9.up,9,up,,,,261,1399.17,4.643,2,1.000,887,180,0,180,0,0.000,0.000,0.000,3.398,22,117.92,1281.25,0.000,0.000
layer_upgate,blk.9.upgate,9,upgate,,,,522,2569.97,8.533,2,1.000,1775,360,0,360,0,0.000,0.000,0.000,3.400,37,185.20,2384.77,0.000,0.000
layer_all,blk.9.all,9,all,,,,783,4625.72,16.401,2,1.000,2798,540,0,540,0,0.000,0.000,0.000,3.631,47,263.95,4361.77,0.000,0.000
layer_role,blk.9.gate,9,gate,,,,261,1170.80,3.890,2,1.000,888,180,0,180,0,0.000,0.000,0.000,3.402,15,67.28,1103.52,0.000,0.000
layer_role,blk.9.down,9,down,,,,261,2055.75,7.868,2,1.000,1023,180,0,180,0,0.000,0.000,0.000,3.919,10,78.75,1977.00,0.000,0.000
layer_role,blk.10.up,10,up,,,,243,1090.04,3.911,2,1.000,893,180,0,180,0,0.000,0.000,0.000,3.674,15,67.27,1022.76,0.000,0.000
layer_upgate,blk.10.upgate,10,upgate,,,,486,2180.07,7.818,2,1.000,1785,360,0,360,0,0.000,0.000,0.000,3.672,30,134.55,2045.52,0.000,0.000
layer_all,blk.10.all,10,all,,,,729,4094.03,15.856,2,1.000,2830,540,0,540,0,0.000,0.000,0.000,3.966,41,221.18,3872.85,0.000,0.000
layer_role,blk.10.gate,10,gate,,,,243,1090.04,3.907,2,1.000,892,180,0,180,0,0.000,0.000,0.000,3.670,15,67.27,1022.76,0.000,0.000
layer_role,blk.10.down,10,down,,,,243,1913.96,8.037,2,1.000,1045,180,0,180,0,0.000,0.000,0.000,4.300,11,86.63,1827.32,0.000,0.000
layer_role,blk.11.up,11,up,,,,234,1049.70,3.373,2,1.000,770,180,0,180,0,0.000,0.000,0.000,3.290,15,67.27,982.43,0.000,0.000
layer_upgate,blk.11.upgate,11,upgate,,,,468,2099.39,6.745,2,1.000,1540,360,0,360,0,0.000,0.000,0.000,3.290,30,134.54,1964.85,0.000,0.000
layer_all,blk.11.all,11,all,,,,702,3507.40,12.151,2,1.000,2460,540,0,540,0,0.000,0.000,0.000,3.547,41,200.71,3306.68,0.000,0.000
layer_role,blk.11.gate,11,gate,,,,234,1049.70,3.373,2,1.000,770,180,0,180,0,0.000,0.000,0.000,3.290,15,67.27,982.43,0.000,0.000
layer_role,blk.11.down,11,down,,,,234,1408.01,5.405,2,1.000,920,180,0,180,0,0.000,0.000,0.000,3.931,11,66.18,1341.83,0.000,0.000
layer_role,blk.12.up,12,up,,,,242,1085.54,3.837,2,1.000,876,180,0,180,0,0.000,0.000,0.000,3.619,19,85.21,1000.32,0.000,0.000
layer_upgate,blk.12.upgate,12,upgate,,,,484,2171.07,7.674,2,1.000,1752,360,0,360,0,0.000,0.000,0.000,3.619,38,170.43,2000.64,0.000,0.000
layer_all,blk.12.all,12,all,,,,726,3627.17,13.672,2,1.000,2773,540,0,540,0,0.000,0.000,0.000,3.860,44,206.53,3420.64,0.000,0.000
layer_role,blk.12.gate,12,gate,,,,242,1085.54,3.837,2,1.000,876,180,0,180,0,0.000,0.000,0.000,3.619,19,85.21,1000.32,0.000,0.000
layer_role,blk.12.down,12,down,,,,242,1456.10,5.999,2,1.000,1021,180,0,180,0,0.000,0.000,0.000,4.219,6,36.10,1420.00,0.000,0.000
layer_role,blk.13.up,13,up,,,,201,901.64,3.092,2,1.000,706,177,0,177,0,0.000,0.000,0.000,3.512,16,71.76,829.88,0.000,0.000
layer_upgate,blk.13.upgate,13,upgate,,,,402,1803.27,6.185,2,1.000,1412,354,0,354,0,0.000,0.000,0.000,3.512,32,143.52,1659.75,0.000,0.000
layer_all,blk.13.all,13,all,,,,603,3012.69,11.502,2,1.000,2317,533,0,533,0,0.000,0.000,0.000,3.909,42,203.68,2809.01,0.000,0.000
layer_role,blk.13.gate,13,gate,,,,201,901.64,3.092,2,1.000,706,177,0,177,0,0.000,0.000,0.000,3.512,16,71.76,829.88,0.000,0.000
layer_role,blk.13.down,13,down,,,,201,1209.42,5.317,2,1.000,905,179,0,179,0,0.000,0.000,0.000,4.502,10,60.16,1149.26,0.000,0.000
layer_role,blk.14.up,14,up,,,,207,928.54,3.228,2,1.000,737,179,0,179,0,0.000,0.000,0.000,3.560,16,71.76,856.79,0.000,0.000
layer_upgate,blk.14.upgate,14,upgate,,,,414,2038.21,7.086,2,1.000,1474,358,0,358,0,0.000,0.000,0.000,3.560,34,168.23,1869.98,0.000,0.000
layer_all,blk.14.all,14,all,,,,621,3283.72,12.362,2,1.000,2372,538,0,538,0,0.000,0.000,0.000,3.855,43,222.38,3061.34,0.000,0.000
layer_role,blk.14.gate,14,gate,,,,207,1109.67,3.858,2,1.000,737,179,0,179,0,0.000,0.000,0.000,3.560,18,96.48,1013.19,0.000,0.000
layer_role,blk.14.down,14,down,,,,207,1245.51,5.276,2,1.000,898,180,0,180,0,0.000,0.000,0.000,4.338,9,54.15,1191.36,0.000,0.000
layer_role,blk.15.up,15,up,,,,196,879.17,3.219,2,1.000,735,179,0,179,0,0.000,0.000,0.000,3.750,17,76.26,802.91,0.000,0.000
layer_upgate,blk.15.upgate,15,upgate,,,,392,1758.34,6.439,2,1.000,1470,358,0,358,0,0.000,0.000,0.000,3.750,34,152.52,1605.83,0.000,0.000
layer_all,blk.15.all,15,all,,,,588,3302.08,13.284,2,1.000,2360,538,0,538,0,0.000,0.000,0.000,4.120,45,239.16,3062.92,0.000,0.000
layer_role,blk.15.gate,15,gate,,,,196,879.17,3.219,2,1.000,735,179,0,179,0,0.000,0.000,0.000,3.750,17,76.26,802.91,0.000,0.000
layer_role,blk.15.down,15,down,,,,196,1543.73,6.845,2,1.000,890,180,0,180,0,0.000,0.000,0.000,4.541,11,86.64,1457.09,0.000,0.000
layer_role,blk.16.up,16,up,,,,186,834.32,3.259,2,1.000,744,180,0,180,0,0.000,0.000,0.000,4.000,17,76.24,758.08,0.000,0.000
layer_upgate,blk.16.upgate,16,upgate,,,,372,1668.64,6.517,2,1.000,1488,360,0,360,0,0.000,0.000,0.000,4.000,34,152.48,1516.16,0.000,0.000
layer_all,blk.16.all,16,all,,,,558,3052.24,13.055,2,1.000,2388,540,0,540,0,0.000,0.000,0.000,4.380,45,234.30,2817.94,0.000,0.000
layer_role,blk.16.gate,16,gate,,,,186,834.32,3.259,2,1.000,744,180,0,180,0,0.000,0.000,0.000,4.000,17,76.24,758.08,0.000,0.000
layer_role,blk.16.down,16,down,,,,186,1383.60,6.538,2,1.000,900,180,0,180,0,0.000,0.000,0.000,4.838,11,81.82,1301.78,0.000,0.000
layer_role,blk.17.up,17,up,,,,191,856.73,3.193,2,1.000,729,179,0,179,0,0.000,0.000,0.000,3.816,15,67.27,789.46,0.000,0.000
layer_upgate,blk.17.upgate,17,upgate,,,,382,1713.45,6.373,2,1.000,1455,357,0,357,0,0.000,0.000,0.000,3.809,30,134.54,1578.91,0.000,0.000
layer_all,blk.17.all,17,all,,,,573,2862.65,11.555,2,1.000,2337,537,0,537,0,0.000,0.000,0.000,4.133,41,200.71,2661.93,0.000,0.000
layer_role,blk.17.gate,17,gate,,,,191,856.73,3.180,2,1.000,726,178,0,178,0,0.000,0.000,0.000,3.801,15,67.27,789.46,0.000,0.000
layer_role,blk.17.down,17,down,,,,191,1149.20,5.182,2,1.000,882,180,0,180,0,0.000,0.000,0.000,4.617,11,66.18,1083.02,0.000,0.000
layer_role,blk.18.up,18,up,,,,191,856.75,3.110,2,1.000,710,180,0,180,0,0.000,0.000,0.000,3.717,19,85.21,771.55,0.000,0.000
layer_upgate,blk.18.upgate,18,upgate,,,,382,1713.51,6.211,2,1.000,1418,360,0,360,0,0.000,0.000,0.000,3.712,38,170.41,1543.09,0.000,0.000
layer_all,blk.18.all,18,all,,,,573,3217.87,13.087,2,1.000,2312,540,0,540,0,0.000,0.000,0.000,4.164,53,288.54,2929.33,0.000,0.000
layer_role,blk.18.gate,18,gate,,,,191,856.75,3.101,2,1.000,708,180,0,180,0,0.000,0.000,0.000,3.706,19,85.21,771.55,0.000,0.000
layer_role,blk.18.down,18,down,,,,191,1504.36,6.876,2,1.000,894,180,0,180,0,0.000,0.000,0.000,4.680,15,118.13,1386.23,0.000,0.000
layer_role,blk.19.up,19,up,,,,204,915.09,3.421,2,1.000,781,179,0,179,0,0.000,0.000,0.000,3.828,16,71.76,843.34,0.000,0.000
layer_upgate,blk.19.upgate,19,upgate,,,,408,1830.19,6.842,2,1.000,1562,358,0,358,0,0.000,0.000,0.000,3.828,32,143.52,1686.67,0.000,0.000
layer_all,blk.19.all,19,all,,,,612,3347.72,13.764,2,1.000,2515,538,0,538,0,0.000,0.000,0.000,4.210,44,232.77,3114.95,0.000,0.000
layer_role,blk.19.gate,19,gate,,,,204,915.09,3.421,2,1.000,781,179,0,179,0,0.000,0.000,0.000,3.828,16,71.76,843.34,0.000,0.000
layer_role,blk.19.down,19,down,,,,204,1517.53,6.923,2,1.000,953,180,0,180,0,0.000,0.000,0.000,4.671,12,89.25,1428.28,0.000,0.000
layer_role,blk.20.up,20,up,,,,193,865.70,3.425,2,1.000,782,180,0,180,0,0.000,0.000,0.000,4.051,19,85.21,780.49,0.000,0.000
layer_upgate,blk.20.upgate,20,upgate,,,,386,1731.41,6.850,2,1.000,1564,360,0,360,0,0.000,0.000,0.000,4.051,38,170.42,1560.98,0.000,0.000
layer_all,blk.20.all,20,all,,,,579,3167.06,13.715,2,1.000,2509,540,0,540,0,0.000,0.000,0.000,4.434,50,259.68,2907.38,0.000,0.000
layer_role,blk.20.gate,20,gate,,,,193,865.70,3.425,2,1.000,782,180,0,180,0,0.000,0.000,0.000,4.051,19,85.21,780.49,0.000,0.000
layer_role,blk.20.down,20,down,,,,193,1435.66,6.864,2,1.000,945,180,0,180,0,0.000,0.000,0.000,4.896,12,89.26,1346.40,0.000,0.000
layer_role,blk.21.up,21,up,,,,207,928.57,3.241,2,1.000,740,180,0,180,0,0.000,0.000,0.000,3.574,15,67.27,861.29,0.000,0.000
layer_upgate,blk.21.upgate,21,upgate,,,,414,1857.13,6.483,2,1.000,1480,360,0,360,0,0.000,0.000,0.000,3.574,30,134.55,1722.59,0.000,0.000
layer_all,blk.21.all,21,all,,,,621,3397.00,13.115,2,1.000,2393,540,0,540,0,0.000,0.000,0.000,3.953,40,208.93,3188.07,0.000,0.000
layer_role,blk.21.gate,21,gate,,,,207,928.57,3.241,2,1.000,740,180,0,180,0,0.000,0.000,0.000,3.574,15,67.27,861.29,0.000,0.000
layer_role,blk.21.down,21,down,,,,207,1539.86,6.632,2,1.000,913,180,0,180,0,0.000,0.000,0.000,4.410,10,74.38,1465.48,0.000,0.000
layer_role,blk.22.up,22,up,,,,183,820.86,3.132,2,1.000,715,179,0,179,0,0.000,0.000,0.000,3.907,23,103.14,717.72,0.000,0.000
layer_upgate,blk.22.upgate,22,upgate,,,,366,1641.73,6.263,2,1.000,1430,358,0,358,0,0.000,0.000,0.000,3.907,46,206.28,1435.45,0.000,0.000
layer_all,blk.22.all,22,all,,,,549,3003.01,12.779,2,1.000,2327,538,0,538,0,0.000,0.000,0.000,4.357,61,317.84,2685.17,0.000,0.000
layer_role,blk.22.gate,22,gate,,,,183,820.86,3.132,2,1.000,715,179,0,179,0,0.000,0.000,0.000,3.907,23,103.14,717.72,0.000,0.000
layer_role,blk.22.down,22,down,,,,183,1361.29,6.516,2,1.000,897,180,0,180,0,0.000,0.000,0.000,4.901,15,111.56,1249.72,0.000,0.000
layer_role,blk.23.up,23,up,,,,200,897.11,3.486,2,1.000,796,179,0,179,0,0.000,0.000,0.000,3.980,15,67.28,829.83,0.000,0.000
layer_upgate,blk.23.upgate,23,upgate,,,,400,1794.21,6.973,2,1.000,1592,358,0,358,0,0.000,0.000,0.000,3.980,30,134.55,1659.66,0.000,0.000
layer_all,blk.23.all,23,all,,,,600,3281.94,14.033,2,1.000,2564,538,0,538,0,0.000,0.000,0.000,4.379,41,216.38,3065.57,0.000,0.000
layer_role,blk.23.gate,23,gate,,,,200,897.11,3.486,2,1.000,796,179,0,179,0,0.000,0.000,0.000,3.980,15,67.28,829.83,0.000,0.000
layer_role,blk.23.down,23,down,,,,200,1487.73,7.060,2,1.000,972,180,0,180,0,0.000,0.000,0.000,4.860,11,81.82,1405.91,0.000,0.000
layer_role,blk.24.up,24,up,,,,205,919.54,3.609,2,1.000,824,179,0,179,0,0.000,0.000,0.000,4.019,16,71.75,847.78,0.000,0.000
layer_upgate,blk.24.upgate,24,upgate,,,,410,1839.07,7.222,2,1.000,1649,358,0,358,0,0.000,0.000,0.000,4.021,32,143.51,1695.56,0.000,0.000
layer_all,blk.24.all,24,all,,,,615,3364.00,14.355,2,1.000,2631,538,0,538,0,0.000,0.000,0.000,4.370,42,217.89,3146.11,0.000,0.000
layer_role,blk.24.gate,24,gate,,,,205,919.54,3.613,2,1.000,825,179,0,179,0,0.000,0.000,0.000,4.024,16,71.75,847.78,0.000,0.000
layer_role,blk.24.down,24,down,,,,205,1524.93,7.133,2,1.000,982,180,0,180,0,0.000,0.000,0.000,4.790,10,74.38,1450.55,0.000,0.000
layer_role,blk.25.up,25,up,,,,212,950.95,3.692,2,1.000,843,180,0,180,0,0.000,0.000,0.000,3.976,12,53.82,897.13,0.000,0.000
layer_upgate,blk.25.upgate,25,upgate,,,,424,1901.90,7.384,2,1.000,1686,360,0,360,0,0.000,0.000,0.000,3.976,24,107.63,1794.27,0.000,0.000
layer_all,blk.25.all,25,all,,,,636,3478.91,14.619,2,1.000,2682,540,0,540,0,0.000,0.000,0.000,4.303,34,182.01,3296.90,0.000,0.000
layer_role,blk.25.gate,25,gate,,,,212,950.95,3.692,2,1.000,843,180,0,180,0,0.000,0.000,0.000,3.976,12,53.82,897.13,0.000,0.000
layer_role,blk.25.down,25,down,,,,212,1577.01,7.235,2,1.000,996,180,0,180,0,0.000,0.000,0.000,4.698,10,74.38,1502.63,0.000,0.000
layer_role,blk.26.up,26,up,,,,212,950.96,3.706,2,1.000,846,180,0,180,0,0.000,0.000,0.000,3.990,15,67.27,883.68,0.000,0.000
layer_upgate,blk.26.upgate,26,upgate,,,,424,1901.91,7.411,2,1.000,1692,360,0,360,0,0.000,0.000,0.000,3.990,30,134.55,1767.37,0.000,0.000
layer_all,blk.26.all,26,all,,,,636,3478.93,14.603,2,1.000,2682,540,0,540,0,0.000,0.000,0.000,4.298,40,208.93,3270.00,0.000,0.000
layer_role,blk.26.gate,26,gate,,,,212,950.96,3.706,2,1.000,846,180,0,180,0,0.000,0.000,0.000,3.990,15,67.27,883.68,0.000,0.000
layer_role,blk.26.down,26,down,,,,212,1577.02,7.191,2,1.000,990,180,0,180,0,0.000,0.000,0.000,4.670,10,74.38,1502.64,0.000,0.000
layer_role,blk.27.up,27,up,,,,200,897.11,3.609,2,1.000,824,179,0,179,0,0.000,0.000,0.000,4.119,22,98.66,798.45,0.000,0.000
layer_upgate,blk.27.upgate,27,upgate,,,,400,1794.23,7.218,2,1.000,1648,358,0,358,0,0.000,0.000,0.000,4.119,44,197.33,1596.90,0.000,0.000
layer_all,blk.27.all,27,all,,,,600,2997.59,12.946,2,1.000,2623,538,0,538,0,0.000,0.000,0.000,4.423,51,239.44,2758.15,0.000,0.000
layer_role,blk.27.gate,27,gate,,,,200,897.11,3.609,2,1.000,824,179,0,179,0,0.000,0.000,0.000,4.119,22,98.66,798.45,0.000,0.000
layer_role,blk.27.down,27,down,,,,200,1203.36,5.728,2,1.000,975,180,0,180,0,0.000,0.000,0.000,4.875,7,42.11,1161.25,0.000,0.000
layer_role,blk.28.up,28,up,,,,223,1000.25,3.806,2,1.000,869,179,0,179,0,0.000,0.000,0.000,3.896,14,62.79,937.47,0.000,0.000
layer_upgate,blk.28.upgate,28,upgate,,,,446,2195.63,8.355,2,1.000,1738,358,0,358,0,0.000,0.000,0.000,3.896,35,175.34,2020.30,0.000,0.000
layer_all,blk.28.all,28,all,,,,669,3537.36,14.330,2,1.000,2755,538,0,538,0,0.000,0.000,0.000,4.148,41,211.43,3325.93,0.000,0.000
layer_role,blk.28.gate,28,gate,,,,223,1195.38,4.549,2,1.000,869,179,0,179,0,0.000,0.000,0.000,3.896,21,112.55,1082.83,0.000,0.000
layer_role,blk.28.down,28,down,,,,223,1341.72,5.975,2,1.000,1017,180,0,180,0,0.000,0.000,0.000,4.560,6,36.09,1305.63,0.000,0.000
layer_role,blk.29.up,29,up,,,,222,995.82,3.710,2,1.000,847,180,0,180,0,0.000,0.000,0.000,3.815,17,76.25,919.57,0.000,0.000
layer_upgate,blk.29.upgate,29,upgate,,,,444,2185.88,8.144,2,1.000,1694,360,0,360,0,0.000,0.000,0.000,3.815,37,183.45,2002.43,0.000,0.000
layer_all,blk.29.all,29,all,,,,666,3521.64,14.125,2,1.000,2712,540,0,540,0,0.000,0.000,0.000,4.107,47,243.62,3278.02,0.000,0.000
layer_role,blk.29.gate,29,gate,,,,222,1190.07,4.434,2,1.000,847,180,0,180,0,0.000,0.000,0.000,3.815,20,107.20,1082.86,0.000,0.000
layer_role,blk.29.down,29,down,,,,222,1335.75,5.981,2,1.000,1018,180,0,180,0,0.000,0.000,0.000,4.585,10,60.16,1275.59,0.000,0.000
layer_role,blk.30.up,30,up,,,,214,959.93,3.635,2,1.000,830,180,0,180,0,0.000,0.000,0.000,3.878,17,76.23,883.70,0.000,0.000
layer_upgate,blk.30.upgate,30,upgate,,,,428,2107.11,7.980,2,1.000,1660,360,0,360,0,0.000,0.000,0.000,3.878,38,188.79,1918.32,0.000,0.000
layer_all,blk.30.all,30,all,,,,642,3394.73,13.679,2,1.000,2630,540,0,540,0,0.000,0.000,0.000,4.126,48,248.94,3145.79,0.000,0.000
layer_role,blk.30.gate,30,gate,,,,214,1147.18,4.345,2,1.000,830,180,0,180,0,0.000,0.000,0.000,3.878,21,112.55,1034.63,0.000,0.000
layer_role,blk.30.down,30,down,,,,214,1287.62,5.699,2,1.000,970,180,0,180,0,0.000,0.000,0.000,4.532,10,60.16,1227.46,0.000,0.000
layer_role,blk.31.up,31,up,,,,208,933.02,3.469,2,1.000,792,179,0,179,0,0.000,0.000,0.000,3.807,13,58.30,874.71,0.000,0.000
layer_upgate,blk.31.upgate,31,upgate,,,,416,2048.03,7.615,2,1.000,1584,358,0,358,0,0.000,0.000,0.000,3.807,32,160.14,1887.89,0.000,0.000
layer_all,blk.31.all,31,all,,,,624,3299.55,13.049,2,1.000,2509,538,0,538,0,0.000,0.000,0.000,4.050,39,202.26,3097.29,0.000,0.000
layer_role,blk.31.gate,31,gate,,,,208,1115.02,4.146,2,1.000,792,179,0,179,0,0.000,0.000,0.000,3.807,19,101.84,1013.18,0.000,0.000
layer_role,blk.31.down,31,down,,,,208,1251.52,5.435,2,1.000,925,180,0,180,0,0.000,0.000,0.000,4.447,7,42.12,1209.40,0.000,0.000
layer_role,blk.32.up,32,up,,,,213,955.44,3.526,2,1.000,805,180,0,180,0,0.000,0.000,0.000,3.779,15,67.27,888.17,0.000,0.000
layer_upgate,blk.32.upgate,32,upgate,,,,426,2097.26,7.740,2,1.000,1610,360,0,360,0,0.000,0.000,0.000,3.779,37,185.19,1912.07,0.000,0.000
layer_all,blk.32.all,32,all,,,,639,3378.86,13.398,2,1.000,2573,540,0,540,0,0.000,0.000,0.000,4.060,46,239.34,3139.52,0.000,0.000
layer_role,blk.32.gate,32,gate,,,,213,1141.82,4.214,2,1.000,805,180,0,180,0,0.000,0.000,0.000,3.779,22,117.92,1023.90,0.000,0.000
layer_role,blk.32.down,32,down,,,,213,1281.60,5.658,2,1.000,963,180,0,180,0,0.000,0.000,0.000,4.521,9,54.14,1227.45,0.000,0.000
layer_role,blk.33.up,33,up,,,,211,946.47,3.491,2,1.000,797,179,0,179,0,0.000,0.000,0.000,3.777,15,67.27,879.20,0.000,0.000
