seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
1,20.015,preload_load,blk.3.ffn_down_exps.weight,60,4816896,0,1,0,20.014
2,20.960,preload_load,blk.3.ffn_down_exps.weight,133,4816896,0,1,0,0.934
3,22.062,preload_load,blk.3.ffn_down_exps.weight,2,4816896,0,1,0,1.099
4,22.743,preload_load,blk.3.ffn_down_exps.weight,179,4816896,0,1,0,0.679
5,23.554,preload_load,blk.3.ffn_down_exps.weight,200,4816896,0,1,0,0.809
6,24.391,preload_load,blk.3.ffn_down_exps.weight,210,4816896,0,1,0,0.836
7,25.321,preload_load,blk.3.ffn_down_exps.weight,52,4816896,0,1,0,0.928
8,25.979,preload_load,blk.3.ffn_down_exps.weight,73,4816896,0,1,0,0.657
9,26.977,preload_load,blk.3.ffn_gate_exps.weight,60,4030464,0,1,0,0.487
10,27.448,preload_load,blk.3.ffn_gate_exps.weight,133,4030464,0,1,0,0.469
11,27.929,preload_load,blk.3.ffn_gate_exps.weight,2,4030464,0,1,0,0.479
12,28.414,preload_load,blk.3.ffn_gate_exps.weight,179,4030464,0,1,0,0.484
13,28.894,preload_load,blk.3.ffn_gate_exps.weight,200,4030464,0,1,0,0.479
14,29.375,preload_load,blk.3.ffn_gate_exps.weight,210,4030464,0,1,0,0.480
15,29.840,preload_load,blk.3.ffn_gate_exps.weight,52,4030464,0,1,0,0.464
16,30.298,preload_load,blk.3.ffn_gate_exps.weight,73,4030464,0,1,0,0.456
17,30.947,preload_load,blk.3.ffn_up_exps.weight,60,4030464,0,1,0,0.451
18,31.397,preload_load,blk.3.ffn_up_exps.weight,133,4030464,0,1,0,0.448
19,31.861,preload_load,blk.3.ffn_up_exps.weight,2,4030464,0,1,0,0.463
20,32.328,preload_load,blk.3.ffn_up_exps.weight,179,4030464,0,1,0,0.465
21,32.796,preload_load,blk.3.ffn_up_exps.weight,200,4030464,0,1,0,0.467
22,33.272,preload_load,blk.3.ffn_up_exps.weight,210,4030464,0,1,0,0.475
23,33.741,preload_load,blk.3.ffn_up_exps.weight,52,4030464,0,1,0,0.467
24,34.212,preload_load,blk.3.ffn_up_exps.weight,73,4030464,0,1,0,0.470
25,34.550,mark_ready,,-1,0,0,0,0,0.000
26,35.679,mark_submit,,-1,0,0,0,0,0.000
27,443.249,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
28,443.251,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
29,443.251,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
30,443.251,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
31,443.251,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
32,443.251,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
33,443.251,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
34,443.256,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
35,443.256,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
