1781581512624,41, 32071, 0
1781581513654,44, 32068, 0
1781581514683,44, 32068, 0
1781581515718,44, 32068, 0
1781581516753,44, 32068, 0
1781581517790,44, 32068, 0
1781581518829,44, 32068, 0
1781581519866,44, 32068, 0
1781581520897,44, 32068, 0
1781581521932,44, 32068, 0
1781581522968,44, 32068, 0
1781581524003,44, 32068, 0
1781581525040,803, 31309, 0
1781581526087,1699, 30413, 6
1781581527125,2339, 29773, 2
1781581528648,2723, 29389, 0
1781581529680,3749, 28363, 5
1781581530708,5029, 27083, 9
1781581531750,5797, 26315, 3
1781581532787,6565, 25547, 4
1781581533842,7205, 24907, 4
1781581534885,7717, 24395, 2
1781581535935,8613, 23499, 5
1781581536961,9381, 22731, 2
1781581537994,10277, 21835, 5
1781581539033,10789, 21323, 3
1781581540063,11557, 20555, 4
1781581541094,12325, 19787, 4
1781581542120,13093, 19019, 4
1781581543162,13733, 18379, 5
1781581544200,14245, 17867, 2
1781581545232,15141, 16971, 4
1781581546269,16037, 16075, 4
1781581547301,16677, 15435, 4
1781581548331,17573, 14539, 4
1781581549360,18469, 13643, 4
1781581550390,19237, 12875, 3
1781581551423,19877, 12235, 0
1781581552458,20773, 11339, 4
1781581553500,21669, 10443, 4
1781581554530,22565, 9547, 4
1781581555562,23333, 8779, 0
1781581556592,23591, 8521, 0
1781581557618,25141, 6971, 13
1781581558661,25655, 6457, 1
1781581559710,26039, 6073, 1
1781581560751,26295, 5817, 0
1781581561826,26681, 5431, 1
1781581562868,27067, 5045, 1
1781581563911,27451, 4661, 2
1781581564946,27579, 4533, 0
1781581565998,27837, 4275, 1
1781581567045,28093, 4019, 1
1781581568085,28477, 3635, 2
1781581569128,28863, 3249, 1
1781581570282,29247, 2865, 2
1781581571321,29505, 2607, 2
1781581572472,29889, 2223, 1
1781581573749,30147, 1965, 0
1781581574799,30531, 1581, 1
1781581575902,30789, 1323, 1
1781581576976,31173, 939, 1
1781581578253,31175, 937, 0
1781581579302,31175, 937, 0
1781581580324,31175, 937, 0
