1781581512624 13011088 9952248
1781581513654 12753032 9952332
1781581514683 12575792 9952652
1781581515718 12268816 9952876
1781581516753 11721892 9952896
1781581517790 10675772 9952980
1781581518829 10130096 9953060
1781581519866 10023340 9953076
1781581520897 10037480 9953112
1781581521932 10061996 9953152
1781581522968 10054968 9953180
1781581524003 10051128 9954080
1781581525040 7852808 9954176
1781581526087 5032288 9954196
1781581527125 2596596 9295924
1781581528648 4898212 8646908
1781581529680 3589636 8392804
1781581530708 815856 8395016
1781581531750 1043820 6456712
1781581532787 2217052 5514580
1781581533842 3332604 3871212
1781581534885 3901752 2451748
1781581535935 3971248 2392616
1781581536961 2791004 2402924
1781581537994 2507476 2404964
1781581539033 1523576 2414044
1781581540063 1148184 2421384
1781581541094 826944 2426520
1781581542120 372460 2199508
1781581543162 2384244 1469648
1781581544200 2484396 380400
1781581545232 2787784 320
1781581546269 2475200 228
1781581547301 2692956 116
1781581548331 2419440 208
1781581549360 2628796 500
1781581550390 2825248 200
1781581551423 3222492 124
1781581552458 2705992 0
1781581553500 2584684 144
1781581554530 2776860 72
1781581555562 2562524 11520
1781581556592 2119164 122320
1781581557618 3240808 275684
1781581558661 3328792 473008
1781581559710 3040396 801500
1781581560751 2790132 1001016
1781581561826 3003836 1248812
1781581562868 3335788 1555976
1781581563911 3466716 1806148
1781581564946 3574636 1920780
1781581565998 3271088 2172744
1781581567045 3208140 2433340
1781581568085 2405752 2642036
1781581569128 2216364 2974308
1781581570282 1655856 3272840
1781581571321 1677404 3421692
1781581572472 2361092 3689792
1781581573749 2499036 3957484
1781581574799 1766772 4097868
1781581575902 2007536 4368540
1781581576976 2145444 4651272
1781581578253 3679900 5402700
1781581579302 4017808 6243008
1781581580324 4949116 6918556
