op,role,batches,jobs,read_jobs,avg_read_jobs_per_batch,weighted_inflight_avg,max_inflight,wait_ms,wall_ms,wait_ms_per_read_job,small_read_batch_rate_le4,small_read_batch_rate_le8
runtime_load,up,1591,7241,7241,4.5512256442489,3.4106066003314455,8,4221.446518000004,4435.856054000004,0.5829921996961751,0.5285983658076682,1.0
runtime_load,gate,1301,5431,5431,4.174481168332052,3.4573282986558653,8,3658.9024970000037,4015.1769410000006,0.6737069594918069,0.5941583397386626,1.0
runtime_load,down,962,5408,5408,5.621621621621622,3.8854105036982225,8,3029.709559,3167.459037000001,0.5602273592825444,0.2577962577962578,1.0
current_down_overlap,down,899,4351,4351,4.839822024471635,3.4512066212364982,8,2250.725390000002,2355.8298770000015,0.517289218570444,0.43159065628476084,1.0
