op,role,batches,jobs,read_jobs,avg_read_jobs_per_batch,weighted_inflight_avg,max_inflight,wait_ms,wall_ms,wait_ms_per_read_job,small_read_batch_rate_le4,small_read_batch_rate_le8
runtime_load,gate,1859,7933,7933,4.267348036578806,3.506745480272281,8,5219.899132000015,5691.273588999999,0.6579981258036071,0.5718128025820334,1.0
runtime_load,up,1859,7931,7931,4.266272189349112,3.177246606985249,8,5098.7211410000045,5401.629636999996,0.6428850259740265,0.5712748789671867,1.0
runtime_load,down,962,5408,5408,5.621621621621622,3.8606231627218923,8,3041.4252640000036,3173.9362539999993,0.5623937248520716,0.2577962577962578,1.0
current_down_overlap,down,899,4351,4351,4.839822024471635,3.504379402895885,8,2262.1503470000007,2366.591060999999,0.5199150418294647,0.43159065628476084,1.0
