seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
1,19.984,preload_load,blk.3.ffn_down_exps.weight,60,4816896,0,1,0,19.984
2,20.919,preload_load,blk.3.ffn_down_exps.weight,133,4816896,0,1,0,0.923
3,22.047,preload_load,blk.3.ffn_down_exps.weight,2,4816896,0,1,0,1.126
4,22.791,preload_load,blk.3.ffn_down_exps.weight,179,4816896,0,1,0,0.741
5,23.576,preload_load,blk.3.ffn_down_exps.weight,200,4816896,0,1,0,0.784
6,24.377,preload_load,blk.3.ffn_down_exps.weight,210,4816896,0,1,0,0.799
7,25.364,preload_load,blk.3.ffn_down_exps.weight,52,4816896,0,1,0,0.985
8,26.031,preload_load,blk.3.ffn_down_exps.weight,73,4816896,0,1,0,0.665
9,27.022,preload_load,blk.3.ffn_gate_exps.weight,60,4030464,0,1,0,0.485
10,27.504,preload_load,blk.3.ffn_gate_exps.weight,133,4030464,0,1,0,0.480
11,27.983,preload_load,blk.3.ffn_gate_exps.weight,2,4030464,0,1,0,0.477
12,28.462,preload_load,blk.3.ffn_gate_exps.weight,179,4030464,0,1,0,0.477
13,28.946,preload_load,blk.3.ffn_gate_exps.weight,200,4030464,0,1,0,0.483
14,29.418,preload_load,blk.3.ffn_gate_exps.weight,210,4030464,0,1,0,0.471
15,29.888,preload_load,blk.3.ffn_gate_exps.weight,52,4030464,0,1,0,0.468
16,30.351,preload_load,blk.3.ffn_gate_exps.weight,73,4030464,0,1,0,0.462
17,30.994,preload_load,blk.3.ffn_up_exps.weight,60,4030464,0,1,0,0.450
18,31.433,preload_load,blk.3.ffn_up_exps.weight,133,4030464,0,1,0,0.438
19,31.871,preload_load,blk.3.ffn_up_exps.weight,2,4030464,0,1,0,0.436
20,32.310,preload_load,blk.3.ffn_up_exps.weight,179,4030464,0,1,0,0.438
21,32.746,preload_load,blk.3.ffn_up_exps.weight,200,4030464,0,1,0,0.435
22,33.201,preload_load,blk.3.ffn_up_exps.weight,210,4030464,0,1,0,0.454
23,33.654,preload_load,blk.3.ffn_up_exps.weight,52,4030464,0,1,0,0.451
24,34.110,preload_load,blk.3.ffn_up_exps.weight,73,4030464,0,1,0,0.455
25,34.442,mark_ready,,-1,0,0,0,0,0.000
26,35.362,mark_submit,,-1,0,0,0,0,0.000
27,251.246,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
28,251.247,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
29,251.248,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
30,251.248,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
31,251.249,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
32,251.249,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
33,251.250,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
34,251.253,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
35,251.253,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
36,251.253,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
37,251.253,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
38,251.254,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
39,251.254,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
40,251.254,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
41,251.254,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
42,251.254,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
43,251.254,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
44,251.254,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
45,251.254,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
46,251.254,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
47,251.254,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
48,251.255,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
49,251.255,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
