predictor,horizon,budget,bundle,samples,recall,precision,full_step_pct,pred_over_actual_bytes,predicted_gib_per_token,useful_gib_per_token,waste_gib_per_token
hybrid_recent,4,16,down,12152,0.4777,0.2388,0.0068,2.0000,5.7114,1.3639,4.3476
hybrid_balanced,3,16,all,12369,0.4776,0.2388,0.0065,2.0000,14.4717,3.4496,11.0221
hybrid_balanced,3,16,upgate,12369,0.4776,0.2388,0.0065,2.0000,8.6440,2.0582,6.5859
hybrid_balanced,3,16,down,12369,0.4776,0.2388,0.0065,2.0000,5.8276,1.3914,4.4363
hybrid_recent,3,16,all,12369,0.4771,0.2385,0.0068,2.0000,14.4717,3.4462,11.0255
hybrid_recent,3,16,upgate,12369,0.4771,0.2385,0.0068,2.0000,8.6440,2.0572,6.5868
hybrid_recent,3,16,down,12369,0.4771,0.2385,0.0068,2.0000,5.8276,1.3890,4.4386
hybrid_balanced,1,16,all,12803,0.4768,0.2384,0.0068,2.0000,14.9946,3.5688,11.4258
hybrid_balanced,1,16,upgate,12803,0.4768,0.2384,0.0068,2.0000,8.9790,2.1344,6.8446
hybrid_balanced,1,16,down,12803,0.4768,0.2384,0.0068,2.0000,6.0156,1.4345,4.5812
hybrid_prev,3,16,all,12369,0.4766,0.2383,0.0064,2.0000,14.4717,3.4427,11.0290
hybrid_prev,3,16,upgate,12369,0.4766,0.2383,0.0064,2.0000,8.6440,2.0541,6.5899
hybrid_prev,3,16,down,12369,0.4766,0.2383,0.0064,2.0000,5.8276,1.3886,4.4390
hybrid_balanced,2,16,all,12586,0.4765,0.2382,0.0063,2.0000,14.7332,3.5035,11.2297
hybrid_balanced,2,16,upgate,12586,0.4765,0.2382,0.0063,2.0000,8.8115,2.0926,6.7189
hybrid_balanced,2,16,down,12586,0.4765,0.2382,0.0063,2.0000,5.9216,1.4109,4.5107
hybrid_prev,1,16,all,12803,0.4761,0.2380,0.0068,2.0000,14.9946,3.5631,11.4315
hybrid_prev,1,16,upgate,12803,0.4761,0.2380,0.0068,2.0000,8.9790,2.1310,6.8480
hybrid_prev,1,16,down,12803,0.4761,0.2380,0.0068,2.0000,6.0156,1.4321,4.5835
hybrid_recent,2,16,all,12586,0.4761,0.2380,0.0069,2.0000,14.7332,3.5007,11.2324
hybrid_recent,2,16,upgate,12586,0.4761,0.2380,0.0069,2.0000,8.8115,2.0918,6.7197
hybrid_recent,2,16,down,12586,0.4761,0.2380,0.0069,2.0000,5.9216,1.4089,4.5127
hybrid_recent,1,16,all,12803,0.4756,0.2378,0.0071,2.0000,14.9946,3.5601,11.4346
hybrid_recent,1,16,upgate,12803,0.4756,0.2378,0.0071,2.0000,8.9790,2.1300,6.8490
hybrid_recent,1,16,down,12803,0.4756,0.2378,0.0071,2.0000,6.0156,1.4301,4.5855
hybrid_prev,2,16,all,12586,0.4756,0.2378,0.0062,2.0000,14.7332,3.4969,11.2363
hybrid_prev,2,16,upgate,12586,0.4756,0.2378,0.0062,2.0000,8.8115,2.0887,6.7228
hybrid_prev,2,16,down,12586,0.4756,0.2378,0.0062,2.0000,5.9216,1.4082,4.5134
hybrid_cooc,4,16,all,12152,0.4594,0.2297,0.0050,2.0000,14.1880,3.2541,10.9339
hybrid_cooc,4,16,upgate,12152,0.4594,0.2297,0.0050,2.0000,8.4766,1.9411,6.5355
hybrid_cooc,4,16,down,12152,0.4594,0.2297,0.0050,2.0000,5.7114,1.3130,4.3984
hybrid_cooc,3,16,all,12369,0.4588,0.2294,0.0050,2.0000,14.4717,3.3139,11.1578
hybrid_cooc,3,16,upgate,12369,0.4588,0.2294,0.0050,2.0000,8.6440,1.9764,6.6676
hybrid_cooc,3,16,down,12369,0.4588,0.2294,0.0050,2.0000,5.8276,1.3375,4.4902
hybrid_cooc,2,16,all,12586,0.4583,0.2292,0.0051,2.0000,14.7332,3.3698,11.3633
hybrid_cooc,2,16,upgate,12586,0.4583,0.2292,0.0051,2.0000,8.8115,2.0120,6.7995
hybrid_cooc,2,16,down,12586,0.4583,0.2292,0.0051,2.0000,5.9216,1.3578,4.5638
hybrid_cooc,1,16,all,12803,0.4581,0.2290,0.0052,2.0000,14.9946,3.4284,11.5662
hybrid_cooc,1,16,upgate,12803,0.4581,0.2290,0.0052,2.0000,8.9790,2.0498,6.9292
hybrid_cooc,1,16,down,12803,0.4581,0.2290,0.0052,2.0000,6.0156,1.3786,4.6370
cooc,2,48,all,12586,0.4463,0.0744,0.0261,6.0000,44.1995,3.2863,40.9132
cooc,2,48,upgate,12586,0.4463,0.0744,0.0261,6.0000,26.4346,1.9580,24.4766
cooc,2,48,down,12586,0.4463,0.0744,0.0261,6.0000,17.7649,1.3283,16.4366
cooc,1,48,all,12803,0.4453,0.0742,0.0284,6.0000,44.9839,3.3379,41.6460
cooc,1,48,upgate,12803,0.4453,0.0742,0.0284,6.0000,26.9370,1.9910,24.9460
cooc,1,48,down,12803,0.4453,0.0742,0.0284,6.0000,18.0469,1.3469,16.7000
cooc,3,48,all,12369,0.4451,0.0742,0.0270,6.0000,43.4150,3.2188,40.1962
cooc,3,48,upgate,12369,0.4451,0.0742,0.0270,6.0000,25.9321,1.9145,24.0176
cooc,3,48,down,12369,0.4451,0.0742,0.0270,6.0000,17.4829,1.3043,16.1786
cooc,4,48,all,12152,0.4431,0.0738,0.0282,6.0000,42.5640,3.1411,39.4228
cooc,4,48,upgate,12152,0.4431,0.0738,0.0282,6.0000,25.4297,1.8689,23.5608
cooc,4,48,down,12152,0.4431,0.0738,0.0282,6.0000,17.1343,1.2722,15.8621
hybrid_recent,4,12,all,12152,0.4313,0.2875,0.0030,1.5000,10.6410,3.0550,7.5860
hybrid_recent,4,12,upgate,12152,0.4313,0.2875,0.0030,1.5000,6.3574,1.8248,4.5326
hybrid_recent,4,12,down,12152,0.4313,0.2875,0.0030,1.5000,4.2836,1.2301,3.0535
hybrid_recent,3,12,all,12369,0.4296,0.2864,0.0027,1.5000,10.8538,3.1026,7.7512
hybrid_recent,3,12,upgate,12369,0.4296,0.2864,0.0027,1.5000,6.4830,1.8530,4.6300
hybrid_recent,3,12,down,12369,0.4296,0.2864,0.0027,1.5000,4.3707,1.2496,3.1212
hybrid_recent,1,12,all,12803,0.4292,0.2861,0.0029,1.5000,11.2460,3.2117,8.0343
hybrid_recent,1,12,upgate,12803,0.4292,0.2861,0.0029,1.5000,6.7343,1.9225,4.8117
hybrid_recent,1,12,down,12803,0.4292,0.2861,0.0029,1.5000,4.5117,1.2892,3.2226
hybrid_recent,2,12,all,12586,0.4286,0.2857,0.0033,1.5000,11.0499,3.1508,7.8991
hybrid_recent,2,12,upgate,12586,0.4286,0.2857,0.0033,1.5000,6.6086,1.8837,4.7249
hybrid_recent,2,12,down,12586,0.4286,0.2857,0.0033,1.5000,4.4412,1.2670,3.1742
hybrid_balanced,4,12,all,12152,0.4286,0.2857,0.0023,1.5000,10.6410,3.0357,7.6053
hybrid_balanced,4,12,upgate,12152,0.4286,0.2857,0.0023,1.5000,6.3574,1.8126,4.5448
hybrid_balanced,4,12,down,12152,0.4286,0.2857,0.0023,1.5000,4.2836,1.2231,3.0605
hybrid_prev,4,12,all,12152,0.4278,0.2852,0.0022,1.5000,10.6410,3.0302,7.6108
hybrid_prev,4,12,upgate,12152,0.4278,0.2852,0.0022,1.5000,6.3574,1.8093,4.5482
hybrid_prev,4,12,down,12152,0.4278,0.2852,0.0022,1.5000,4.2836,1.2209,3.0627
hybrid_balanced,3,12,all,12369,0.4274,0.2849,0.0022,1.5000,10.8538,3.0866,7.7672
hybrid_balanced,3,12,upgate,12369,0.4274,0.2849,0.0022,1.5000,6.4830,1.8424,4.6406
hybrid_balanced,3,12,down,12369,0.4274,0.2849,0.0022,1.5000,4.3707,1.2441,3.1266
hybrid_prev,3,12,all,12369,0.4268,0.2846,0.0021,1.5000,10.8538,3.0825,7.7713
hybrid_prev,3,12,upgate,12369,0.4268,0.2846,0.0021,1.5000,6.4830,1.8400,4.6430
hybrid_prev,3,12,down,12369,0.4268,0.2846,0.0021,1.5000,4.3707,1.2425,3.1282
hybrid_balanced,1,12,all,12803,0.4267,0.2845,0.0023,1.5000,11.2460,3.1929,8.0530
hybrid_balanced,1,12,upgate,12803,0.4267,0.2845,0.0023,1.5000,6.7343,1.9106,4.8237
hybrid_balanced,1,12,down,12803,0.4267,0.2845,0.0023,1.5000,4.5117,1.2824,3.2293
hybrid_balanced,2,12,all,12586,0.4265,0.2843,0.0027,1.5000,11.0499,3.1356,7.9143
hybrid_balanced,2,12,upgate,12586,0.4265,0.2843,0.0027,1.5000,6.6086,1.8737,4.7349
hybrid_balanced,2,12,down,12586,0.4265,0.2843,0.0027,1.5000,4.4412,1.2618,3.1794
hybrid_prev,1,12,all,12803,0.4258,0.2839,0.0023,1.5000,11.2460,3.1864,8.0595
hybrid_prev,1,12,upgate,12803,0.4258,0.2839,0.0023,1.5000,6.7343,1.9066,4.8277
hybrid_prev,1,12,down,12803,0.4258,0.2839,0.0023,1.5000,4.5117,1.2799,3.2319
hybrid_prev,2,12,all,12586,0.4257,0.2838,0.0027,1.5000,11.0499,3.1297,7.9202
hybrid_prev,2,12,upgate,12586,0.4257,0.2838,0.0027,1.5000,6.6086,1.8702,4.7385
hybrid_prev,2,12,down,12586,0.4257,0.2838,0.0027,1.5000,4.4412,1.2595,3.1817
recent_lfu,4,16,upgate,12152,0.4211,0.2232,0.0046,1.8861,7.9937,1.7828,6.2110
recent_lfu,4,16,all,12152,0.4211,0.2232,0.0046,1.8863,13.3817,2.9818,10.3999
recent_lfu,4,16,down,12152,0.4211,0.2232,0.0046,1.8867,5.3879,1.1990,4.1889
global_hot,1,64,all,12803,0.4208,0.0526,0.0087,8.0000,59.9785,3.1538,56.8248
global_hot,1,64,upgate,12803,0.4208,0.0526,0.0087,8.0000,35.9160,1.8824,34.0337
global_hot,1,64,down,12803,0.4208,0.0526,0.0087,8.0000,24.0625,1.2714,22.7911
global_hot,3,64,all,12369,0.4208,0.0526,0.0089,8.0000,57.8867,3.0431,54.8436
global_hot,3,64,upgate,12369,0.4208,0.0526,0.0089,8.0000,34.5762,1.8115,32.7647
global_hot,3,64,down,12369,0.4208,0.0526,0.0089,8.0000,23.3105,1.2316,22.0789
global_hot,4,64,all,12152,0.4206,0.0526,0.0089,8.0000,56.7520,2.9821,53.7699
global_hot,4,64,upgate,12152,0.4206,0.0526,0.0089,8.0000,33.9062,1.7755,32.1308
global_hot,4,64,down,12152,0.4206,0.0526,0.0089,8.0000,22.8457,1.2066,21.6391
global_hot,2,64,all,12586,0.4201,0.0525,0.0087,8.0000,58.9326,3.0934,55.8393
global_hot,2,64,upgate,12586,0.4201,0.0525,0.0087,8.0000,35.2461,1.8437,33.4024
global_hot,2,64,down,12586,0.4201,0.0525,0.0087,8.0000,23.6865,1.2497,22.4368
recent_lfu,3,16,upgate,12369,0.4196,0.2224,0.0045,1.8862,8.1523,1.8107,6.3416
recent_lfu,3,16,all,12369,0.4196,0.2224,0.0045,1.8865,13.6502,3.0291,10.6211
recent_lfu,3,16,down,12369,0.4196,0.2224,0.0045,1.8869,5.4979,1.2184,4.2796
recent_lfu,2,16,upgate,12586,0.4180,0.2216,0.0044,1.8864,8.3109,1.8383,6.4726
recent_lfu,2,16,all,12586,0.4180,0.2216,0.0044,1.8866,13.8979,3.0722,10.8257
recent_lfu,2,16,down,12586,0.4180,0.2216,0.0044,1.8870,5.5870,1.2339,4.3531
recent_lfu,1,16,upgate,12803,0.4179,0.2215,0.0044,1.8864,8.4691,1.8730,6.5961
recent_lfu,1,16,all,12803,0.4179,0.2215,0.0044,1.8867,14.1449,3.1264,11.0185
recent_lfu,1,16,down,12803,0.4179,0.2215,0.0044,1.8870,5.6758,1.2534,4.4224
hybrid_cooc,3,12,all,12369,0.4074,0.2716,0.0019,1.5000,10.8538,2.9414,7.9123
hybrid_cooc,3,12,upgate,12369,0.4074,0.2716,0.0019,1.5000,6.4830,1.7551,4.7279
hybrid_cooc,3,12,down,12369,0.4074,0.2716,0.0019,1.5000,4.3707,1.1863,3.1844
hybrid_cooc,4,12,all,12152,0.4073,0.2715,0.0019,1.5000,10.6410,2.8844,7.7566
hybrid_cooc,4,12,upgate,12152,0.4073,0.2715,0.0019,1.5000,6.3574,1.7214,4.6360
hybrid_cooc,4,12,down,12152,0.4073,0.2715,0.0019,1.5000,4.2836,1.1630,3.1206
hybrid_cooc,2,12,all,12586,0.4072,0.2715,0.0020,1.5000,11.0499,2.9936,8.0563
hybrid_cooc,2,12,upgate,12586,0.4072,0.2715,0.0020,1.5000,6.6086,1.7883,4.8204
hybrid_cooc,2,12,down,12586,0.4072,0.2715,0.0020,1.5000,4.4412,1.2053,3.2359
hybrid_cooc,1,12,all,12803,0.4066,0.2711,0.0017,1.5000,11.2460,3.0425,8.2034
hybrid_cooc,1,12,upgate,12803,0.4066,0.2711,0.0017,1.5000,6.7343,1.8198,4.9144
hybrid_cooc,1,12,down,12803,0.4066,0.2711,0.0017,1.5000,4.5117,1.2227,3.2890
cooc,1,32,all,12803,0.3827,0.0957,0.0140,4.0000,29.9893,2.8681,27.1211
cooc,1,32,upgate,12803,0.3827,0.0957,0.0140,4.0000,17.9580,1.7101,16.2479
cooc,1,32,down,12803,0.3827,0.0957,0.0140,4.0000,12.0312,1.1580,10.8732
cooc,2,32,all,12586,0.3820,0.0955,0.0126,4.0000,29.4663,2.8122,26.6541
cooc,2,32,upgate,12586,0.3820,0.0955,0.0126,4.0000,17.6230,1.6745,15.9486
cooc,2,32,down,12586,0.3820,0.0955,0.0126,4.0000,11.8433,1.1378,10.7055
cooc,4,32,all,12152,0.3796,0.0949,0.0129,4.0000,28.3760,2.6906,25.6854
cooc,4,32,upgate,12152,0.3796,0.0949,0.0129,4.0000,16.9531,1.5995,15.3536
cooc,4,32,down,12152,0.3796,0.0949,0.0129,4.0000,11.4229,1.0911,10.3318
cooc,3,32,all,12369,0.3794,0.0948,0.0120,4.0000,28.9434,2.7430,26.2003
cooc,3,32,upgate,12369,0.3794,0.0948,0.0120,4.0000,17.2881,1.6306,15.6575
cooc,3,32,down,12369,0.3794,0.0948,0.0120,4.0000,11.6553,1.1125,10.5428
recent_lfu,4,12,upgate,12152,0.3699,0.2578,0.0016,1.4347,6.0805,1.5665,4.5140
recent_lfu,4,12,all,12152,0.3699,0.2578,0.0016,1.4347,10.1777,2.6189,7.5587
recent_lfu,4,12,down,12152,0.3699,0.2578,0.0016,1.4347,4.0971,1.0524,3.0447
recent_lfu,3,12,upgate,12369,0.3685,0.2568,0.0015,1.4347,6.2007,1.5906,4.6102
recent_lfu,3,12,all,12369,0.3685,0.2568,0.0015,1.4347,10.3813,2.6597,7.7216
recent_lfu,3,12,down,12369,0.3685,0.2568,0.0015,1.4347,4.1806,1.0691,3.1114
recent_lfu,2,12,upgate,12586,0.3670,0.2558,0.0015,1.4347,6.3209,1.6142,4.7067
recent_lfu,2,12,all,12586,0.3670,0.2558,0.0015,1.4347,10.5690,2.6967,7.8723
recent_lfu,2,12,down,12586,0.3670,0.2558,0.0015,1.4347,4.2480,1.0824,3.1656
recent_lfu,1,12,upgate,12803,0.3669,0.2557,0.0015,1.4347,6.4411,1.6446,4.7965
recent_lfu,1,12,all,12803,0.3669,0.2557,0.0015,1.4347,10.7566,2.7441,8.0125
recent_lfu,1,12,down,12803,0.3669,0.2557,0.0015,1.4348,4.3155,1.0995,3.2160
global_hot,3,48,all,12369,0.3640,0.0607,0.0032,6.0000,43.4150,2.6342,40.7808
global_hot,3,48,upgate,12369,0.3640,0.0607,0.0032,6.0000,25.9321,1.5674,24.3647
global_hot,3,48,down,12369,0.3640,0.0607,0.0032,6.0000,17.4829,1.0667,16.4162
global_hot,4,48,all,12152,0.3637,0.0606,0.0031,6.0000,42.5640,2.5802,39.9838
global_hot,4,48,upgate,12152,0.3637,0.0606,0.0031,6.0000,25.4297,1.5356,23.8941
global_hot,4,48,down,12152,0.3637,0.0606,0.0031,6.0000,17.1343,1.0446,16.0897
global_hot,1,48,all,12803,0.3637,0.0606,0.0030,6.0000,44.9839,2.7270,42.2569
global_hot,1,48,upgate,12803,0.3637,0.0606,0.0030,6.0000,26.9370,1.6269,25.3101
global_hot,1,48,down,12803,0.3637,0.0606,0.0030,6.0000,18.0469,1.1001,16.9468
global_hot,2,48,all,12586,0.3634,0.0606,0.0031,6.0000,44.1995,2.6772,41.5223
global_hot,2,48,upgate,12586,0.3634,0.0606,0.0031,6.0000,26.4346,1.5950,24.8396
global_hot,2,48,down,12586,0.3634,0.0606,0.0031,6.0000,17.7649,1.0822,16.6827
hybrid_balanced,4,8,all,12152,0.3499,0.3499,0.0005,1.0000,7.0940,2.4771,4.6169
hybrid_balanced,4,8,upgate,12152,0.3499,0.3499,0.0005,1.0000,4.2383,1.4819,2.7564
hybrid_balanced,4,8,down,12152,0.3499,0.3499,0.0005,1.0000,2.8557,0.9952,1.8605
hybrid_balanced,3,8,all,12369,0.3485,0.3485,0.0003,1.0000,7.2358,2.5153,4.7205
hybrid_balanced,3,8,upgate,12369,0.3485,0.3485,0.0003,1.0000,4.3220,1.5045,2.8175
hybrid_balanced,3,8,down,12369,0.3485,0.3485,0.0003,1.0000,2.9138,1.0109,1.9029
hybrid_balanced,1,8,all,12803,0.3473,0.3473,0.0004,1.0000,7.4973,2.5970,4.9003
hybrid_balanced,1,8,upgate,12803,0.3473,0.3473,0.0004,1.0000,4.4895,1.5566,2.9329
hybrid_balanced,1,8,down,12803,0.3473,0.3473,0.0004,1.0000,3.0078,1.0404,1.9674
hybrid_balanced,2,8,all,12586,0.3470,0.3470,0.0002,1.0000,7.3666,2.5496,4.8170
hybrid_balanced,2,8,upgate,12586,0.3470,0.3470,0.0002,1.0000,4.4058,1.5264,2.8794
hybrid_balanced,2,8,down,12586,0.3470,0.3470,0.0002,1.0000,2.9608,1.0232,1.9376
cooc,1,24,all,12803,0.3426,0.1142,0.0075,3.0000,22.4919,2.5671,19.9248
cooc,1,24,upgate,12803,0.3426,0.1142,0.0075,3.0000,13.4685,1.5300,11.9385
cooc,1,24,down,12803,0.3426,0.1142,0.0075,3.0000,9.0234,1.0371,7.9863
hybrid_recent,4,8,all,12152,0.3418,0.3418,0.0006,1.0000,7.0940,2.4195,4.6744
hybrid_recent,4,8,upgate,12152,0.3418,0.3418,0.0006,1.0000,4.2383,1.4485,2.7897
hybrid_recent,4,8,down,12152,0.3418,0.3418,0.0006,1.0000,2.8557,0.9710,1.8847
cooc,2,24,all,12586,0.3407,0.1136,0.0076,3.0000,22.0997,2.5077,19.5920
cooc,2,24,upgate,12586,0.3407,0.1136,0.0076,3.0000,13.2173,1.4923,11.7250
cooc,2,24,down,12586,0.3407,0.1136,0.0076,3.0000,8.8824,1.0154,7.8671
hybrid_recent,3,8,all,12369,0.3400,0.3400,0.0005,1.0000,7.2358,2.4538,4.7821
hybrid_recent,3,8,upgate,12369,0.3400,0.3400,0.0005,1.0000,4.3220,1.4687,2.8533
hybrid_recent,3,8,down,12369,0.3400,0.3400,0.0005,1.0000,2.9138,0.9850,1.9288
hybrid_recent,1,8,all,12803,0.3388,0.3388,0.0004,1.0000,7.4973,2.5332,4.9641
hybrid_recent,1,8,upgate,12803,0.3388,0.3388,0.0004,1.0000,4.4895,1.5194,2.9701
hybrid_recent,1,8,down,12803,0.3388,0.3388,0.0004,1.0000,3.0078,1.0138,1.9940
hybrid_recent,2,8,all,12586,0.3387,0.3387,0.0003,1.0000,7.3666,2.4886,4.8780
hybrid_recent,2,8,upgate,12586,0.3387,0.3387,0.0003,1.0000,4.4058,1.4910,2.9148
hybrid_recent,2,8,down,12586,0.3387,0.3387,0.0003,1.0000,2.9608,0.9976,1.9632
cooc,4,24,all,12152,0.3385,0.1128,0.0063,3.0000,21.2820,2.3984,18.8836
cooc,4,24,upgate,12152,0.3385,0.1128,0.0063,3.0000,12.7148,1.4254,11.2895
cooc,4,24,down,12152,0.3385,0.1128,0.0063,3.0000,8.5671,0.9730,7.5941
cooc,3,24,all,12369,0.3380,0.1127,0.0067,3.0000,21.7075,2.4434,19.2641
cooc,3,24,upgate,12369,0.3380,0.1127,0.0067,3.0000,12.9661,1.4519,11.5142
cooc,3,24,down,12369,0.3380,0.1127,0.0067,3.0000,8.7415,0.9915,7.7500
hybrid_prev,4,8,all,12152,0.3372,0.3372,0.0005,1.0000,7.0940,2.3874,4.7066
hybrid_prev,4,8,upgate,12152,0.3372,0.3372,0.0005,1.0000,4.2383,1.4295,2.8088
hybrid_prev,4,8,down,12152,0.3372,0.3372,0.0005,1.0000,2.8557,0.9578,1.8979
hybrid_prev,3,8,all,12369,0.3353,0.3353,0.0005,1.0000,7.2358,2.4199,4.8160
hybrid_prev,3,8,upgate,12369,0.3353,0.3353,0.0005,1.0000,4.3220,1.4487,2.8733
hybrid_prev,3,8,down,12369,0.3353,0.3353,0.0005,1.0000,2.9138,0.9712,1.9427
hybrid_prev,2,8,all,12586,0.3339,0.3339,0.0005,1.0000,7.3666,2.4528,4.9138
hybrid_prev,2,8,upgate,12586,0.3339,0.3339,0.0005,1.0000,4.4058,1.4698,2.9359
hybrid_prev,2,8,down,12586,0.3339,0.3339,0.0005,1.0000,2.9608,0.9830,1.9778
hybrid_prev,1,8,all,12803,0.3337,0.3337,0.0005,1.0000,7.4973,2.4956,5.0018
hybrid_prev,1,8,upgate,12803,0.3337,0.3337,0.0005,1.0000,4.4895,1.4971,2.9924
hybrid_prev,1,8,down,12803,0.3337,0.3337,0.0005,1.0000,3.0078,0.9985,2.0093
hybrid_cooc,3,8,all,12369,0.3320,0.3320,0.0000,1.0000,7.2358,2.3964,4.8395
hybrid_cooc,3,8,upgate,12369,0.3320,0.3320,0.0000,1.0000,4.3220,1.4308,2.8912
hybrid_cooc,3,8,down,12369,0.3320,0.3320,0.0000,1.0000,2.9138,0.9656,1.9482
hybrid_cooc,4,8,all,12152,0.3313,0.3313,0.0000,1.0000,7.0940,2.3457,4.7483
hybrid_cooc,4,8,upgate,12152,0.3313,0.3313,0.0000,1.0000,4.2383,1.4003,2.8380
hybrid_cooc,4,8,down,12152,0.3313,0.3313,0.0000,1.0000,2.8557,0.9454,1.9103
hybrid_cooc,2,8,all,12586,0.3308,0.3308,0.0001,1.0000,7.3666,2.4314,4.9352
hybrid_cooc,2,8,upgate,12586,0.3308,0.3308,0.0001,1.0000,4.4058,1.4530,2.9527
hybrid_cooc,2,8,down,12586,0.3308,0.3308,0.0001,1.0000,2.9608,0.9783,1.9825
hybrid_cooc,1,8,all,12803,0.3308,0.3308,0.0001,1.0000,7.4973,2.4749,5.0224
hybrid_cooc,1,8,upgate,12803,0.3308,0.3308,0.0001,1.0000,4.4895,1.4805,3.0090
hybrid_cooc,1,8,down,12803,0.3308,0.3308,0.0001,1.0000,3.0078,0.9944,2.0134
previous_same_layer,4,8,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,8,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,8,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,4,12,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,12,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,12,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,4,16,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,16,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,16,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,4,24,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,24,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,24,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,4,32,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,32,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,32,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,4,48,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,48,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,48,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,4,64,all,12152,0.3272,0.3381,0.0005,0.9677,6.8652,2.3164,4.5488
previous_same_layer,4,64,upgate,12152,0.3272,0.3381,0.0005,0.9677,4.1016,1.3879,2.7137
previous_same_layer,4,64,down,12152,0.3272,0.3381,0.0005,0.9677,2.7636,0.9285,1.8351
previous_same_layer,3,8,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,8,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,8,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,3,12,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,12,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,12,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,3,16,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,16,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,16,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,3,24,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,24,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,24,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,3,32,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,32,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,32,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,3,48,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,48,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,48,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,3,64,all,12369,0.3253,0.3362,0.0005,0.9677,7.0024,2.3477,4.6548
previous_same_layer,3,64,upgate,12369,0.3253,0.3362,0.0005,0.9677,4.1826,1.4064,2.7762
previous_same_layer,3,64,down,12369,0.3253,0.3362,0.0005,0.9677,2.8198,0.9413,1.8785
previous_same_layer,2,8,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,8,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
previous_same_layer,2,8,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,2,12,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,12,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
