seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
1,20.123,preload_load,blk.3.ffn_down_exps.weight,60,4816896,0,1,0,20.123
2,21.030,preload_load,blk.3.ffn_down_exps.weight,133,4816896,0,1,0,0.895
3,22.109,preload_load,blk.3.ffn_down_exps.weight,2,4816896,0,1,0,1.077
4,22.876,preload_load,blk.3.ffn_down_exps.weight,179,4816896,0,1,0,0.765
5,23.746,preload_load,blk.3.ffn_down_exps.weight,200,4816896,0,1,0,0.868
6,24.524,preload_load,blk.3.ffn_down_exps.weight,210,4816896,0,1,0,0.776
7,25.483,preload_load,blk.3.ffn_down_exps.weight,52,4816896,0,1,0,0.958
8,26.145,preload_load,blk.3.ffn_down_exps.weight,73,4816896,0,1,0,0.661
9,27.220,preload_load,blk.3.ffn_gate_exps.weight,60,4030464,0,1,0,0.474
10,27.704,preload_load,blk.3.ffn_gate_exps.weight,133,4030464,0,1,0,0.480
11,28.186,preload_load,blk.3.ffn_gate_exps.weight,2,4030464,0,1,0,0.480
12,28.652,preload_load,blk.3.ffn_gate_exps.weight,179,4030464,0,1,0,0.464
13,29.132,preload_load,blk.3.ffn_gate_exps.weight,200,4030464,0,1,0,0.479
14,29.612,preload_load,blk.3.ffn_gate_exps.weight,210,4030464,0,1,0,0.478
15,30.087,preload_load,blk.3.ffn_gate_exps.weight,52,4030464,0,1,0,0.474
16,30.553,preload_load,blk.3.ffn_gate_exps.weight,73,4030464,0,1,0,0.465
17,31.348,preload_load,blk.3.ffn_up_exps.weight,60,4030464,0,1,0,0.587
18,31.786,preload_load,blk.3.ffn_up_exps.weight,133,4030464,0,1,0,0.436
19,32.226,preload_load,blk.3.ffn_up_exps.weight,2,4030464,0,1,0,0.439
20,32.694,preload_load,blk.3.ffn_up_exps.weight,179,4030464,0,1,0,0.466
21,33.156,preload_load,blk.3.ffn_up_exps.weight,200,4030464,0,1,0,0.461
22,33.609,preload_load,blk.3.ffn_up_exps.weight,210,4030464,0,1,0,0.452
23,34.068,preload_load,blk.3.ffn_up_exps.weight,52,4030464,0,1,0,0.457
24,34.531,preload_load,blk.3.ffn_up_exps.weight,73,4030464,0,1,0,0.461
25,34.863,mark_ready,,-1,0,0,0,0,0.000
26,36.012,mark_submit,,-1,0,0,0,0,0.000
27,248.983,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
28,248.985,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
29,248.986,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
30,248.986,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
31,248.986,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
32,248.986,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
33,248.987,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
34,248.991,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
35,248.991,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
36,248.991,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
37,248.991,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
38,248.991,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
39,248.991,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
40,248.991,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
41,248.992,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
42,248.992,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
43,248.992,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
44,248.992,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
45,248.992,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
46,248.992,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
47,248.992,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
48,248.992,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
49,248.992,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
50,248.992,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
51,248.992,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
52,248.992,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
