tensor,expert,model_offset,nbytes,shape,n_expert,residual_ms,touches
blk.3.ffn_down_exps.weight,124,12461986560,4456448,2048x4096x256,256,5.042000,1
blk.4.ffn_up_exps.weight,65,18073815808,4456448,4096x2048x256,256,5.041000,16
blk.0.ffn_down_exps.weight,215,2130336512,4456448,2048x4096x256,256,5.038000,3
blk.21.ffn_up_exps.weight,203,79578915072,4456448,4096x2048x256,256,5.035000,17
blk.18.ffn_up_exps.weight,225,68940422400,4456448,4096x2048x256,256,5.034000,22
blk.0.ffn_down_exps.weight,104,1635670784,4456448,2048x4096x256,256,5.033000,2
blk.1.ffn_up_exps.weight,211,7960399104,4456448,4096x2048x256,256,5.031000,2
blk.21.ffn_up_exps.weight,89,79070880000,4456448,4096x2048x256,256,5.027000,2
blk.9.ffn_down_exps.weight,235,34451041536,4456448,2048x4096x256,256,5.024000,5
blk.18.ffn_up_exps.weight,185,68762164480,4456448,4096x2048x256,256,5.016000,4
blk.4.ffn_down_exps.weight,59,15765375744,4456448,2048x4096x256,256,5.012000,6
blk.1.ffn_up_exps.weight,127,7586057472,4456448,4096x2048x256,256,5.011000,6
blk.0.ffn_down_exps.weight,122,1715886848,4456448,2048x4096x256,256,5.006000,1
blk.34.ffn_up_exps.weight,22,125354134784,4456448,4096x2048x256,256,5.005000,5
blk.1.ffn_down_exps.weight,139,5357833472,4456448,2048x4096x256,256,4.995000,2
blk.11.ffn_up_exps.weight,3,42863643392,4456448,4096x2048x256,256,4.995000,4
blk.27.ffn_down_exps.weight,220,98867362560,4456448,2048x4096x256,256,4.987000,3
blk.37.ffn_up_exps.weight,11,136041648384,4456448,4096x2048x256,256,4.987000,15
blk.36.ffn_up_exps.weight,82,132786318080,4456448,4096x2048x256,256,4.986000,2
blk.38.ffn_down_exps.weight,151,137976908032,4456448,2048x4096x256,256,4.985000,40
blk.5.ffn_down_exps.weight,192,19929821440,4456448,2048x4096x256,256,4.980000,12
blk.35.ffn_down_exps.weight,255,127682523904,4456448,2048x4096x256,256,4.978000,21
blk.9.ffn_down_exps.weight,243,34486693120,4456448,2048x4096x256,256,4.971000,8
blk.9.ffn_up_exps.weight,95,36108840192,4456448,4096x2048x256,256,4.970000,4
blk.22.ffn_up_exps.weight,49,82485680384,4456448,4096x2048x256,256,4.969000,13
blk.30.ffn_up_exps.weight,233,111964852480,4456448,4096x2048x256,256,4.968000,1
blk.1.ffn_up_exps.weight,86,7403343104,4456448,4096x2048x256,256,4.967000,16
blk.5.ffn_down_exps.weight,104,19537654016,4456448,2048x4096x256,256,4.963000,4
blk.23.ffn_up_exps.weight,98,86275784448,4456448,4096x2048x256,256,4.961000,2
blk.5.ffn_up_exps.weight,250,22469996800,4456448,4096x2048x256,256,4.959000,23
blk.2.ffn_down_exps.weight,144,8976275712,4456448,2048x4096x256,256,4.956000,5
blk.22.ffn_down_exps.weight,88,80377780480,4456448,2048x4096x256,256,4.956000,25
blk.7.ffn_up_exps.weight,26,28636548864,4456448,4096x2048x256,256,4.948000,3
blk.0.ffn_up_exps.weight,128,4024326912,4456448,4096x2048x256,256,4.937000,1
blk.0.ffn_up_exps.weight,236,4505623296,4456448,4096x2048x256,256,4.937000,1
blk.8.ffn_up_exps.weight,230,33138722560,4456448,4096x2048x256,256,4.933000,3
blk.2.ffn_up_exps.weight,198,11498625280,4456448,4096x2048x256,256,4.920000,1
blk.35.ffn_up_exps.weight,117,129349235456,4456448,4096x2048x256,256,4.920000,14
blk.36.ffn_up_exps.weight,165,133156203264,4456448,4096x2048x256,256,4.914000,14
blk.2.ffn_up_exps.weight,152,11293628672,4456448,4096x2048x256,256,4.911000,5
blk.0.ffn_up_exps.weight,81,3814873856,4456448,4096x2048x256,256,4.906000,3
blk.1.ffn_up_exps.weight,37,7184977152,4456448,4096x2048x256,256,4.900000,2
blk.35.ffn_down_exps.weight,245,127637959424,4456448,2048x4096x256,256,4.898000,8
blk.10.ffn_up_exps.weight,10,39323100416,4456448,4096x2048x256,256,4.894000,2
blk.4.ffn_up_exps.weight,250,18898258688,4456448,4096x2048x256,256,4.892000,12
blk.32.ffn_down_exps.weight,102,116264152832,4456448,2048x4096x256,256,4.891000,31
blk.25.ffn_down_exps.weight,221,91707022592,4456448,2048x4096x256,256,4.887000,14
blk.1.ffn_up_exps.weight,51,7247367424,4456448,4096x2048x256,256,4.880000,3
blk.26.ffn_up_exps.weight,186,97425806592,4456448,4096x2048x256,256,4.879000,6
blk.1.ffn_down_exps.weight,69,5045882112,4456448,2048x4096x256,256,4.875000,3
blk.20.ffn_up_exps.weight,229,76123044608,4456448,4096x2048x256,256,4.871000,2
blk.16.ffn_up_exps.weight,186,61601824512,4456448,4096x2048x256,256,4.862000,22
blk.14.ffn_up_exps.weight,49,53826494720,4456448,4096x2048x256,256,4.861000,14
blk.1.ffn_down_exps.weight,42,4925558016,4456448,2048x4096x256,256,4.860000,2
blk.38.ffn_down_exps.weight,69,137611479296,4456448,2048x4096x256,256,4.860000,6
blk.26.ffn_up_exps.weight,7,96628102400,4456448,4096x2048x256,256,4.853000,1
blk.2.ffn_down_exps.weight,109,8820300032,4456448,2048x4096x256,256,4.852000,2
blk.5.ffn_up_exps.weight,164,22086742272,4456448,4096x2048x256,256,4.849000,12
blk.10.ffn_down_exps.weight,185,37821277440,4456448,2048x4096x256,256,4.847000,4
blk.27.ffn_down_exps.weight,105,98354871040,4456448,2048x4096x256,256,4.846000,1
blk.1.ffn_down_exps.weight,202,5638589696,4456448,2048x4096x256,256,4.843000,6
blk.30.ffn_down_exps.weight,219,109620760832,4456448,2048x4096x256,256,4.839000,12
blk.5.ffn_up_exps.weight,11,21404905728,4456448,4096x2048x256,256,4.838000,8
blk.33.ffn_up_exps.weight,74,121992811776,4456448,4096x2048x256,256,4.835000,4
blk.0.ffn_up_exps.weight,195,4322908928,4456448,4096x2048x256,256,4.832000,1
blk.14.ffn_down_exps.weight,159,52035002624,4456448,2048x4096x256,256,4.830000,1
blk.29.ffn_up_exps.weight,132,107921692928,4456448,4096x2048x256,256,4.826000,7
blk.20.ffn_up_exps.weight,129,75677399808,4456448,4096x2048x256,256,4.823000,18
blk.27.ffn_down_exps.weight,207,98809428736,4456448,2048x4096x256,256,4.822000,14
blk.0.ffn_up_exps.weight,104,3917372160,4456448,4096x2048x256,256,4.815000,2
blk.11.ffn_down_exps.weight,93,40983022336,4456448,2048x4096x256,256,4.814000,7
blk.0.ffn_down_exps.weight,227,2183813888,4456448,2048x4096x256,256,4.810000,8
blk.21.ffn_down_exps.weight,203,77297213696,4456448,2048x4096x256,256,4.810000,17
blk.3.ffn_up_exps.weight,145,14837273344,4456448,4096x2048x256,256,4.808000,2
blk.17.ffn_down_exps.weight,140,62686864640,4456448,2048x4096x256,256,4.802000,1
blk.3.ffn_up_exps.weight,157,14890750720,4456448,4096x2048x256,256,4.799000,8
blk.20.ffn_down_exps.weight,187,73654172416,4456448,2048x4096x256,256,4.796000,12
blk.32.ffn_up_exps.weight,175,118871174912,4456448,4096x2048x256,256,4.796000,8
blk.7.ffn_up_exps.weight,141,29149040384,4456448,4096x2048x256,256,4.796000,19
blk.3.ffn_up_exps.weight,34,14342607616,4456448,4096x2048x256,256,4.794000,12
blk.31.ffn_up_exps.weight,94,114917144320,4456448,4096x2048x256,256,4.793000,4
blk.2.ffn_down_exps.weight,56,8584108288,4456448,2048x4096x256,256,4.778000,3
blk.14.ffn_up_exps.weight,237,54664306944,4456448,4096x2048x256,256,4.771000,15
blk.3.ffn_down_exps.weight,212,12854153984,4456448,2048x4096x256,256,4.770000,3
blk.13.ffn_up_exps.weight,237,51071248640,4456448,4096x2048x256,256,4.769000,1
blk.36.ffn_up_exps.weight,223,133414677248,4456448,4096x2048x256,256,4.766000,11
blk.2.ffn_down_exps.weight,147,8989645056,4456448,2048x4096x256,256,4.765000,3
blk.20.ffn_down_exps.weight,44,73016900352,4456448,2048x4096x256,256,4.760000,1
blk.18.ffn_down_exps.weight,75,65990253824,4456448,2048x4096x256,256,4.753000,11
blk.9.ffn_down_exps.weight,207,34326260992,4456448,2048x4096x256,256,4.753000,2
blk.2.ffn_down_exps.weight,114,8842582272,4456448,2048x4096x256,256,4.750000,9
blk.10.ffn_up_exps.weight,197,40156456192,4456448,4096x2048x256,256,4.740000,2
blk.32.ffn_down_exps.weight,193,116669689600,4456448,2048x4096x256,256,4.736000,16
blk.36.ffn_down_exps.weight,165,130874501888,4456448,2048x4096x256,256,4.736000,14
blk.1.ffn_down_exps.weight,163,5464788224,4456448,2048x4096x256,256,4.735000,1
blk.1.ffn_down_exps.weight,41,4921101568,4456448,2048x4096x256,256,4.735000,1
blk.4.ffn_up_exps.weight,69,18091641600,4456448,4096x2048x256,256,4.733000,16
blk.2.ffn_down_exps.weight,101,8784648448,4456448,2048x4096x256,256,4.731000,2
blk.22.ffn_down_exps.weight,240,81055160576,4456448,2048x4096x256,256,4.731000,17
blk.15.ffn_down_exps.weight,132,55486416640,4456448,2048x4096x256,256,4.727000,1
blk.15.ffn_down_exps.weight,241,55972169472,4456448,2048x4096x256,256,4.727000,1
blk.1.ffn_up_exps.weight,238,8080723200,4456448,4096x2048x256,256,4.725000,3
blk.15.ffn_up_exps.weight,32,57322473216,4456448,4096x2048x256,256,4.719000,10
blk.25.ffn_down_exps.weight,90,91123227904,4456448,2048x4096x256,256,4.717000,1
blk.31.ffn_up_exps.weight,52,114729973504,4456448,4096x2048x256,256,4.713000,3
blk.6.ffn_down_exps.weight,134,23264405760,4456448,2048x4096x256,256,4.712000,4
blk.1.ffn_up_exps.weight,244,8107461888,4456448,4096x2048x256,256,4.711000,2
blk.2.ffn_up_exps.weight,186,11445147904,4456448,4096x2048x256,256,4.711000,2
blk.28.ffn_up_exps.weight,246,104857989888,4456448,4096x2048x256,256,4.702000,2
blk.24.ffn_up_exps.weight,195,90301118208,4456448,4096x2048x256,256,4.700000,26
blk.1.ffn_up_exps.weight,96,7447907584,4456448,4096x2048x256,256,4.696000,2
blk.1.ffn_up_exps.weight,115,7532580096,4456448,4096x2048x256,256,4.695000,3
blk.12.ffn_down_exps.weight,148,44821185280,4456448,2048x4096x256,256,4.692000,1
blk.38.ffn_up_exps.weight,95,140009048320,4456448,4096x2048x256,256,4.692000,2
blk.25.ffn_down_exps.weight,156,91417353472,4456448,2048x4096x256,256,4.691000,2
blk.1.ffn_up_exps.weight,148,7679642880,4456448,4096x2048x256,256,4.679000,1
blk.35.ffn_down_exps.weight,101,126996230912,4456448,2048x4096x256,256,4.678000,6
blk.35.ffn_up_exps.weight,158,129531949824,4456448,4096x2048x256,256,4.676000,18
blk.4.ffn_down_exps.weight,69,15809940224,4456448,2048x4096x256,256,4.676000,16
blk.21.ffn_down_exps.weight,156,77087760640,4456448,2048x4096x256,256,4.673000,3
blk.0.ffn_up_exps.weight,141,4082260736,4456448,4096x2048x256,256,4.669000,1
blk.5.ffn_up_exps.weight,217,22322934016,4456448,4096x2048x256,256,4.667000,6
blk.35.ffn_down_exps.weight,129,127121011456,4456448,2048x4096x256,256,4.666000,8
blk.25.ffn_down_exps.weight,194,91586698496,4456448,2048x4096x256,256,4.665000,2
blk.15.ffn_down_exps.weight,29,55027402496,4456448,2048x4096x256,256,4.662000,14
blk.2.ffn_up_exps.weight,37,10781137152,4456448,4096x2048x256,256,4.658000,12
blk.0.ffn_up_exps.weight,87,3841612544,4456448,4096x2048x256,256,4.657000,3
blk.1.ffn_up_exps.weight,11,7069109504,4456448,4096x2048x256,256,4.656000,2
blk.23.ffn_up_exps.weight,124,86391652096,4456448,4096x2048x256,256,4.649000,16
blk.37.ffn_up_exps.weight,248,137097826560,4456448,4096x2048x256,256,4.647000,9
blk.5.ffn_down_exps.weight,155,19764932864,4456448,2048x4096x256,256,4.642000,5
blk.18.ffn_down_exps.weight,225,66658721024,4456448,2048x4096x256,256,4.641000,22
blk.25.ffn_down_exps.weight,12,90775624960,4456448,2048x4096x256,256,4.639000,1
blk.25.ffn_down_exps.weight,22,90820189440,4456448,2048x4096x256,256,4.639000,1
blk.1.ffn_up_exps.weight,56,7269649664,4456448,4096x2048x256,256,4.631000,2
blk.32.ffn_up_exps.weight,158,118795415296,4456448,4096x2048x256,256,4.623000,2
blk.17.ffn_up_exps.weight,75,64678896896,4456448,4096x2048x256,256,4.619000,5
blk.33.ffn_up_exps.weight,70,121974985984,4456448,4096x2048x256,256,4.607000,28
blk.38.ffn_down_exps.weight,140,137927887104,4456448,2048x4096x256,256,4.606000,5
blk.38.ffn_up_exps.weight,12,139639163136,4456448,4096x2048x256,256,4.599000,1
blk.22.ffn_up_exps.weight,240,83336861952,4456448,4096x2048x256,256,4.597000,17
blk.2.ffn_up_exps.weight,22,10714290432,4456448,4096x2048x256,256,4.596000,1
blk.2.ffn_down_exps.weight,103,8793561344,4456448,2048x4096x256,256,4.591000,1
blk.2.ffn_down_exps.weight,137,8945080576,4456448,2048x4096x256,256,4.591000,1
blk.2.ffn_down_exps.weight,46,8539543808,4456448,2048x4096x256,256,4.590000,2
blk.2.ffn_down_exps.weight,94,8753453312,4456448,2048x4096x256,256,4.590000,2
blk.2.ffn_up_exps.weight,158,11320367360,4456448,4096x2048x256,256,4.589000,3
blk.4.ffn_down_exps.weight,239,16567536384,4456448,2048x4096x256,256,4.588000,18
blk.0.ffn_down_exps.weight,87,1559911168,4456448,2048x4096x256,256,4.586000,3
blk.24.ffn_up_exps.weight,2,89441023744,4456448,4096x2048x256,256,4.586000,7
blk.27.ffn_up_exps.weight,207,101091130112,4456448,4096x2048x256,256,4.586000,14
blk.35.ffn_up_exps.weight,61,129099674368,4456448,4096x2048x256,256,4.584000,2
blk.2.ffn_down_exps.weight,231,9363986688,4456448,2048x4096x256,256,4.583000,4
blk.3.ffn_up_exps.weight,135,14792708864,4456448,4096x2048x256,256,4.583000,13
blk.2.ffn_up_exps.weight,156,11311454464,4456448,4096x2048x256,256,4.580000,2
blk.21.ffn_down_exps.weight,239,77457645824,4456448,2048x4096x256,256,4.580000,2
blk.7.ffn_down_exps.weight,141,26867339008,4456448,2048x4096x256,256,4.578000,19
blk.1.ffn_down_exps.weight,70,5050338560,4456448,2048x4096x256,256,4.564000,2
blk.2.ffn_down_exps.weight,26,8450414848,4456448,2048x4096x256,256,4.563000,3
blk.3.ffn_down_exps.weight,61,12181230336,4456448,2048x4096x256,256,4.563000,4
blk.10.ffn_up_exps.weight,77,39621682432,4456448,4096x2048x256,256,4.560000,3
blk.1.ffn_up_exps.weight,133,7612796160,4456448,4096x2048x256,256,4.558000,5
blk.1.ffn_up_exps.weight,136,7626165504,4456448,4096x2048x256,256,4.558000,5
blk.18.ffn_down_exps.weight,160,66369051904,4456448,2048x4096x256,256,4.558000,10
blk.9.ffn_down_exps.weight,94,33822682368,4456448,2048x4096x256,256,4.557000,4
blk.39.ffn_up_exps.weight,253,144284905216,4456448,4096x2048x256,256,4.554000,15
blk.2.ffn_down_exps.weight,221,9319422208,4456448,2048x4096x256,256,4.551000,2
blk.7.ffn_down_exps.weight,124,26791579392,4456448,2048x4096x256,256,4.549000,11
blk.4.ffn_up_exps.weight,106,18256530176,4456448,4096x2048x256,256,4.548000,12
blk.2.ffn_down_exps.weight,226,9341704448,4456448,2048x4096x256,256,4.544000,2
blk.7.ffn_up_exps.weight,103,28979695360,4456448,4096x2048x256,256,4.543000,3
blk.2.ffn_down_exps.weight,199,9221380352,4456448,2048x4096x256,256,4.542000,2
blk.3.ffn_down_exps.weight,205,12822958848,4456448,2048x4096x256,256,4.539000,9
blk.16.ffn_up_exps.weight,124,61325524736,4456448,4096x2048x256,256,4.532000,2
blk.22.ffn_up_exps.weight,219,83243276544,4456448,4096x2048x256,256,4.526000,1
blk.20.ffn_up_exps.weight,4,75120343808,4456448,4096x2048x256,256,4.520000,2
blk.14.ffn_down_exps.weight,114,51834462464,4456448,2048x4096x256,256,4.517000,1
blk.5.ffn_up_exps.weight,169,22109024512,4456448,4096x2048x256,256,4.513000,8
blk.3.ffn_up_exps.weight,163,14917489408,4456448,4096x2048x256,256,4.507000,8
blk.1.ffn_down_exps.weight,155,5429136640,4456448,2048x4096x256,256,4.505000,17
blk.17.ffn_down_exps.weight,112,62562084096,4456448,2048x4096x256,256,4.499000,9
blk.3.ffn_down_exps.weight,84,12283728640,4456448,2048x4096x256,256,4.499000,5
blk.10.ffn_up_exps.weight,95,39701898496,4456448,4096x2048x256,256,4.496000,3
blk.0.ffn_down_exps.weight,203,2076859136,4456448,2048x4096x256,256,4.495000,3
blk.23.ffn_down_exps.weight,60,83824738048,4456448,2048x4096x256,256,4.489000,7
blk.3.ffn_up_exps.weight,251,15309656832,4456448,4096x2048x256,256,4.488000,7
blk.22.ffn_up_exps.weight,230,83292297472,4456448,4096x2048x256,256,4.485000,10
blk.39.ffn_up_exps.weight,7,143188619008,4456448,4096x2048x256,256,4.481000,16
blk.21.ffn_down_exps.weight,183,77208084736,4456448,2048x4096x256,256,4.478000,1
blk.2.ffn_up_exps.weight,147,11271346432,4456448,4096x2048x256,256,4.476000,3
blk.31.ffn_down_exps.weight,37,112381425408,4456448,2048x4096x256,256,4.473000,3
blk.10.ffn_down_exps.weight,246,38093120768,4456448,2048x4096x256,256,4.467000,6
blk.13.ffn_up_exps.weight,173,50786035968,4456448,4096x2048x256,256,4.461000,9
blk.33.ffn_down_exps.weight,70,119693284608,4456448,2048x4096x256,256,4.455000,28
blk.35.ffn_down_exps.weight,25,126657540864,4456448,2048x4096x256,256,4.454000,18
blk.7.ffn_up_exps.weight,152,29198061312,4456448,4096x2048x256,256,4.454000,19
blk.19.ffn_down_exps.weight,86,69611012864,4456448,2048x4096x256,256,4.450000,4
blk.16.ffn_up_exps.weight,113,61276503808,4456448,4096x2048x256,256,4.448000,1
blk.27.ffn_up_exps.weight,179,100966349568,4456448,4096x2048x256,256,4.448000,10
blk.9.ffn_up_exps.weight,58,35943951616,4456448,4096x2048x256,256,4.446000,7
blk.1.ffn_down_exps.weight,197,5616307456,4456448,2048x4096x256,256,4.444000,1
blk.13.ffn_up_exps.weight,2,50023983360,4456448,4096x2048x256,256,4.444000,3
blk.1.ffn_down_exps.weight,86,5121641728,4456448,2048x4096x256,256,4.435000,16
blk.2.ffn_up_exps.weight,168,11364931840,4456448,4096x2048x256,256,4.421000,6
blk.15.ffn_down_exps.weight,212,55842932480,4456448,2048x4096x256,256,4.412000,4
blk.19.ffn_up_exps.weight,196,72382923520,4456448,4096x2048x256,256,4.412000,1
blk.19.ffn_up_exps.weight,247,72610202368,4456448,4096x2048x256,256,4.412000,1
blk.16.ffn_down_exps.weight,85,58870021888,4456448,2048x4096x256,256,4.407000,6
blk.3.ffn_down_exps.weight,60,12176773888,4456448,2048x4096x256,256,4.407000,1
blk.1.ffn_down_exps.weight,51,4965666048,4456448,2048x4096x256,256,4.404000,3
blk.25.ffn_up_exps.weight,122,93547535616,4456448,4096x2048x256,256,4.403000,10
blk.1.ffn_up_exps.weight,114,7528123648,4456448,4096x2048x256,256,4.401000,1
blk.1.ffn_up_exps.weight,15,7086935296,4456448,4096x2048x256,256,4.401000,1
blk.22.ffn_down_exps.weight,185,80810055936,4456448,2048x4096x256,256,4.400000,1
blk.6.ffn_down_exps.weight,49,22885607680,4456448,2048x4096x256,256,4.385000,4
blk.8.ffn_up_exps.weight,17,32189499136,4456448,4096x2048x256,256,4.383000,2
blk.8.ffn_up_exps.weight,74,32443516672,4456448,4096x2048x256,256,4.383000,2
blk.2.ffn_down_exps.weight,20,8423676160,4456448,2048x4096x256,256,4.375000,3
blk.35.ffn_down_exps.weight,178,127339377408,4456448,2048x4096x256,256,4.371000,1
blk.18.ffn_down_exps.weight,98,66092752128,4456448,2048x4096x256,256,4.370000,1
blk.3.ffn_up_exps.weight,29,14320325376,4456448,4096x2048x256,256,4.360000,4
blk.0.ffn_down_exps.weight,97,1604475648,4456448,2048x4096x256,256,4.351000,1
blk.19.ffn_down_exps.weight,234,70270567168,4456448,2048x4096x256,256,4.351000,4
blk.10.ffn_down_exps.weight,49,37215200512,4456448,2048x4096x256,256,4.350000,4
blk.26.ffn_up_exps.weight,142,97229722880,4456448,4096x2048x256,256,4.347000,2
blk.2.ffn_down_exps.weight,186,9163446528,4456448,2048x4096x256,256,4.344000,2
blk.34.ffn_down_exps.weight,11,123023412480,4456448,2048x4096x256,256,4.340000,11
blk.36.ffn_up_exps.weight,201,133316635392,4456448,4096x2048x256,256,4.337000,4
blk.5.ffn_up_exps.weight,94,21774790912,4456448,4096x2048x256,256,4.333000,14
blk.35.ffn_down_exps.weight,107,127022969600,4456448,2048x4096x256,256,4.332000,17
blk.10.ffn_down_exps.weight,217,37963883776,4456448,2048x4096x256,256,4.325000,12
blk.1.ffn_up_exps.weight,90,7421168896,4456448,4096x2048x256,256,4.322000,2
blk.16.ffn_up_exps.weight,27,60893249280,4456448,4096x2048x256,256,4.316000,1
blk.27.ffn_up_exps.weight,240,101238192896,4456448,4096x2048x256,256,4.315000,1
blk.27.ffn_up_exps.weight,31,100306795264,4456448,4096x2048x256,256,4.315000,1
blk.34.ffn_up_exps.weight,20,125345221888,4456448,4096x2048x256,256,4.309000,6
blk.19.ffn_down_exps.weight,211,70168068864,4456448,2048x4096x256,256,4.308000,13
blk.6.ffn_up_exps.weight,163,25675344128,4456448,4096x2048x256,256,4.308000,2
blk.7.ffn_up_exps.weight,146,29171322624,4456448,4096x2048x256,256,4.304000,3
blk.29.ffn_down_exps.weight,98,105488472320,4456448,2048x4096x256,256,4.294000,5
blk.35.ffn_down_exps.weight,133,127138837248,4456448,2048x4096x256,256,4.289000,1
blk.21.ffn_up_exps.weight,188,79512068352,4456448,4096x2048x256,256,4.285000,13
blk.0.ffn_down_exps.weight,186,2001099520,4456448,2048x4096x256,256,4.284000,1
blk.0.ffn_down_exps.weight,46,1377196800,4456448,2048x4096x256,256,4.284000,1
blk.2.ffn_down_exps.weight,168,9083230464,4456448,2048x4096x256,256,4.283000,6
blk.7.ffn_down_exps.weight,152,26916359936,4456448,2048x4096x256,256,4.273000,19
blk.10.ffn_up_exps.weight,138,39893525760,4456448,4096x2048x256,256,4.270000,14
blk.1.ffn_up_exps.weight,48,7233998080,4456448,4096x2048x256,256,4.269000,7
blk.22.ffn_down_exps.weight,78,80333216000,4456448,2048x4096x256,256,4.267000,8
blk.10.ffn_up_exps.weight,185,40102978816,4456448,4096x2048x256,256,4.266000,4
blk.14.ffn_down_exps.weight,170,52084023552,4456448,2048x4096x256,256,4.264000,5
blk.1.ffn_down_exps.weight,145,5384572160,4456448,2048x4096x256,256,4.263000,1
blk.36.ffn_down_exps.weight,188,130977000192,4456448,2048x4096x256,256,4.262000,14
blk.35.ffn_down_exps.weight,168,127294812928,4456448,2048x4096x256,256,4.258000,4
blk.19.ffn_down_exps.weight,36,69388190464,4456448,2048x4096x256,256,4.255000,3
blk.1.ffn_up_exps.weight,10,7064653056,4456448,4096x2048x256,256,4.253000,1
blk.9.ffn_up_exps.weight,251,36804046080,4456448,4096x2048x256,256,4.248000,9
blk.4.ffn_up_exps.weight,164,18515004160,4456448,4096x2048x256,256,4.247000,6
blk.27.ffn_down_exps.weight,127,98452912896,4456448,2048x4096x256,256,4.245000,4
blk.0.ffn_down_exps.weight,23,1274698496,4456448,2048x4096x256,256,4.237000,3
blk.11.ffn_up_exps.weight,12,42903751424,4456448,4096x2048x256,256,4.235000,9
blk.4.ffn_down_exps.weight,120,16037219072,4456448,2048x4096x256,256,4.232000,10
blk.19.ffn_down_exps.weight,161,69945246464,4456448,2048x4096x256,256,4.223000,4
blk.10.ffn_up_exps.weight,140,39902438656,4456448,4096x2048x256,256,4.220000,6
blk.5.ffn_down_exps.weight,224,20072427776,4456448,2048x4096x256,256,4.220000,4
blk.8.ffn_down_exps.weight,179,30629742336,4456448,2048x4096x256,256,4.220000,13
blk.32.ffn_up_exps.weight,77,118434443008,4456448,4096x2048x256,256,4.215000,1
blk.0.ffn_down_exps.weight,188,2010012416,4456448,2048x4096x256,256,4.210000,3
blk.38.ffn_down_exps.weight,65,137593653504,4456448,2048x4096x256,256,4.210000,1
blk.19.ffn_down_exps.weight,212,70172525312,4456448,2048x4096x256,256,4.208000,5
blk.34.ffn_up_exps.weight,134,125853256960,4456448,4096x2048x256,256,4.203000,5
blk.1.ffn_up_exps.weight,72,7340952832,4456448,4096x2048x256,256,4.201000,2
blk.20.ffn_down_exps.weight,61,73092659968,4456448,2048x4096x256,256,4.201000,11
blk.0.ffn_down_exps.weight,235,2219465472,4456448,2048x4096x256,256,4.200000,2
blk.22.ffn_down_exps.weight,239,81050704128,4456448,2048x4096x256,256,4.199000,6
blk.4.ffn_up_exps.weight,155,18474896128,4456448,4096x2048x256,256,4.195000,1
blk.4.ffn_up_exps.weight,87,18171857664,4456448,4096x2048x256,256,4.195000,1
blk.1.ffn_down_exps.weight,111,5233052928,4456448,2048x4096x256,256,4.194000,3
blk.1.ffn_up_exps.weight,173,7791054080,4456448,4096x2048x256,256,4.192000,1
blk.1.ffn_up_exps.weight,33,7167151360,4456448,4096x2048x256,256,4.192000,1
blk.11.ffn_up_exps.weight,110,43340483328,4456448,4096x2048x256,256,4.192000,2
blk.10.ffn_up_exps.weight,27,39398860032,4456448,4096x2048x256,256,4.188000,3
blk.32.ffn_up_exps.weight,114,118599331584,4456448,4096x2048x256,256,4.184000,1
blk.10.ffn_down_exps.weight,146,37647475968,4456448,2048x4096x256,256,4.183000,12
blk.2.ffn_down_exps.weight,230,9359530240,4456448,2048x4096x256,256,4.179000,2
blk.28.ffn_down_exps.weight,148,102139556608,4456448,2048x4096x256,256,4.176000,1
blk.6.ffn_up_exps.weight,49,25167309056,4456448,4096x2048x256,256,4.176000,4
blk.26.ffn_down_exps.weight,191,95166387456,4456448,2048x4096x256,256,4.172000,5
blk.1.ffn_down_exps.weight,8,4774038784,4456448,2048x4096x256,256,4.167000,7
blk.4.ffn_down_exps.weight,218,16473950976,4456448,2048x4096x256,256,4.147000,5
blk.8.ffn_down_exps.weight,17,29907797760,4456448,2048x4096x256,256,4.145000,2
blk.8.ffn_down_exps.weight,74,30161815296,4456448,2048x4096x256,256,4.145000,2
blk.14.ffn_up_exps.weight,170,54365724928,4456448,4096x2048x256,256,4.143000,5
blk.36.ffn_up_exps.weight,86,132804143872,4456448,4096x2048x256,256,4.140000,2
blk.2.ffn_down_exps.weight,227,9346160896,4456448,2048x4096x256,256,4.134000,1
blk.1.ffn_down_exps.weight,161,5455875328,4456448,2048x4096x256,256,4.132000,6
blk.37.ffn_up_exps.weight,61,136264470784,4456448,4096x2048x256,256,4.130000,7
blk.12.ffn_up_exps.weight,4,46461158144,4456448,4096x2048x256,256,4.129000,17
blk.10.ffn_up_exps.weight,35,39434511616,4456448,4096x2048x256,256,4.124000,15
blk.39.ffn_down_exps.weight,21,140969307904,4456448,2048x4096x256,256,4.121000,1
blk.4.ffn_up_exps.weight,59,18047077120,4456448,4096x2048x256,256,4.119000,6
blk.19.ffn_up_exps.weight,3,71522829056,4456448,4096x2048x256,256,4.113000,3
blk.1.ffn_up_exps.weight,100,7465733376,4456448,4096x2048x256,256,4.112000,2
blk.22.ffn_up_exps.weight,133,82860022016,4456448,4096x2048x256,256,4.110000,4
blk.24.ffn_up_exps.weight,191,90283292416,4456448,4096x2048x256,256,4.108000,13
blk.38.ffn_down_exps.weight,121,137843214592,4456448,2048x4096x256,256,4.104000,31
blk.6.ffn_down_exps.weight,129,23242123520,4456448,2048x4096x256,256,4.100000,5
blk.3.ffn_down_exps.weight,163,12635788032,4456448,2048x4096x256,256,4.090000,8
blk.0.ffn_down_exps.weight,90,1573280512,4456448,2048x4096x256,256,4.082000,1
blk.24.ffn_up_exps.weight,214,90385790720,4456448,4096x2048x256,256,4.081000,20
