tensor,expert,model_offset,nbytes,shape,n_expert,residual_ms,touches
blk.32.ffn_up_exps.weight,34,118242815744,4456448,4096x2048x256,256,33.905000,58
blk.7.ffn_down_exps.weight,243,27321896704,4456448,2048x4096x256,256,33.099000,78
blk.20.ffn_down_exps.weight,60,73088203520,4456448,2048x4096x256,256,32.233000,69
blk.22.ffn_down_exps.weight,66,80279738624,4456448,2048x4096x256,256,32.164000,101
blk.11.ffn_up_exps.weight,9,42890382080,4456448,4096x2048x256,256,31.665000,93
blk.26.ffn_up_exps.weight,114,97104942336,4456448,4096x2048x256,256,31.459000,96
blk.26.ffn_down_exps.weight,44,94511289600,4456448,2048x4096x256,256,31.419000,108
blk.12.ffn_up_exps.weight,122,46987019008,4456448,4096x2048x256,256,31.278000,67
blk.13.ffn_down_exps.weight,17,47809128704,4456448,2048x4096x256,256,31.134000,105
blk.8.ffn_down_exps.weight,146,30482679552,4456448,2048x4096x256,256,30.924000,100
blk.28.ffn_down_exps.weight,31,101618152192,4456448,2048x4096x256,256,30.648000,104
blk.20.ffn_up_exps.weight,60,75369904896,4456448,4096x2048x256,256,30.559000,69
blk.11.ffn_down_exps.weight,9,40608680704,4456448,2048x4096x256,256,29.299000,93
blk.31.ffn_down_exps.weight,92,112626530048,4456448,2048x4096x256,256,29.214000,69
