tensor,expert,model_offset,nbytes,shape,n_expert,residual_ms,touches
blk.4.ffn_down_exps.weight,53,15738637056,4456448,2048x4096x256,256,1.888000,23
blk.5.ffn_up_exps.weight,251,22474453248,4456448,4096x2048x256,256,1.884000,20
blk.26.ffn_up_exps.weight,232,97630803200,4456448,4096x2048x256,256,1.881000,20
blk.36.ffn_down_exps.weight,133,130731895552,4456448,2048x4096x256,256,1.880000,19
blk.0.ffn_down_exps.weight,107,1649040128,4456448,2048x4096x256,256,1.877000,21
blk.4.ffn_up_exps.weight,8,17819798272,4456448,4096x2048x256,256,1.875000,21
blk.5.ffn_down_exps.weight,251,20192751872,4456448,2048x4096x256,256,1.875000,20
blk.9.ffn_down_exps.weight,159,34112351488,4456448,2048x4096x256,256,1.873000,20
blk.6.ffn_up_exps.weight,31,25087092992,4456448,4096x2048x256,256,1.869000,23
blk.19.ffn_up_exps.weight,158,72213578496,4456448,4096x2048x256,256,1.865000,20
blk.22.ffn_down_exps.weight,33,80132675840,4456448,2048x4096x256,256,1.849000,20
blk.5.ffn_up_exps.weight,172,22122393856,4456448,4096x2048x256,256,1.847000,20
blk.14.ffn_down_exps.weight,232,52360323328,4456448,2048x4096x256,256,1.845000,19
blk.6.ffn_up_exps.weight,1,24953399552,4456448,4096x2048x256,256,1.841000,21
blk.28.ffn_up_exps.weight,211,104702014208,4456448,4096x2048x256,256,1.832000,20
blk.6.ffn_down_exps.weight,1,22671698176,4456448,2048x4096x256,256,1.829000,21
blk.9.ffn_up_exps.weight,159,36394052864,4456448,4096x2048x256,256,1.827000,20
blk.21.ffn_up_exps.weight,167,79418482944,4456448,4096x2048x256,256,1.821000,23
blk.26.ffn_down_exps.weight,232,95349101824,4456448,2048x4096x256,256,1.808000,20
blk.24.ffn_down_exps.weight,214,88104089344,4456448,2048x4096x256,256,1.804000,20
blk.14.ffn_up_exps.weight,232,54642024704,4456448,4096x2048x256,256,1.803000,19
blk.19.ffn_up_exps.weight,228,72525529856,4456448,4096x2048x256,256,1.802000,21
blk.9.ffn_down_exps.weight,102,33858333952,4456448,2048x4096x256,256,1.802000,21
blk.5.ffn_down_exps.weight,172,19840692480,4456448,2048x4096x256,256,1.797000,20
blk.25.ffn_down_exps.weight,81,91083119872,4456448,2048x4096x256,256,1.789000,21
blk.28.ffn_down_exps.weight,211,102420312832,4456448,2048x4096x256,256,1.789000,20
blk.9.ffn_up_exps.weight,220,36665896192,4456448,4096x2048x256,256,1.789000,20
blk.19.ffn_down_exps.weight,228,70243828480,4456448,2048x4096x256,256,1.788000,21
blk.20.ffn_down_exps.weight,129,73395698432,4456448,2048x4096x256,256,1.782000,18
blk.37.ffn_up_exps.weight,147,136647725312,4456448,4096x2048x256,256,1.779000,21
blk.0.ffn_up_exps.weight,107,3930741504,4456448,4096x2048x256,256,1.772000,21
blk.25.ffn_up_exps.weight,81,93364821248,4456448,4096x2048x256,256,1.772000,21
blk.5.ffn_up_exps.weight,203,22260543744,4456448,4096x2048x256,256,1.768000,21
blk.5.ffn_down_exps.weight,203,19978842368,4456448,2048x4096x256,256,1.750000,21
blk.39.ffn_up_exps.weight,214,144111103744,4456448,4096x2048x256,256,1.747000,18
blk.7.ffn_up_exps.weight,152,29198061312,4456448,4096x2048x256,256,1.746000,19
blk.19.ffn_down_exps.weight,158,69931877120,4456448,2048x4096x256,256,1.739000,20
blk.39.ffn_down_exps.weight,142,141508538112,4456448,2048x4096x256,256,1.737000,21
blk.39.ffn_up_exps.weight,142,143790239488,4456448,4096x2048x256,256,1.736000,21
blk.9.ffn_up_exps.weight,102,36140035328,4456448,4096x2048x256,256,1.734000,21
blk.10.ffn_up_exps.weight,48,39492445440,4456448,4096x2048x256,256,1.726000,18
blk.5.ffn_down_exps.weight,107,19551023360,4456448,2048x4096x256,256,1.725000,20
blk.2.ffn_up_exps.weight,125,11173304576,4456448,4096x2048x256,256,1.724000,19
blk.7.ffn_down_exps.weight,152,26916359936,4456448,2048x4096x256,256,1.720000,19
blk.39.ffn_down_exps.weight,214,141829402368,4456448,2048x4096x256,256,1.713000,18
blk.25.ffn_down_exps.weight,199,91608980736,4456448,2048x4096x256,256,1.708000,19
blk.9.ffn_up_exps.weight,236,36737199360,4456448,4096x2048x256,256,1.702000,20
blk.4.ffn_up_exps.weight,33,17931209472,4456448,4096x2048x256,256,1.696000,20
blk.25.ffn_down_exps.weight,48,90936057088,4456448,2048x4096x256,256,1.695000,24
blk.10.ffn_down_exps.weight,48,37210744064,4456448,2048x4096x256,256,1.694000,18
blk.22.ffn_up_exps.weight,33,82414377216,4456448,4096x2048x256,256,1.693000,20
blk.4.ffn_down_exps.weight,33,15649508096,4456448,2048x4096x256,256,1.693000,20
blk.29.ffn_down_exps.weight,48,105265649920,4456448,2048x4096x256,256,1.690000,18
blk.2.ffn_down_exps.weight,125,8891603200,4456448,2048x4096x256,256,1.685000,19
blk.20.ffn_up_exps.weight,129,75677399808,4456448,4096x2048x256,256,1.685000,18
blk.6.ffn_down_exps.weight,113,23170820352,4456448,2048x4096x256,256,1.684000,18
blk.5.ffn_up_exps.weight,107,21832724736,4456448,4096x2048x256,256,1.682000,20
blk.6.ffn_up_exps.weight,113,25452521728,4456448,4096x2048x256,256,1.675000,18
blk.14.ffn_down_exps.weight,67,51625009408,4456448,2048x4096x256,256,1.674000,19
blk.31.ffn_down_exps.weight,187,113049892608,4456448,2048x4096x256,256,1.670000,18
blk.31.ffn_up_exps.weight,187,115331593984,4456448,4096x2048x256,256,1.670000,18
blk.4.ffn_down_exps.weight,197,16380365568,4456448,2048x4096x256,256,1.667000,20
blk.25.ffn_up_exps.weight,48,93217758464,4456448,4096x2048x256,256,1.664000,24
blk.39.ffn_up_exps.weight,157,143857086208,4456448,4096x2048x256,256,1.660000,18
blk.9.ffn_down_exps.weight,236,34455497984,4456448,2048x4096x256,256,1.657000,20
blk.25.ffn_up_exps.weight,199,93890682112,4456448,4096x2048x256,256,1.643000,19
blk.7.ffn_down_exps.weight,141,26867339008,4456448,2048x4096x256,256,1.640000,19
blk.2.ffn_down_exps.weight,74,8664324352,4456448,2048x4096x256,256,1.635000,18
blk.10.ffn_up_exps.weight,193,40138630400,4456448,4096x2048x256,256,1.624000,18
blk.3.ffn_up_exps.weight,223,15184876288,4456448,4096x2048x256,256,1.615000,20
blk.7.ffn_up_exps.weight,141,29149040384,4456448,4096x2048x256,256,1.609000,19
blk.2.ffn_up_exps.weight,74,10946025728,4456448,4096x2048x256,256,1.606000,18
blk.13.ffn_up_exps.weight,54,50255718656,4456448,4096x2048x256,256,1.602000,18
blk.2.ffn_down_exps.weight,77,8677693696,4456448,2048x4096x256,256,1.601000,18
blk.35.ffn_up_exps.weight,255,129964225280,4456448,4096x2048x256,256,1.599000,21
blk.4.ffn_down_exps.weight,46,15707441920,4456448,2048x4096x256,256,1.597000,18
blk.29.ffn_up_exps.weight,48,107547351296,4456448,4096x2048x256,256,1.596000,18
blk.4.ffn_up_exps.weight,46,17989143296,4456448,4096x2048x256,256,1.595000,18
blk.10.ffn_down_exps.weight,78,37344437504,4456448,2048x4096x256,256,1.589000,15
blk.5.ffn_down_exps.weight,253,20201664768,4456448,2048x4096x256,256,1.586000,15
blk.33.ffn_up_exps.weight,58,121921508608,4456448,4096x2048x256,256,1.583000,19
blk.20.ffn_up_exps.weight,105,75570445056,4456448,4096x2048x256,256,1.582000,16
blk.14.ffn_up_exps.weight,67,53906710784,4456448,4096x2048x256,256,1.581000,19
blk.39.ffn_down_exps.weight,157,141575384832,4456448,2048x4096x256,256,1.580000,18
blk.31.ffn_down_exps.weight,180,113018697472,4456448,2048x4096x256,256,1.576000,21
blk.10.ffn_down_exps.weight,193,37856929024,4456448,2048x4096x256,256,1.575000,18
blk.2.ffn_up_exps.weight,77,10959395072,4456448,4096x2048x256,256,1.574000,18
blk.3.ffn_down_exps.weight,223,12903174912,4456448,2048x4096x256,256,1.574000,20
blk.35.ffn_down_exps.weight,107,127022969600,4456448,2048x4096x256,256,1.569000,17
blk.20.ffn_down_exps.weight,105,73288743680,4456448,2048x4096x256,256,1.567000,16
blk.31.ffn_up_exps.weight,180,115300398848,4456448,4096x2048x256,256,1.564000,21
blk.26.ffn_up_exps.weight,104,97060377856,4456448,4096x2048x256,256,1.562000,16
blk.4.ffn_up_exps.weight,197,18662066944,4456448,4096x2048x256,256,1.562000,20
blk.12.ffn_up_exps.weight,4,46461158144,4456448,4096x2048x256,256,1.560000,17
blk.25.ffn_up_exps.weight,44,93199932672,4456448,4096x2048x256,256,1.560000,17
blk.5.ffn_up_exps.weight,253,22483366144,4456448,4096x2048x256,256,1.556000,15
blk.4.ffn_down_exps.weight,239,16567536384,4456448,2048x4096x256,256,1.554000,18
blk.10.ffn_up_exps.weight,78,39626138880,4456448,4096x2048x256,256,1.545000,15
blk.35.ffn_up_exps.weight,158,129531949824,4456448,4096x2048x256,256,1.545000,18
blk.1.ffn_up_exps.weight,36,7180520704,4456448,4096x2048x256,256,1.542000,17
blk.9.ffn_down_exps.weight,148,34063330560,4456448,2048x4096x256,256,1.536000,17
blk.13.ffn_down_exps.weight,54,47974017280,4456448,2048x4096x256,256,1.532000,18
blk.20.ffn_up_exps.weight,196,75975981824,4456448,4096x2048x256,256,1.529000,16
blk.35.ffn_down_exps.weight,255,127682523904,4456448,2048x4096x256,256,1.528000,21
blk.4.ffn_up_exps.weight,239,18849237760,4456448,4096x2048x256,256,1.526000,18
blk.33.ffn_down_exps.weight,58,119639807232,4456448,2048x4096x256,256,1.523000,19
blk.25.ffn_down_exps.weight,44,90918231296,4456448,2048x4096x256,256,1.521000,17
blk.35.ffn_down_exps.weight,158,127250248448,4456448,2048x4096x256,256,1.520000,18
blk.4.ffn_down_exps.weight,65,15792114432,4456448,2048x4096x256,256,1.516000,16
blk.30.ffn_up_exps.weight,213,111875723520,4456448,4096x2048x256,256,1.515000,19
blk.4.ffn_up_exps.weight,65,18073815808,4456448,4096x2048x256,256,1.512000,16
blk.1.ffn_up_exps.weight,155,7710838016,4456448,4096x2048x256,256,1.508000,17
blk.37.ffn_up_exps.weight,253,137120108800,4456448,4096x2048x256,256,1.502000,17
blk.12.ffn_down_exps.weight,4,44179456768,4456448,2048x4096x256,256,1.495000,17
blk.35.ffn_up_exps.weight,107,129304670976,4456448,4096x2048x256,256,1.492000,17
blk.1.ffn_down_exps.weight,36,4898819328,4456448,2048x4096x256,256,1.491000,17
blk.22.ffn_up_exps.weight,240,83336861952,4456448,4096x2048x256,256,1.483000,17
blk.9.ffn_up_exps.weight,148,36345031936,4456448,4096x2048x256,256,1.481000,17
blk.14.ffn_up_exps.weight,237,54664306944,4456448,4096x2048x256,256,1.477000,15
blk.37.ffn_down_exps.weight,180,134513086720,4456448,2048x4096x256,256,1.477000,17
blk.22.ffn_down_exps.weight,240,81055160576,4456448,2048x4096x256,256,1.468000,17
blk.4.ffn_up_exps.weight,146,18434788096,4456448,4096x2048x256,256,1.465000,16
blk.10.ffn_up_exps.weight,35,39434511616,4456448,4096x2048x256,256,1.461000,15
blk.1.ffn_down_exps.weight,155,5429136640,4456448,2048x4096x256,256,1.457000,17
blk.26.ffn_down_exps.weight,104,94778676480,4456448,2048x4096x256,256,1.456000,16
blk.14.ffn_down_exps.weight,237,52382605568,4456448,2048x4096x256,256,1.453000,15
blk.37.ffn_down_exps.weight,253,134838407424,4456448,2048x4096x256,256,1.448000,17
blk.15.ffn_down_exps.weight,29,55027402496,4456448,2048x4096x256,256,1.445000,14
blk.1.ffn_up_exps.weight,86,7403343104,4456448,4096x2048x256,256,1.443000,16
blk.28.ffn_up_exps.weight,80,104118219520,4456448,4096x2048x256,256,1.440000,16
blk.18.ffn_up_exps.weight,118,68463582464,4456448,4096x2048x256,256,1.439000,15
blk.28.ffn_down_exps.weight,80,101836518144,4456448,2048x4096x256,256,1.437000,16
blk.20.ffn_down_exps.weight,196,73694280448,4456448,2048x4096x256,256,1.433000,16
blk.5.ffn_up_exps.weight,141,21984243968,4456448,4096x2048x256,256,1.432000,16
blk.5.ffn_down_exps.weight,141,19702542592,4456448,2048x4096x256,256,1.431000,16
blk.13.ffn_down_exps.weight,13,47791302912,4456448,2048x4096x256,256,1.428000,16
blk.10.ffn_down_exps.weight,35,37152810240,4456448,2048x4096x256,256,1.425000,15
blk.2.ffn_down_exps.weight,174,9109969152,4456448,2048x4096x256,256,1.425000,16
blk.30.ffn_down_exps.weight,120,109179572480,4456448,2048x4096x256,256,1.423000,16
blk.35.ffn_up_exps.weight,25,128939242240,4456448,4096x2048x256,256,1.423000,18
blk.2.ffn_up_exps.weight,174,11391670528,4456448,4096x2048x256,256,1.420000,16
blk.27.ffn_up_exps.weight,177,100957436672,4456448,4096x2048x256,256,1.420000,15
blk.4.ffn_down_exps.weight,146,16153086720,4456448,2048x4096x256,256,1.410000,16
blk.21.ffn_down_exps.weight,203,77297213696,4456448,2048x4096x256,256,1.409000,17
blk.35.ffn_down_exps.weight,25,126657540864,4456448,2048x4096x256,256,1.403000,18
blk.15.ffn_up_exps.weight,29,57309103872,4456448,4096x2048x256,256,1.402000,14
blk.23.ffn_up_exps.weight,124,86391652096,4456448,4096x2048x256,256,1.402000,16
blk.21.ffn_up_exps.weight,203,79578915072,4456448,4096x2048x256,256,1.400000,17
blk.30.ffn_up_exps.weight,120,111461273856,4456448,4096x2048x256,256,1.399000,16
blk.4.ffn_down_exps.weight,188,16340257536,4456448,2048x4096x256,256,1.397000,16
blk.16.ffn_up_exps.weight,255,61909319424,4456448,4096x2048x256,256,1.395000,15
blk.1.ffn_down_exps.weight,86,5121641728,4456448,2048x4096x256,256,1.394000,16
blk.22.ffn_up_exps.weight,136,82873391360,4456448,4096x2048x256,256,1.394000,15
blk.0.ffn_down_exps.weight,132,1760451328,4456448,2048x4096x256,256,1.392000,16
blk.15.ffn_up_exps.weight,206,58097895168,4456448,4096x2048x256,256,1.392000,15
blk.21.ffn_down_exps.weight,9,76432662784,4456448,2048x4096x256,256,1.392000,17
blk.37.ffn_up_exps.weight,11,136041648384,4456448,4096x2048x256,256,1.392000,15
blk.21.ffn_up_exps.weight,9,78714364160,4456448,4096x2048x256,256,1.389000,17
blk.21.ffn_up_exps.weight,13,78732189952,4456448,4096x2048x256,256,1.388000,15
blk.30.ffn_down_exps.weight,213,109594022144,4456448,2048x4096x256,256,1.386000,19
blk.37.ffn_down_exps.weight,11,133759947008,4456448,2048x4096x256,256,1.386000,15
blk.9.ffn_down_exps.weight,99,33844964608,4456448,2048x4096x256,256,1.384000,16
blk.13.ffn_up_exps.weight,13,50073004288,4456448,4096x2048x256,256,1.381000,16
blk.23.ffn_down_exps.weight,124,84109950720,4456448,2048x4096x256,256,1.369000,16
blk.9.ffn_up_exps.weight,99,36126665984,4456448,4096x2048x256,256,1.369000,16
blk.37.ffn_up_exps.weight,180,136794788096,4456448,4096x2048x256,256,1.368000,17
blk.6.ffn_up_exps.weight,138,25563932928,4456448,4096x2048x256,256,1.363000,14
blk.27.ffn_down_exps.weight,177,98675735296,4456448,2048x4096x256,256,1.361000,15
blk.33.ffn_up_exps.weight,213,122612258048,4456448,4096x2048x256,256,1.358000,16
blk.39.ffn_up_exps.weight,191,144008605440,4456448,4096x2048x256,256,1.347000,15
blk.18.ffn_down_exps.weight,118,66181881088,4456448,2048x4096x256,256,1.343000,15
blk.36.ffn_down_exps.weight,188,130977000192,4456448,2048x4096x256,256,1.342000,14
blk.6.ffn_down_exps.weight,138,23282231552,4456448,2048x4096x256,256,1.341000,14
blk.27.ffn_down_exps.weight,45,98087484160,4456448,2048x4096x256,256,1.338000,14
blk.5.ffn_up_exps.weight,34,21507404032,4456448,4096x2048x256,256,1.338000,14
blk.21.ffn_down_exps.weight,13,76450488576,4456448,2048x4096x256,256,1.337000,15
blk.9.ffn_up_exps.weight,193,36545572096,4456448,4096x2048x256,256,1.337000,15
blk.36.ffn_up_exps.weight,165,133156203264,4456448,4096x2048x256,256,1.333000,14
blk.25.ffn_down_exps.weight,47,90931600640,4456448,2048x4096x256,256,1.329000,14
blk.36.ffn_down_exps.weight,165,130874501888,4456448,2048x4096x256,256,1.329000,14
blk.36.ffn_up_exps.weight,188,133258701568,4456448,4096x2048x256,256,1.329000,14
blk.33.ffn_down_exps.weight,213,120330556672,4456448,2048x4096x256,256,1.327000,16
blk.4.ffn_up_exps.weight,188,18621958912,4456448,4096x2048x256,256,1.326000,16
blk.0.ffn_up_exps.weight,132,4042152704,4456448,4096x2048x256,256,1.322000,16
blk.12.ffn_down_exps.weight,120,44696404736,4456448,2048x4096x256,256,1.320000,14
blk.14.ffn_down_exps.weight,173,52097392896,4456448,2048x4096x256,256,1.319000,14
blk.39.ffn_up_exps.weight,7,143188619008,4456448,4096x2048x256,256,1.319000,16
blk.22.ffn_down_exps.weight,136,80591689984,4456448,2048x4096x256,256,1.312000,15
blk.5.ffn_down_exps.weight,94,19493089536,4456448,2048x4096x256,256,1.312000,14
blk.4.ffn_down_exps.weight,115,16014936832,4456448,2048x4096x256,256,1.311000,13
blk.39.ffn_down_exps.weight,191,141726904064,4456448,2048x4096x256,256,1.309000,15
blk.31.ffn_down_exps.weight,110,112706746112,4456448,2048x4096x256,256,1.307000,14
blk.28.ffn_up_exps.weight,172,104528212736,4456448,4096x2048x256,256,1.306000,15
blk.12.ffn_up_exps.weight,120,46978106112,4456448,4096x2048x256,256,1.303000,14
blk.39.ffn_down_exps.weight,86,141258977024,4456448,2048x4096x256,256,1.300000,17
blk.19.ffn_down_exps.weight,203,70132417280,4456448,2048x4096x256,256,1.297000,15
blk.15.ffn_down_exps.weight,27,55018489600,4456448,2048x4096x256,256,1.296000,14
blk.31.ffn_up_exps.weight,110,114988447488,4456448,4096x2048x256,256,1.296000,14
blk.25.ffn_up_exps.weight,47,93213302016,4456448,4096x2048x256,256,1.295000,14
blk.36.ffn_up_exps.weight,23,132523387648,4456448,4096x2048x256,256,1.295000,19
blk.5.ffn_down_exps.weight,34,19225702656,4456448,2048x4096x256,256,1.294000,14
blk.28.ffn_down_exps.weight,172,102246511360,4456448,2048x4096x256,256,1.293000,15
blk.4.ffn_down_exps.weight,69,15809940224,4456448,2048x4096x256,256,1.289000,16
blk.19.ffn_down_exps.weight,30,69361451776,4456448,2048x4096x256,256,1.288000,15
blk.3.ffn_down_exps.weight,165,12644700928,4456448,2048x4096x256,256,1.287000,14
blk.39.ffn_up_exps.weight,86,143540678400,4456448,4096x2048x256,256,1.285000,17
blk.15.ffn_down_exps.weight,206,55816193792,4456448,2048x4096x256,256,1.283000,15
blk.27.ffn_up_exps.weight,45,100369185536,4456448,4096x2048x256,256,1.282000,14
blk.9.ffn_down_exps.weight,193,34263870720,4456448,2048x4096x256,256,1.279000,15
blk.6.ffn_down_exps.weight,252,23790266624,4456448,2048x4096x256,256,1.278000,14
blk.20.ffn_up_exps.weight,77,75445664512,4456448,4096x2048x256,256,1.275000,16
blk.4.ffn_up_exps.weight,69,18091641600,4456448,4096x2048x256,256,1.275000,16
blk.32.ffn_up_exps.weight,193,118951390976,4456448,4096x2048x256,256,1.273000,16
blk.39.ffn_down_exps.weight,7,140906917632,4456448,2048x4096x256,256,1.273000,16
blk.1.ffn_down_exps.weight,76,5077077248,4456448,2048x4096x256,256,1.272000,14
blk.5.ffn_up_exps.weight,192,22211522816,4456448,4096x2048x256,256,1.272000,12
blk.6.ffn_up_exps.weight,252,26071968000,4456448,4096x2048x256,256,1.267000,14
blk.39.ffn_up_exps.weight,253,144284905216,4456448,4096x2048x256,256,1.261000,15
blk.15.ffn_up_exps.weight,27,57300190976,4456448,4096x2048x256,256,1.258000,14
blk.4.ffn_up_exps.weight,115,18296638208,4456448,4096x2048x256,256,1.258000,13
blk.32.ffn_down_exps.weight,193,116669689600,4456448,2048x4096x256,256,1.257000,16
blk.19.ffn_up_exps.weight,203,72414118656,4456448,4096x2048x256,256,1.255000,15
blk.0.ffn_down_exps.weight,50,1395022592,4456448,2048x4096x256,256,1.252000,13
blk.14.ffn_down_exps.weight,49,51544793344,4456448,2048x4096x256,256,1.249000,14
blk.20.ffn_down_exps.weight,77,73163963136,4456448,2048x4096x256,256,1.248000,16
blk.1.ffn_up_exps.weight,76,7358778624,4456448,4096x2048x256,256,1.246000,14
blk.27.ffn_down_exps.weight,207,98809428736,4456448,2048x4096x256,256,1.245000,14
blk.3.ffn_down_exps.weight,135,12511007488,4456448,2048x4096x256,256,1.239000,13
blk.34.ffn_up_exps.weight,155,125946842368,4456448,4096x2048x256,256,1.235000,12
blk.10.ffn_down_exps.weight,23,37099332864,4456448,2048x4096x256,256,1.234000,15
blk.8.ffn_down_exps.weight,179,30629742336,4456448,2048x4096x256,256,1.232000,13
blk.16.ffn_down_exps.weight,255,59627618048,4456448,2048x4096x256,256,1.231000,15
blk.14.ffn_up_exps.weight,173,54379094272,4456448,4096x2048x256,256,1.228000,14
blk.5.ffn_up_exps.weight,94,21774790912,4456448,4096x2048x256,256,1.228000,14
blk.9.ffn_down_exps.weight,4,33421602048,4456448,2048x4096x256,256,1.227000,14
blk.10.ffn_up_exps.weight,23,39381034240,4456448,4096x2048x256,256,1.224000,15
blk.9.ffn_up_exps.weight,4,35703303424,4456448,4096x2048x256,256,1.222000,14
blk.39.ffn_down_exps.weight,253,142003203840,4456448,2048x4096x256,256,1.220000,15
blk.3.ffn_down_exps.weight,11,11958407936,4456448,2048x4096x256,256,1.219000,14
blk.3.ffn_up_exps.weight,165,14926402304,4456448,4096x2048x256,256,1.219000,14
blk.21.ffn_down_exps.weight,188,77230366976,4456448,2048x4096x256,256,1.216000,13
blk.27.ffn_up_exps.weight,60,100436032256,4456448,4096x2048x256,256,1.216000,16
blk.9.ffn_down_exps.weight,80,33760292096,4456448,2048x4096x256,256,1.216000,15
blk.3.ffn_up_exps.weight,135,14792708864,4456448,4096x2048x256,256,1.213000,13
blk.27.ffn_down_exps.weight,60,98154330880,4456448,2048x4096x256,256,1.208000,16
blk.22.ffn_down_exps.weight,49,80203979008,4456448,2048x4096x256,256,1.203000,13
blk.19.ffn_up_exps.weight,30,71643153152,4456448,4096x2048x256,256,1.202000,15
blk.22.ffn_up_exps.weight,60,82534701312,4456448,4096x2048x256,256,1.199000,13
blk.9.ffn_down_exps.weight,60,33671163136,4456448,2048x4096x256,256,1.198000,12
blk.5.ffn_down_exps.weight,192,19929821440,4456448,2048x4096x256,256,1.197000,12
blk.34.ffn_down_exps.weight,155,123665140992,4456448,2048x4096x256,256,1.196000,12
blk.6.ffn_down_exps.weight,73,22992562432,4456448,2048x4096x256,256,1.196000,14
blk.15.ffn_up_exps.weight,165,57915180800,4456448,4096x2048x256,256,1.195000,13
blk.27.ffn_up_exps.weight,207,101091130112,4456448,4096x2048x256,256,1.195000,14
blk.25.ffn_down_exps.weight,221,91707022592,4456448,2048x4096x256,256,1.193000,14
blk.25.ffn_up_exps.weight,136,93609925888,4456448,4096x2048x256,256,1.192000,12
blk.25.ffn_up_exps.weight,221,93988723968,4456448,4096x2048x256,256,1.192000,14
blk.30.ffn_down_exps.weight,8,108680450304,4456448,2048x4096x256,256,1.191000,13
blk.22.ffn_up_exps.weight,49,82485680384,4456448,4096x2048x256,256,1.190000,13
blk.5.ffn_up_exps.weight,164,22086742272,4456448,4096x2048x256,256,1.190000,12
blk.8.ffn_up_exps.weight,179,32911443712,4456448,4096x2048x256,256,1.188000,13
blk.10.ffn_down_exps.weight,138,37611824384,4456448,2048x4096x256,256,1.179000,14
blk.35.ffn_up_exps.weight,90,129228911360,4456448,4096x2048x256,256,1.179000,13
blk.24.ffn_up_exps.weight,95,89855473408,4456448,4096x2048x256,256,1.178000,13
blk.0.ffn_down_exps.weight,117,1693604608,4456448,2048x4096x256,256,1.177000,12
blk.0.ffn_up_exps.weight,50,3676723968,4456448,4096x2048x256,256,1.177000,13
blk.21.ffn_up_exps.weight,188,79512068352,4456448,4096x2048x256,256,1.176000,13
blk.25.ffn_down_exps.weight,136,91328224512,4456448,2048x4096x256,256,1.176000,12
blk.4.ffn_down_exps.weight,106,15974828800,4456448,2048x4096x256,256,1.175000,12
blk.5.ffn_down_exps.weight,164,19805040896,4456448,2048x4096x256,256,1.174000,12
blk.30.ffn_up_exps.weight,8,110962151680,4456448,4096x2048x256,256,1.172000,13
blk.35.ffn_down_exps.weight,90,126947209984,4456448,2048x4096x256,256,1.171000,13
blk.4.ffn_up_exps.weight,106,18256530176,4456448,4096x2048x256,256,1.171000,12
blk.6.ffn_up_exps.weight,73,25274263808,4456448,4096x2048x256,256,1.168000,14
blk.9.ffn_up_exps.weight,80,36041993472,4456448,4096x2048x256,256,1.167000,15
blk.12.ffn_up_exps.weight,57,46697349888,4456448,4096x2048x256,256,1.166000,14
blk.8.ffn_down_exps.weight,53,30068229888,4456448,2048x4096x256,256,1.165000,12
blk.3.ffn_up_exps.weight,11,14240109312,4456448,4096x2048x256,256,1.164000,14
blk.15.ffn_down_exps.weight,74,55227942656,4456448,2048x4096x256,256,1.150000,11
blk.3.ffn_down_exps.weight,14,11971777280,4456448,2048x4096x256,256,1.150000,13
blk.8.ffn_down_exps.weight,207,30754522880,4456448,2048x4096x256,256,1.148000,11
blk.36.ffn_down_exps.weight,23,130241686272,4456448,2048x4096x256,256,1.146000,19
blk.14.ffn_up_exps.weight,66,53902254336,4456448,4096x2048x256,256,1.144000,12
blk.20.ffn_down_exps.weight,53,73057008384,4456448,2048x4096x256,256,1.144000,11
blk.20.ffn_down_exps.weight,61,73092659968,4456448,2048x4096x256,256,1.142000,11
blk.3.ffn_up_exps.weight,116,14708036352,4456448,4096x2048x256,256,1.142000,13
blk.39.ffn_up_exps.weight,18,143237639936,4456448,4096x2048x256,256,1.142000,12
blk.3.ffn_up_exps.weight,14,14253478656,4456448,4096x2048x256,256,1.141000,13
blk.35.ffn_up_exps.weight,117,129349235456,4456448,4096x2048x256,256,1.141000,14
blk.30.ffn_up_exps.weight,234,111969308928,4456448,4096x2048x256,256,1.138000,11
blk.14.ffn_down_exps.weight,66,51620552960,4456448,2048x4096x256,256,1.136000,12
blk.37.ffn_down_exps.weight,33,133857988864,4456448,2048x4096x256,256,1.134000,11
blk.9.ffn_down_exps.weight,140,34027678976,4456448,2048x4096x256,256,1.129000,13
blk.37.ffn_up_exps.weight,33,136139690240,4456448,4096x2048x256,256,1.128000,11
blk.15.ffn_down_exps.weight,165,55633479424,4456448,2048x4096x256,256,1.127000,13
blk.14.ffn_up_exps.weight,49,53826494720,4456448,4096x2048x256,256,1.126000,14
blk.2.ffn_down_exps.weight,39,8508348672,4456448,2048x4096x256,256,1.125000,12
blk.24.ffn_up_exps.weight,191,90283292416,4456448,4096x2048x256,256,1.125000,13
blk.3.ffn_down_exps.weight,116,12426334976,4456448,2048x4096x256,256,1.125000,13
blk.32.ffn_down_exps.weight,52,116041330432,4456448,2048x4096x256,256,1.125000,11
blk.8.ffn_up_exps.weight,53,32349931264,4456448,4096x2048x256,256,1.124000,12
blk.9.ffn_up_exps.weight,140,36309380352,4456448,4096x2048x256,256,1.124000,13
blk.10.ffn_up_exps.weight,138,39893525760,4456448,4096x2048x256,256,1.123000,14
blk.22.ffn_down_exps.weight,60,80252999936,4456448,2048x4096x256,256,1.123000,13
blk.12.ffn_down_exps.weight,57,44415648512,4456448,2048x4096x256,256,1.118000,14
blk.35.ffn_down_exps.weight,117,127067534080,4456448,2048x4096x256,256,1.116000,14
blk.24.ffn_down_exps.weight,95,87573772032,4456448,2048x4096x256,256,1.113000,13
blk.24.ffn_down_exps.weight,191,88001591040,4456448,2048x4096x256,256,1.112000,13
blk.19.ffn_up_exps.weight,233,72547812096,4456448,4096x2048x256,256,1.110000,14
blk.32.ffn_up_exps.weight,52,118323031808,4456448,4096x2048x256,256,1.108000,11
