blk.16.ffn_down_exps.weight	176	22.459000	58	4456448
blk.21.ffn_up_exps.weight	241	22.376000	29	4456448
blk.12.ffn_down_exps.weight	122	22.358000	67	4456448
blk.35.ffn_down_exps.weight	104	22.232000	54	4456448
blk.6.ffn_up_exps.weight	53	21.962000	68	4456448
blk.39.ffn_down_exps.weight	159	21.917000	75	4456448
blk.13.ffn_down_exps.weight	121	21.886000	82	4456448
blk.16.ffn_down_exps.weight	240	21.788000	58	4456448
blk.18.ffn_down_exps.weight	26	21.663000	29	4456448
blk.14.ffn_down_exps.weight	62	21.481000	56	4456448
blk.8.ffn_up_exps.weight	223	21.469000	53	4456448
blk.34.ffn_up_exps.weight	254	21.084000	40	4456448
blk.30.ffn_down_exps.weight	204	21.065000	59	4456448
blk.33.ffn_down_exps.weight	120	20.921000	115	4456448
blk.26.ffn_down_exps.weight	114	20.764000	96	4456448
blk.9.ffn_down_exps.weight	69	20.488000	45	4456448
blk.16.ffn_down_exps.weight	21	20.391000	59	4456448
blk.39.ffn_down_exps.weight	163	20.348000	26	4456448
blk.28.ffn_down_exps.weight	252	20.317000	56	4456448
blk.8.ffn_down_exps.weight	200	20.267000	63	4456448
blk.19.ffn_up_exps.weight	96	20.039000	42	4456448
blk.6.ffn_up_exps.weight	97	19.969000	30	4456448
blk.21.ffn_down_exps.weight	9	19.717000	17	4456448
blk.16.ffn_up_exps.weight	21	19.652000	59	4456448
blk.7.ffn_up_exps.weight	140	19.617000	45	4456448
blk.21.ffn_down_exps.weight	94	19.525000	24	4456448
blk.16.ffn_down_exps.weight	96	19.489000	63	4456448
blk.0.ffn_down_exps.weight	50	19.254000	13	4456448
blk.9.ffn_up_exps.weight	173	19.038000	27	4456448
blk.15.ffn_down_exps.weight	249	19.011000	53	4456448
blk.20.ffn_up_exps.weight	219	18.889000	24	4456448
blk.11.ffn_down_exps.weight	103	18.852000	42	4456448
blk.7.ffn_down_exps.weight	140	18.842000	45	4456448
blk.20.ffn_down_exps.weight	112	18.783000	60	4456448
blk.16.ffn_up_exps.weight	96	18.730000	63	4456448
blk.34.ffn_down_exps.weight	88	18.723000	55	4456448
blk.38.ffn_up_exps.weight	155	18.595000	79	4456448
blk.24.ffn_up_exps.weight	209	18.336000	11	4456448
blk.19.ffn_up_exps.weight	181	18.157000	44	4456448
blk.21.ffn_down_exps.weight	173	18.156000	23	4456448
blk.15.ffn_up_exps.weight	24	18.007000	33	4456448
blk.10.ffn_down_exps.weight	40	17.825000	23	4456448
blk.3.ffn_up_exps.weight	228	17.806000	32	4456448
blk.9.ffn_up_exps.weight	69	17.730000	45	4456448
blk.20.ffn_up_exps.weight	61	17.670000	11	4456448
blk.7.ffn_down_exps.weight	191	17.608000	53	4456448
blk.28.ffn_up_exps.weight	252	17.588000	56	4456448
blk.37.ffn_down_exps.weight	164	17.568000	50	4456448
blk.38.ffn_down_exps.weight	187	17.382000	38	4456448
blk.3.ffn_down_exps.weight	228	17.321000	32	4456448
blk.33.ffn_down_exps.weight	215	17.236000	83	4456448
blk.19.ffn_up_exps.weight	228	17.101000	21	4456448
blk.6.ffn_up_exps.weight	113	16.736000	18	4456448
blk.21.ffn_down_exps.weight	236	16.701000	33	4456448
blk.18.ffn_up_exps.weight	163	16.496000	38	4456448
blk.11.ffn_up_exps.weight	81	16.488000	37	4456448
blk.8.ffn_down_exps.weight	223	16.244000	53	4456448
blk.20.ffn_down_exps.weight	219	16.109000	24	4456448
blk.29.ffn_up_exps.weight	45	15.845000	82	4456448
blk.19.ffn_up_exps.weight	158	15.693000	20	4456448
blk.11.ffn_down_exps.weight	232	15.639000	48	4456448
blk.25.ffn_down_exps.weight	61	15.623000	38	4456448
blk.9.ffn_up_exps.weight	220	15.485000	20	4456448
blk.27.ffn_down_exps.weight	218	15.418000	3	4456448
blk.27.ffn_down_exps.weight	39	15.418000	3	4456448
blk.30.ffn_up_exps.weight	85	15.297000	9	4456448
blk.4.ffn_down_exps.weight	53	15.291000	23	4456448
blk.28.ffn_down_exps.weight	142	15.284000	49	4456448
blk.6.ffn_down_exps.weight	42	15.254000	35	4456448
blk.31.ffn_up_exps.weight	244	15.172000	35	4456448
blk.9.ffn_down_exps.weight	102	14.987000	21	4456448
blk.10.ffn_up_exps.weight	33	14.982000	12	4456448
blk.5.ffn_up_exps.weight	172	14.935000	20	4456448
blk.6.ffn_up_exps.weight	73	14.917000	14	4456448
blk.15.ffn_down_exps.weight	144	14.887000	31	4456448
blk.32.ffn_down_exps.weight	34	14.846000	58	4456448
blk.4.ffn_down_exps.weight	8	14.792000	21	4456448
blk.9.ffn_down_exps.weight	220	14.783000	20	4456448
blk.33.ffn_up_exps.weight	58	14.767000	19	4456448
blk.3.ffn_down_exps.weight	223	14.598000	20	4456448
blk.11.ffn_up_exps.weight	232	14.585000	48	4456448
blk.33.ffn_down_exps.weight	58	14.533000	19	4456448
blk.2.ffn_down_exps.weight	23	14.432000	5	4456448
blk.1.ffn_up_exps.weight	171	14.308000	7	4456448
blk.38.ffn_up_exps.weight	187	14.291000	38	4456448
blk.7.ffn_up_exps.weight	124	14.190000	11	4456448
blk.34.ffn_up_exps.weight	239	14.114000	38	4456448
blk.21.ffn_down_exps.weight	241	13.978000	29	4456448
blk.19.ffn_up_exps.weight	46	13.974000	22	4456448
blk.39.ffn_down_exps.weight	191	13.886000	15	4456448
blk.14.ffn_up_exps.weight	62	13.762000	56	4456448
blk.37.ffn_up_exps.weight	253	13.750000	17	4456448
blk.8.ffn_up_exps.weight	11	13.729000	53	4456448
blk.29.ffn_up_exps.weight	210	13.600000	2	4456448
blk.29.ffn_down_exps.weight	45	13.598000	82	4456448
blk.20.ffn_up_exps.weight	53	13.584000	11	4456448
blk.4.ffn_down_exps.weight	188	13.571000	16	4456448
blk.4.ffn_down_exps.weight	254	13.518000	5	4456448
blk.8.ffn_down_exps.weight	11	13.506000	53	4456448
blk.9.ffn_up_exps.weight	126	13.479000	3	4456448
blk.8.ffn_up_exps.weight	173	13.471000	35	4456448
blk.28.ffn_up_exps.weight	142	13.466000	49	4456448
blk.9.ffn_down_exps.weight	159	13.431000	20	4456448
blk.25.ffn_up_exps.weight	48	13.407000	24	4456448
blk.15.ffn_down_exps.weight	104	13.298000	62	4456448
blk.38.ffn_down_exps.weight	10	13.250000	4	4456448
blk.32.ffn_up_exps.weight	102	13.176000	31	4456448
blk.5.ffn_down_exps.weight	203	13.173000	21	4456448
blk.23.ffn_down_exps.weight	194	13.155000	23	4456448
blk.3.ffn_down_exps.weight	14	13.130000	13	4456448
blk.37.ffn_up_exps.weight	164	13.096000	50	4456448
blk.0.ffn_up_exps.weight	106	13.092000	23	4456448
blk.35.ffn_down_exps.weight	117	12.992000	14	4456448
blk.6.ffn_down_exps.weight	97	12.991000	30	4456448
blk.2.ffn_down_exps.weight	76	12.973000	8	4456448
blk.21.ffn_up_exps.weight	155	12.954000	22	4456448
blk.21.ffn_down_exps.weight	13	12.950000	15	4456448
blk.18.ffn_up_exps.weight	233	12.943000	5	4456448
blk.12.ffn_up_exps.weight	191	12.920000	29	4456448
blk.3.ffn_up_exps.weight	149	12.869000	32	4456448
blk.21.ffn_down_exps.weight	167	12.856000	23	4456448
blk.10.ffn_up_exps.weight	40	12.813000	23	4456448
blk.4.ffn_down_exps.weight	33	12.811000	20	4456448
blk.32.ffn_up_exps.weight	205	12.807000	37	4456448
blk.0.ffn_down_exps.weight	10	12.778000	8	4456448
blk.31.ffn_up_exps.weight	19	12.776000	41	4456448
blk.2.ffn_down_exps.weight	125	12.746000	19	4456448
blk.38.ffn_up_exps.weight	89	12.728000	48	4456448
blk.38.ffn_up_exps.weight	221	12.699000	50	4456448
blk.5.ffn_down_exps.weight	250	12.679000	23	4456448
blk.7.ffn_up_exps.weight	159	12.619000	28	4456448
blk.8.ffn_up_exps.weight	174	12.580000	26	4456448
blk.20.ffn_down_exps.weight	196	12.521000	16	4456448
blk.26.ffn_down_exps.weight	232	12.423000	20	4456448
blk.39.ffn_up_exps.weight	191	12.386000	15	4456448
blk.13.ffn_down_exps.weight	14	12.376000	25	4456448
blk.25.ffn_down_exps.weight	199	12.342000	19	4456448
blk.4.ffn_down_exps.weight	237	12.304000	11	4456448
blk.16.ffn_down_exps.weight	219	12.276000	28	4456448
blk.10.ffn_up_exps.weight	193	12.271000	18	4456448
blk.17.ffn_up_exps.weight	61	12.230000	39	4456448
blk.14.ffn_down_exps.weight	49	12.198000	14	4456448
blk.16.ffn_up_exps.weight	255	12.175000	15	4456448
blk.28.ffn_up_exps.weight	140	12.171000	5	4456448
blk.0.ffn_up_exps.weight	9	12.145000	3	4456448
blk.5.ffn_down_exps.weight	46	12.098000	25	4456448
blk.35.ffn_down_exps.weight	158	12.070000	18	4456448
blk.14.ffn_down_exps.weight	208	12.067000	37	4456448
blk.0.ffn_down_exps.weight	252	12.061000	4	4456448
blk.34.ffn_up_exps.weight	88	12.049000	55	4456448
blk.38.ffn_down_exps.weight	155	12.049000	79	4456448
blk.2.ffn_down_exps.weight	170	11.983000	5	4456448
blk.30.ffn_up_exps.weight	120	11.972000	16	4456448
blk.39.ffn_up_exps.weight	214	11.929000	18	4456448
blk.10.ffn_up_exps.weight	98	11.926000	10	4456448
blk.29.ffn_up_exps.weight	90	11.900000	8	4456448
blk.19.ffn_down_exps.weight	228	11.852000	21	4456448
blk.15.ffn_up_exps.weight	176	11.843000	21	4456448
blk.38.ffn_down_exps.weight	221	11.840000	50	4456448
blk.38.ffn_down_exps.weight	89	11.773000	48	4456448
blk.6.ffn_up_exps.weight	31	11.773000	23	4456448
blk.17.ffn_down_exps.weight	173	11.764000	6	4456448
blk.9.ffn_up_exps.weight	5	11.730000	10	4456448
blk.4.ffn_up_exps.weight	8	11.651000	21	4456448
blk.11.ffn_down_exps.weight	164	11.647000	52	4456448
blk.7.ffn_up_exps.weight	112	11.635000	25	4456448
blk.19.ffn_down_exps.weight	30	11.627000	15	4456448
blk.2.ffn_up_exps.weight	170	11.596000	5	4456448
blk.14.ffn_down_exps.weight	126	11.594000	35	4456448
blk.31.ffn_down_exps.weight	244	11.565000	35	4456448
blk.9.ffn_up_exps.weight	242	11.506000	31	4456448
blk.9.ffn_up_exps.weight	162	11.505000	4	4456448
blk.30.ffn_up_exps.weight	66	11.481000	4	4456448
blk.1.ffn_up_exps.weight	8	11.423000	7	4456448
blk.15.ffn_down_exps.weight	175	11.411000	36	4456448
blk.5.ffn_up_exps.weight	141	11.338000	16	4456448
blk.22.ffn_down_exps.weight	125	11.278000	26	4456448
blk.6.ffn_down_exps.weight	73	11.266000	14	4456448
blk.13.ffn_up_exps.weight	14	11.245000	25	4456448
blk.11.ffn_up_exps.weight	164	11.227000	52	4456448
blk.39.ffn_down_exps.weight	142	11.226000	21	4456448
blk.15.ffn_down_exps.weight	24	11.200000	33	4456448
blk.1.ffn_down_exps.weight	25	11.196000	9	4456448
blk.12.ffn_up_exps.weight	189	11.192000	8	4456448
blk.22.ffn_up_exps.weight	125	11.182000	26	4456448
blk.37.ffn_up_exps.weight	189	11.173000	8	4456448
blk.2.ffn_up_exps.weight	115	11.156000	6	4456448
blk.8.ffn_up_exps.weight	115	11.139000	35	4456448
blk.1.ffn_up_exps.weight	103	11.114000	2	4456448
blk.26.ffn_up_exps.weight	203	11.107000	67	4456448
blk.1.ffn_up_exps.weight	122	11.078000	3	4456448
blk.3.ffn_down_exps.weight	34	11.055000	12	4456448
blk.29.ffn_down_exps.weight	244	11.039000	8	4456448
blk.19.ffn_up_exps.weight	233	10.977000	14	4456448
blk.26.ffn_down_exps.weight	203	10.940000	67	4456448
blk.0.ffn_down_exps.weight	29	10.934000	6	4456448
blk.25.ffn_down_exps.weight	48	10.896000	24	4456448
blk.9.ffn_up_exps.weight	4	10.882000	14	4456448
blk.29.ffn_down_exps.weight	254	10.859000	23	4456448
blk.11.ffn_down_exps.weight	81	10.841000	37	4456448
blk.35.ffn_up_exps.weight	7	10.831000	26	4456448
blk.0.ffn_up_exps.weight	117	10.829000	12	4456448
blk.37.ffn_down_exps.weight	132	10.810000	8	4456448
blk.18.ffn_up_exps.weight	241	10.801000	6	4456448
blk.2.ffn_up_exps.weight	235	10.764000	9	4456448
blk.7.ffn_down_exps.weight	112	10.762000	25	4456448
blk.4.ffn_up_exps.weight	188	10.716000	16	4456448
blk.35.ffn_down_exps.weight	7	10.672000	26	4456448
blk.1.ffn_up_exps.weight	161	10.664000	6	4456448
blk.1.ffn_up_exps.weight	89	10.659000	6	4456448
blk.19.ffn_down_exps.weight	233	10.604000	14	4456448
blk.1.ffn_up_exps.weight	107	10.603000	6	4456448
blk.1.ffn_up_exps.weight	215	10.603000	6	4456448
blk.18.ffn_down_exps.weight	163	10.601000	38	4456448
blk.3.ffn_up_exps.weight	14	10.598000	13	4456448
blk.39.ffn_down_exps.weight	157	10.573000	18	4456448
blk.7.ffn_down_exps.weight	159	10.549000	28	4456448
blk.10.ffn_down_exps.weight	140	10.525000	6	4456448
blk.39.ffn_up_exps.weight	163	10.520000	26	4456448
blk.15.ffn_up_exps.weight	74	10.496000	11	4456448
blk.6.ffn_down_exps.weight	113	10.486000	18	4456448
blk.29.ffn_down_exps.weight	132	10.430000	7	4456448
blk.9.ffn_down_exps.weight	242	10.251000	31	4456448
blk.4.ffn_down_exps.weight	197	10.249000	20	4456448
blk.5.ffn_down_exps.weight	164	10.235000	12	4456448
blk.11.ffn_up_exps.weight	103	10.146000	42	4456448
blk.5.ffn_up_exps.weight	46	10.142000	25	4456448
blk.39.ffn_up_exps.weight	60	10.121000	9	4456448
blk.22.ffn_up_exps.weight	88	10.115000	25	4456448
blk.14.ffn_down_exps.weight	181	10.070000	37	4456448
blk.5.ffn_down_exps.weight	200	10.064000	26	4456448
blk.13.ffn_up_exps.weight	13	10.038000	16	4456448
blk.0.ffn_down_exps.weight	117	10.009000	12	4456448
blk.2.ffn_down_exps.weight	152	9.953000	5	4456448
blk.21.ffn_up_exps.weight	167	9.950000	23	4456448
blk.34.ffn_down_exps.weight	239	9.945000	38	4456448
blk.1.ffn_down_exps.weight	104	9.936000	10	4456448
blk.21.ffn_up_exps.weight	236	9.930000	33	4456448
blk.19.ffn_down_exps.weight	154	9.913000	9	4456448
blk.21.ffn_down_exps.weight	155	9.849000	22	4456448
blk.9.ffn_down_exps.weight	60	9.830000	12	4456448
blk.5.ffn_up_exps.weight	111	9.783000	4	4456448
blk.4.ffn_down_exps.weight	65	9.745000	16	4456448
blk.36.ffn_down_exps.weight	223	9.713000	11	4456448
blk.9.ffn_up_exps.weight	193	9.707000	15	4456448
blk.39.ffn_down_exps.weight	7	9.686000	16	4456448
blk.23.ffn_up_exps.weight	165	9.685000	11	4456448
blk.26.ffn_up_exps.weight	232	9.679000	20	4456448
blk.33.ffn_down_exps.weight	43	9.652000	8	4456448
blk.9.ffn_up_exps.weight	148	9.614000	17	4456448
blk.3.ffn_down_exps.weight	135	9.586000	13	4456448
blk.38.ffn_up_exps.weight	148	9.514000	30	4456448
blk.1.ffn_down_exps.weight	212	9.509000	7	4456448
blk.8.ffn_down_exps.weight	173	9.476000	35	4456448
blk.20.ffn_up_exps.weight	187	9.453000	12	4456448
blk.14.ffn_up_exps.weight	66	9.447000	12	4456448
blk.35.ffn_down_exps.weight	119	9.445000	11	4456448
blk.12.ffn_down_exps.weight	149	9.425000	40	4456448
blk.30.ffn_up_exps.weight	219	9.410000	12	4456448
blk.12.ffn_down_exps.weight	191	9.387000	29	4456448
blk.7.ffn_down_exps.weight	221	9.320000	4	4456448
blk.35.ffn_up_exps.weight	119	9.287000	11	4456448
blk.1.ffn_up_exps.weight	236	9.268000	3	4456448
blk.16.ffn_down_exps.weight	162	9.241000	5	4456448
blk.2.ffn_up_exps.weight	150	9.229000	3	4456448
blk.32.ffn_up_exps.weight	193	9.221000	16	4456448
blk.2.ffn_down_exps.weight	74	9.213000	18	4456448
blk.5.ffn_down_exps.weight	226	9.213000	10	4456448
blk.18.ffn_up_exps.weight	75	9.205000	11	4456448
blk.21.ffn_up_exps.weight	13	9.198000	15	4456448
blk.19.ffn_down_exps.weight	24	9.162000	5	4456448
blk.28.ffn_up_exps.weight	215	9.158000	11	4456448
blk.5.ffn_down_exps.weight	107	9.150000	20	4456448
blk.34.ffn_down_exps.weight	254	9.131000	40	4456448
blk.19.ffn_down_exps.weight	158	9.103000	20	4456448
blk.22.ffn_up_exps.weight	13	9.103000	24	4456448
blk.35.ffn_down_exps.weight	177	9.098000	7	4456448
blk.4.ffn_up_exps.weight	190	9.098000	8	4456448
blk.4.ffn_up_exps.weight	218	9.087000	5	4456448
blk.35.ffn_up_exps.weight	63	9.080000	7	4456448
blk.2.ffn_down_exps.weight	240	9.065000	5	4456448
blk.35.ffn_up_exps.weight	245	9.055000	8	4456448
blk.2.ffn_up_exps.weight	125	9.051000	19	4456448
blk.28.ffn_up_exps.weight	211	9.031000	20	4456448
blk.5.ffn_down_exps.weight	251	9.013000	20	4456448
blk.19.ffn_down_exps.weight	253	9.012000	5	4456448
blk.0.ffn_down_exps.weight	158	9.000000	4	4456448
blk.2.ffn_up_exps.weight	121	8.998000	5	4456448
blk.2.ffn_down_exps.weight	37	8.996000	12	4456448
blk.36.ffn_up_exps.weight	161	8.988000	23	4456448
blk.35.ffn_down_exps.weight	194	8.951000	6	4456448
