op,role,batches,jobs,read_jobs,avg_read_jobs_per_batch,weighted_inflight_avg,max_inflight,wait_ms,wall_ms,wait_ms_per_read_job,small_read_batch_rate_le4,small_read_batch_rate_le8
runtime_load,gate,10853,55258,55258,5.091495439049111,4.625769335336054,8,26527.254503999913,48849.1781320002,0.48006179203011173,0.5318345158020824,0.9891274302036304
runtime_load,up,10854,55259,55259,5.091118481665745,4.409907898170432,8,24065.299470999904,45317.50419200002,0.4355000899581951,0.5318776487930716,0.9891284319145016
runtime_load,down,5698,38920,38920,6.830466830466831,5.653452080652619,8,14654.987823999978,31441.747992000084,0.3765413109969162,0.27132327132327133,0.9792909792909793
current_down_overlap,down,5213,25288,25288,4.850949549203913,5.161062559988929,8,9023.650123000003,18139.118348000055,0.3568352626937679,0.442355649338193,1.0
