1781581337690,41, 32071, 0
1781581338728,44, 32068, 0
1781581339756,44, 32068, 0
1781581340793,44, 32068, 0
1781581341823,44, 32068, 0
1781581342860,44, 32068, 0
1781581343896,44, 32068, 0
1781581344934,44, 32068, 0
1781581345970,44, 32068, 0
1781581347008,44, 32068, 0
1781581348047,44, 32068, 0
1781581349078,44, 32068, 0
1781581350121,867, 31245, 5
1781581351152,1699, 30413, 5
1781581352177,2595, 29517, 5
1781581353209,3717, 28395, 12
1781581354263,4421, 27691, 3
1781581355323,5605, 26507, 7
1781581356348,7813, 24299, 12
1781581357377,9733, 22379, 12
1781581358404,11365, 20747, 7
1781581359434,13349, 18763, 10
1781581360464,14981, 17131, 8
1781581361523,16485, 15627, 6
1781581362548,17381, 14731, 5
1781581363570,18117, 13995, 4
1781581364594,19525, 12587, 7
1781581365622,20901, 11211, 2
1781581366645,22373, 9739, 7
1781581367670,23973, 8139, 8
1781581368695,25157, 6955, 7
1781581369721,25733, 6379, 0
1781581370743,27205, 4907, 7
1781581371768,28357, 3755, 2
1781581372794,28681, 3431, 0
1781581373814,29779, 2333, 6
1781581374835,30711, 1401, 1
1781581375863,31031, 1081, 1
1781581376883,31353, 759, 1
1781581377902,31673, 439, 1
1781581378922,32027, 85, 1
1781581379941,32091, 21, 0
1781581380960,32091, 21, 0
1781581381980,32091, 21, 0
1781581383003,32091, 21, 0
1781581384026,32091, 21, 0
