depth,mode,kind,layer,tensor,calls,transitions,actual_events,covered_events,actual_bytes,covered_bytes,false_bytes,event_coverage,byte_coverage,false_prefetch_ratio,net_byte_multiplier,exact_repeat_rate,avg_jaccard
1,decode,up,51,blk.51.ffn_up_exps.weight,31,30,240,73,1128529920,343261184,785268736,0.30416666666666664,0.30416666666666664,0.6958333333333333,1.6958333333333333,0.0,0.19016761016761013
1,decode,gate,51,blk.51.ffn_gate_exps.weight,31,30,240,73,1348730880,410238976,938491904,0.30416666666666664,0.30416666666666664,0.6958333333333333,1.6958333333333333,0.0,0.19016761016761013
1,decode,down,51,blk.51.ffn_down_exps.weight,31,30,240,73,1513881600,460472320,1053409280,0.30416666666666664,0.30416666666666664,0.6958333333333333,1.6958333333333333,0.0,0.19016761016761013
1,decode,up,52,blk.52.ffn_up_exps.weight,31,30,240,88,1128529920,413794304,714735616,0.36666666666666664,0.36666666666666664,0.6333333333333333,1.6333333333333333,0.0,0.2443667443667443
1,decode,gate,52,blk.52.ffn_gate_exps.weight,31,30,240,88,1348730880,494534656,854196224,0.36666666666666664,0.36666666666666664,0.6333333333333333,1.6333333333333333,0.0,0.2443667443667443
1,decode,down,52,blk.52.ffn_down_exps.weight,31,30,240,88,1513881600,555089920,958791680,0.36666666666666664,0.36666666666666664,0.6333333333333333,1.6333333333333333,0.0,0.2443667443667443
1,decode,up,53,blk.53.ffn_up_exps.weight,31,30,240,107,1128529920,503136256,625393664,0.44583333333333336,0.44583333333333336,0.5541666666666667,1.5541666666666667,0.0,0.2994205794205795
1,decode,gate,53,blk.53.ffn_gate_exps.weight,31,30,240,107,1348730880,601309184,747421696,0.44583333333333336,0.44583333333333336,0.5541666666666667,1.5541666666666667,0.0,0.2994205794205795
1,decode,down,53,blk.53.ffn_down_exps.weight,31,30,240,107,1513881600,674938880,838942720,0.44583333333333336,0.44583333333333336,0.5541666666666667,1.5541666666666667,0.0,0.2994205794205795
1,decode,up,54,blk.54.ffn_up_exps.weight,31,30,240,104,1128529920,489029632,639500288,0.43333333333333335,0.43333333333333335,0.5666666666666667,1.5666666666666667,0.0,0.2868198468198468
1,decode,gate,54,blk.54.ffn_gate_exps.weight,31,30,240,104,1348730880,584450048,764280832,0.43333333333333335,0.43333333333333335,0.5666666666666667,1.5666666666666667,0.0,0.2868198468198468
1,decode,down,54,blk.54.ffn_down_exps.weight,31,30,240,104,1513881600,656015360,857866240,0.43333333333333335,0.43333333333333335,0.5666666666666667,1.5666666666666667,0.0,0.2868198468198468
1,decode,up,55,blk.55.ffn_up_exps.weight,31,30,240,83,1128529920,390283264,738246656,0.3458333333333333,0.3458333333333333,0.6541666666666667,1.6541666666666666,0.0,0.22572316572316575
1,decode,gate,55,blk.55.ffn_gate_exps.weight,31,30,240,83,1348730880,466436096,882294784,0.3458333333333333,0.3458333333333333,0.6541666666666667,1.6541666666666666,0.0,0.22572316572316575
1,decode,down,55,blk.55.ffn_down_exps.weight,31,30,240,83,1513881600,523550720,990330880,0.3458333333333333,0.3458333333333333,0.6541666666666667,1.6541666666666666,0.0,0.22572316572316575
1,decode,up,56,blk.56.ffn_up_exps.weight,31,30,240,98,1348730880,550731776,797999104,0.4083333333333333,0.4083333333333333,0.5916666666666667,1.5916666666666666,0.0,0.2709335109335109
1,decode,gate,56,blk.56.ffn_gate_exps.weight,31,30,240,98,1348730880,550731776,797999104,0.4083333333333333,0.4083333333333333,0.5916666666666667,1.5916666666666666,0.0,0.2709335109335109
1,decode,down,56,blk.56.ffn_down_exps.weight,31,30,240,98,1513881600,618168320,895713280,0.4083333333333333,0.4083333333333333,0.5916666666666667,1.5916666666666666,0.0,0.2709335109335109
1,decode,up,57,blk.57.ffn_up_exps.weight,31,30,240,100,1348730880,561971200,786759680,0.4166666666666667,0.4166666666666667,0.5833333333333334,1.5833333333333333,0.0,0.28388130388130395
1,decode,gate,57,blk.57.ffn_gate_exps.weight,31,30,240,100,1348730880,561971200,786759680,0.4166666666666667,0.4166666666666667,0.5833333333333334,1.5833333333333333,0.0,0.28388130388130395
1,decode,down,57,blk.57.ffn_down_exps.weight,31,30,240,100,1871708160,779878400,1091829760,0.4166666666666667,0.4166666666666667,0.5833333333333334,1.5833333333333333,0.0,0.28388130388130395
1,decode,up,58,blk.58.ffn_up_exps.weight,31,30,240,94,1348730880,528252928,820477952,0.39166666666666666,0.39166666666666666,0.6083333333333333,1.6083333333333334,0.0,0.2614770414770415
1,decode,gate,58,blk.58.ffn_gate_exps.weight,31,30,240,94,1348730880,528252928,820477952,0.39166666666666666,0.39166666666666666,0.6083333333333333,1.6083333333333334,0.0,0.2614770414770415
1,decode,down,58,blk.58.ffn_down_exps.weight,31,30,240,94,1871708160,733085696,1138622464,0.39166666666666666,0.39166666666666666,0.6083333333333333,1.6083333333333334,0.0,0.2614770414770415
1,decode,up,59,blk.59.ffn_up_exps.weight,31,30,240,88,1348730880,494534656,854196224,0.36666666666666664,0.36666666666666664,0.6333333333333333,1.6333333333333333,0.0,0.23896991896991895
1,decode,gate,59,blk.59.ffn_gate_exps.weight,31,30,240,88,1348730880,494534656,854196224,0.36666666666666664,0.36666666666666664,0.6333333333333333,1.6333333333333333,0.0,0.23896991896991895
1,decode,down,59,blk.59.ffn_down_exps.weight,31,30,240,88,1513881600,555089920,958791680,0.36666666666666664,0.36666666666666664,0.6333333333333333,1.6333333333333333,0.0,0.23896991896991895
2,decode,up,60,blk.60.ffn_up_exps.weight,32,31,248,88,1393688576,494534656,1882603520,0.3548387096774194,0.3548387096774194,1.3508064516129032,2.350806451612903,0.0,0.16148823707171758
2,decode,gate,60,blk.60.ffn_gate_exps.weight,32,31,248,88,1393688576,494534656,1882603520,0.3548387096774194,0.3548387096774194,1.3508064516129032,2.350806451612903,0.0,0.16148823707171758
2,decode,down,60,blk.60.ffn_down_exps.weight,32,31,248,88,1564344320,555089920,2113126400,0.3548387096774194,0.3548387096774194,1.3508064516129032,2.350806451612903,0.0,0.16148823707171758
2,decode,up,1,blk.1.ffn_up_exps.weight,31,30,240,75,1128529920,352665600,1711603712,0.3125,0.3125,1.5166666666666666,2.5166666666666666,0.0,0.12966782251813888
2,decode,gate,1,blk.1.ffn_gate_exps.weight,31,30,240,75,1128529920,352665600,1711603712,0.3125,0.3125,1.5166666666666666,2.5166666666666666,0.0,0.12966782251813888
2,decode,down,1,blk.1.ffn_down_exps.weight,31,30,240,75,1513881600,473088000,2296053760,0.3125,0.3125,1.5166666666666666,2.5166666666666666,0.0,0.12966782251813888
2,decode,up,2,blk.2.ffn_up_exps.weight,31,30,240,101,1348730880,567590912,1775828992,0.42083333333333334,0.42083333333333334,1.3166666666666667,2.316666666666667,0.0,0.19980384104660592
2,decode,gate,2,blk.2.ffn_gate_exps.weight,31,30,240,101,1348730880,567590912,1775828992,0.42083333333333334,0.42083333333333334,1.3166666666666667,2.316666666666667,0.0,0.19980384104660592
2,decode,down,2,blk.2.ffn_down_exps.weight,31,30,240,101,1513881600,637091840,1993277440,0.42083333333333334,0.42083333333333334,1.3166666666666667,2.316666666666667,0.0,0.19980384104660592
2,decode,up,3,blk.3.ffn_up_exps.weight,31,30,240,88,1348730880,494534656,1865744384,0.36666666666666664,0.36666666666666664,1.3833333333333333,2.3833333333333333,0.0,0.16228306394328065
2,decode,gate,3,blk.3.ffn_gate_exps.weight,31,30,240,88,1348730880,494534656,1865744384,0.36666666666666664,0.36666666666666664,1.3833333333333333,2.3833333333333333,0.0,0.16228306394328065
2,decode,down,3,blk.3.ffn_down_exps.weight,31,30,240,88,1513881600,555089920,2094202880,0.36666666666666664,0.36666666666666664,1.3833333333333333,2.3833333333333333,0.0,0.16228306394328065
2,decode,up,4,blk.4.ffn_up_exps.weight,31,30,240,79,1348730880,443957248,1950040064,0.32916666666666666,0.32916666666666666,1.4458333333333333,2.4458333333333333,0.0,0.14431686762956114
2,decode,gate,4,blk.4.ffn_gate_exps.weight,31,30,240,79,1348730880,443957248,1950040064,0.32916666666666666,0.32916666666666666,1.4458333333333333,2.4458333333333333,0.0,0.14431686762956114
2,decode,down,4,blk.4.ffn_down_exps.weight,31,30,240,79,1871708160,616103936,2706178048,0.32916666666666666,0.32916666666666666,1.4458333333333333,2.4458333333333333,0.0,0.14431686762956114
2,decode,up,5,blk.5.ffn_up_exps.weight,31,30,240,58,1348730880,325943296,2135490560,0.24166666666666667,0.24166666666666667,1.5833333333333333,2.5833333333333335,0.0,0.0982617319116175
2,decode,gate,5,blk.5.ffn_gate_exps.weight,31,30,240,58,1348730880,325943296,2135490560,0.24166666666666667,0.24166666666666667,1.5833333333333333,2.5833333333333335,0.0,0.0982617319116175
2,decode,down,5,blk.5.ffn_down_exps.weight,31,30,240,58,1513881600,365854720,2396979200,0.24166666666666667,0.24166666666666667,1.5833333333333333,2.5833333333333335,0.0,0.0982617319116175
2,decode,up,6,blk.6.ffn_up_exps.weight,31,30,240,105,1348730880,590069760,1725251584,0.4375,0.4375,1.2791666666666666,2.279166666666667,0.0,0.2002992924974349
2,decode,gate,6,blk.6.ffn_gate_exps.weight,31,30,240,105,1348730880,590069760,1725251584,0.4375,0.4375,1.2791666666666666,2.279166666666667,0.0,0.2002992924974349
2,decode,up,7,blk.7.ffn_up_exps.weight,31,30,240,109,1348730880,612548608,1702772736,0.45416666666666666,0.45416666666666666,1.2625,2.2625,0.0,0.2048170336715229
2,decode,gate,7,blk.7.ffn_gate_exps.weight,31,30,240,109,1128529920,512540672,1424769024,0.45416666666666666,0.45416666666666666,1.2625,2.2625,0.0,0.2048170336715229
2,decode,up,8,blk.8.ffn_up_exps.weight,31,30,240,107,1348730880,601309184,1612857344,0.44583333333333336,0.44583333333333336,1.1958333333333333,2.1958333333333333,0.0,0.21254428406131193
2,decode,gate,8,blk.8.ffn_gate_exps.weight,31,30,240,107,1128529920,503136256,1349533696,0.44583333333333336,0.44583333333333336,1.1958333333333333,2.1958333333333333,0.0,0.21254428406131193
2,decode,up,9,blk.9.ffn_up_exps.weight,31,30,240,100,1348730880,561971200,1708392448,0.4166666666666667,0.4166666666666667,1.2666666666666666,2.2666666666666666,0.0,0.1924851083442415
2,decode,gate,9,blk.9.ffn_gate_exps.weight,31,30,240,100,1128529920,470220800,1429471232,0.4166666666666667,0.4166666666666667,1.2666666666666666,2.2666666666666666,0.0,0.1924851083442415
2,decode,up,10,blk.10.ffn_up_exps.weight,31,30,240,86,1128529920,404389888,1547026432,0.35833333333333334,0.35833333333333334,1.3708333333333333,2.370833333333333,0.0,0.162470032404243
2,decode,gate,10,blk.10.ffn_gate_exps.weight,31,30,240,86,1128529920,404389888,1547026432,0.35833333333333334,0.35833333333333334,1.3708333333333333,2.370833333333333,0.0,0.162470032404243
2,decode,up,11,blk.11.ffn_up_exps.weight,31,30,240,121,1128529920,568967168,1264893952,0.5041666666666667,0.5041666666666667,1.1208333333333333,2.120833333333333,0.0,0.24395656373210547
2,decode,gate,11,blk.11.ffn_gate_exps.weight,31,30,240,121,1128529920,568967168,1264893952,0.5041666666666667,0.5041666666666667,1.1208333333333333,2.120833333333333,0.0,0.24395656373210547
2,decode,down,11,blk.11.ffn_down_exps.weight,31,30,240,121,1513881600,763248640,1696808960,0.5041666666666667,0.5041666666666667,1.1208333333333333,2.120833333333333,0.0,0.24395656373210547
2,decode,up,12,blk.12.ffn_up_exps.weight,31,30,240,100,1128529920,470220800,1405960192,0.4166666666666667,0.4166666666666667,1.2458333333333333,2.245833333333333,0.0,0.1960708980561922
2,decode,gate,12,blk.12.ffn_gate_exps.weight,31,30,240,100,1128529920,470220800,1405960192,0.4166666666666667,0.4166666666666667,1.2458333333333333,2.245833333333333,0.0,0.1960708980561922
2,decode,down,12,blk.12.ffn_down_exps.weight,31,30,240,100,1513881600,630784000,1886044160,0.4166666666666667,0.4166666666666667,1.2458333333333333,2.245833333333333,0.0,0.1960708980561922
2,decode,up,13,blk.13.ffn_up_exps.weight,31,30,240,126,1128529920,592478208,1203765248,0.525,0.525,1.0666666666666667,2.066666666666667,0.0,0.2622762379805723
2,decode,gate,13,blk.13.ffn_gate_exps.weight,31,30,240,126,1128529920,592478208,1203765248,0.525,0.525,1.0666666666666667,2.066666666666667,0.0,0.2622762379805723
2,decode,down,13,blk.13.ffn_down_exps.weight,31,30,240,126,1513881600,794787840,1614807040,0.525,0.525,1.0666666666666667,2.066666666666667,0.0,0.2622762379805723
2,decode,up,14,blk.14.ffn_up_exps.weight,31,30,240,125,1128529920,587776000,1236680704,0.5208333333333334,0.5208333333333334,1.0958333333333334,2.095833333333333,0.0,0.2571450433524737
2,decode,gate,14,blk.14.ffn_gate_exps.weight,31,30,240,125,1348730880,702464000,1477984256,0.5208333333333334,0.5208333333333334,1.0958333333333334,2.095833333333333,0.0,0.2571450433524737
2,decode,down,14,blk.14.ffn_down_exps.weight,31,30,240,125,1513881600,788480000,1658961920,0.5208333333333334,0.5208333333333334,1.0958333333333334,2.095833333333333,0.0,0.2571450433524737
2,decode,up,15,blk.15.ffn_up_exps.weight,31,30,240,122,1128529920,573669376,1227276288,0.5083333333333333,0.5083333333333333,1.0875,2.0875,0.0,0.25796868164515224
2,decode,gate,15,blk.15.ffn_gate_exps.weight,31,30,240,122,1128529920,573669376,1227276288,0.5083333333333333,0.5083333333333333,1.0875,2.0875,0.0,0.25796868164515224
2,decode,up,16,blk.16.ffn_up_exps.weight,31,30,240,101,1128529920,474923008,1434173440,0.42083333333333334,0.42083333333333334,1.2708333333333333,2.2708333333333335,0.0,0.19448316575638558
2,decode,gate,16,blk.16.ffn_gate_exps.weight,31,30,240,101,1128529920,474923008,1434173440,0.42083333333333334,0.42083333333333334,1.2708333333333333,2.2708333333333335,0.0,0.19448316575638558
2,decode,down,16,blk.16.ffn_down_exps.weight,31,30,240,101,1871708160,787677184,2378629120,0.42083333333333334,0.42083333333333334,1.2708333333333333,2.2708333333333335,0.0,0.19448316575638558
2,decode,up,17,blk.17.ffn_up_exps.weight,31,30,240,114,1128529920,536051712,1307213824,0.475,0.475,1.1583333333333334,2.158333333333333,0.0,0.23849746782459805
2,decode,gate,17,blk.17.ffn_gate_exps.weight,31,30,240,114,1128529920,536051712,1307213824,0.475,0.475,1.1583333333333334,2.158333333333333,0.0,0.23849746782459805
2,decode,down,17,blk.17.ffn_down_exps.weight,31,30,240,114,1513881600,719093760,1753579520,0.475,0.475,1.1583333333333334,2.158333333333333,0.0,0.23849746782459805
2,decode,up,18,blk.18.ffn_up_exps.weight,31,30,240,110,1128529920,517242880,1368342528,0.4583333333333333,0.4583333333333333,1.2125,2.2125,0.0,0.21736431482174517
2,decode,gate,18,blk.18.ffn_gate_exps.weight,31,30,240,110,1128529920,517242880,1368342528,0.4583333333333333,0.4583333333333333,1.2125,2.2125,0.0,0.21736431482174517
2,decode,up,19,blk.19.ffn_up_exps.weight,31,30,240,114,1128529920,536051712,1321320448,0.475,0.475,1.1708333333333334,2.1708333333333334,0.0,0.23396215282825186
2,decode,gate,19,blk.19.ffn_gate_exps.weight,31,30,240,114,1128529920,536051712,1321320448,0.475,0.475,1.1708333333333334,2.1708333333333334,0.0,0.23396215282825186
2,decode,down,19,blk.19.ffn_down_exps.weight,31,30,240,114,1871708160,889061376,2191458304,0.475,0.475,1.1708333333333334,2.1708333333333334,0.0,0.23396215282825186
2,decode,up,20,blk.20.ffn_up_exps.weight,31,30,240,110,1128529920,517242880,1373044736,0.4583333333333333,0.4583333333333333,1.2166666666666666,2.216666666666667,0.0,0.2139471022327059
2,decode,gate,20,blk.20.ffn_gate_exps.weight,31,30,240,110,1128529920,517242880,1373044736,0.4583333333333333,0.4583333333333333,1.2166666666666666,2.216666666666667,0.0,0.2139471022327059
2,decode,down,20,blk.20.ffn_down_exps.weight,31,30,240,110,1871708160,857866240,2277244928,0.4583333333333333,0.4583333333333333,1.2166666666666666,2.216666666666667,0.0,0.2139471022327059
2,decode,up,21,blk.21.ffn_up_exps.weight,31,30,240,121,1128529920,568967168,1274298368,0.5041666666666667,0.5041666666666667,1.1291666666666667,2.129166666666667,0.0,0.24817687758864226
2,decode,gate,21,blk.21.ffn_gate_exps.weight,31,30,240,121,1128529920,568967168,1274298368,0.5041666666666667,0.5041666666666667,1.1291666666666667,2.129166666666667,0.0,0.24817687758864226
2,decode,down,21,blk.21.ffn_down_exps.weight,31,30,240,121,1871708160,943652864,2113470464,0.5041666666666667,0.5041666666666667,1.1291666666666667,2.129166666666667,0.0,0.24817687758864226
2,decode,up,22,blk.22.ffn_up_exps.weight,31,30,240,116,1128529920,545456128,1297809408,0.48333333333333334,0.48333333333333334,1.15,2.15,0.0,0.23574822236586943
2,decode,gate,22,blk.22.ffn_gate_exps.weight,31,30,240,116,1128529920,545456128,1297809408,0.48333333333333334,0.48333333333333334,1.15,2.15,0.0,0.23574822236586943
2,decode,down,22,blk.22.ffn_down_exps.weight,31,30,240,116,1871708160,904658944,2152464384,0.48333333333333334,0.48333333333333334,1.15,2.15,0.0,0.23574822236586943
2,decode,up,23,blk.23.ffn_up_exps.weight,31,30,240,101,1128529920,474923008,1457684480,0.42083333333333334,0.42083333333333334,1.2916666666666667,2.2916666666666665,0.0,0.18860518050920527
2,decode,gate,23,blk.23.ffn_gate_exps.weight,31,30,240,101,1128529920,474923008,1457684480,0.42083333333333334,0.42083333333333334,1.2916666666666667,2.2916666666666665,0.0,0.18860518050920527
2,decode,down,23,blk.23.ffn_down_exps.weight,31,30,240,101,1871708160,787677184,2417623040,0.42083333333333334,0.42083333333333334,1.2916666666666667,2.2916666666666665,0.0,0.18860518050920527
2,decode,up,24,blk.24.ffn_up_exps.weight,31,30,240,86,1128529920,404389888,1537622016,0.35833333333333334,0.35833333333333334,1.3625,2.3625,0.0,0.15877028324447226
2,decode,gate,24,blk.24.ffn_gate_exps.weight,31,30,240,86,1128529920,404389888,1537622016,0.35833333333333334,0.35833333333333334,1.3625,2.3625,0.0,0.15877028324447226
2,decode,down,24,blk.24.ffn_down_exps.weight,31,30,240,86,1871708160,670695424,2550202368,0.35833333333333334,0.35833333333333334,1.3625,2.3625,0.0,0.15877028324447226
2,decode,up,25,blk.25.ffn_up_exps.weight,31,30,240,101,1128529920,474923008,1415364608,0.42083333333333334,0.42083333333333334,1.2541666666666667,2.254166666666667,0.0,0.19749091608998734
2,decode,gate,25,blk.25.ffn_gate_exps.weight,31,30,240,101,1128529920,474923008,1415364608,0.42083333333333334,0.42083333333333334,1.2541666666666667,2.254166666666667,0.0,0.19749091608998734
2,decode,down,25,blk.25.ffn_down_exps.weight,31,30,240,101,1871708160,787677184,2347433984,0.42083333333333334,0.42083333333333334,1.2541666666666667,2.254166666666667,0.0,0.19749091608998734
2,decode,up,26,blk.26.ffn_up_exps.weight,31,30,240,107,1128529920,503136256,1368342528,0.44583333333333336,0.44583333333333336,1.2125,2.2125,0.0,0.20711251911716305
2,decode,gate,26,blk.26.ffn_gate_exps.weight,31,30,240,107,1128529920,503136256,1368342528,0.44583333333333336,0.44583333333333336,1.2125,2.2125,0.0,0.20711251911716305
2,decode,down,26,blk.26.ffn_down_exps.weight,31,30,240,107,1871708160,834469888,2269446144,0.44583333333333336,0.44583333333333336,1.2125,2.2125,0.0,0.20711251911716305
2,decode,up,27,blk.27.ffn_up_exps.weight,31,30,240,104,1128529920,489029632,1410662400,0.43333333333333335,0.43333333333333335,1.25,2.25,0.0,0.2004283348517095
2,decode,gate,27,blk.27.ffn_gate_exps.weight,31,30,240,104,1128529920,489029632,1410662400,0.43333333333333335,0.43333333333333335,1.25,2.25,0.0,0.2004283348517095
2,decode,down,27,blk.27.ffn_down_exps.weight,31,30,240,104,1513881600,656015360,1892352000,0.43333333333333335,0.43333333333333335,1.25,2.25,0.0,0.2004283348517095
2,decode,up,28,blk.28.ffn_up_exps.weight,31,30,240,84,1128529920,394985472,1570537472,0.35,0.35,1.3916666666666666,2.3916666666666666,0.0,0.14931290086475843
2,decode,gate,28,blk.28.ffn_gate_exps.weight,31,30,240,84,1348730880,472055808,1876983808,0.35,0.35,1.3916666666666666,2.3916666666666666,0.0,0.14931290086475843
2,decode,down,28,blk.28.ffn_down_exps.weight,31,30,240,84,1513881600,529858560,2106818560,0.35,0.35,1.3916666666666666,2.3916666666666666,0.0,0.14931290086475843
2,decode,up,29,blk.29.ffn_up_exps.weight,31,30,240,82,1128529920,385581056,1626963968,0.3416666666666667,0.3416666666666667,1.4416666666666667,2.441666666666667,0.0,0.14721413394888966
2,decode,gate,29,blk.29.ffn_gate_exps.weight,31,30,240,82,1348730880,460816384,1944420352,0.3416666666666667,0.3416666666666667,1.4416666666666667,2.441666666666667,0.0,0.14721413394888966
2,decode,down,29,blk.29.ffn_down_exps.weight,31,30,240,82,1513881600,517242880,2182512640,0.3416666666666667,0.3416666666666667,1.4416666666666667,2.441666666666667,0.0,0.14721413394888966
2,decode,up,30,blk.30.ffn_up_exps.weight,31,30,240,107,1128529920,503136256,1368342528,0.44583333333333336,0.44583333333333336,1.2125,2.2125,0.0,0.21863665717380892
2,decode,gate,30,blk.30.ffn_gate_exps.weight,31,30,240,107,1348730880,601309184,1635336192,0.44583333333333336,0.44583333333333336,1.2125,2.2125,0.0,0.21863665717380892
2,decode,down,30,blk.30.ffn_down_exps.weight,31,30,240,107,1513881600,674938880,1835581440,0.44583333333333336,0.44583333333333336,1.2125,2.2125,0.0,0.21863665717380892
2,decode,up,31,blk.31.ffn_up_exps.weight,31,30,240,105,1128529920,493731840,1373044736,0.4375,0.4375,1.2166666666666666,2.216666666666667,0.0,0.20649610136452243
2,decode,gate,31,blk.31.ffn_gate_exps.weight,31,30,240,105,1348730880,590069760,1640955904,0.4375,0.4375,1.2166666666666666,2.216666666666667,0.0,0.20649610136452243
2,decode,down,31,blk.31.ffn_down_exps.weight,31,30,240,105,1513881600,662323200,1841889280,0.4375,0.4375,1.2166666666666666,2.216666666666667,0.0,0.20649610136452243
2,decode,up,32,blk.32.ffn_up_exps.weight,31,30,240,102,1128529920,479625216,1415364608,0.425,0.425,1.2541666666666667,2.254166666666667,0.0,0.19808691924403996
2,decode,gate,32,blk.32.ffn_gate_exps.weight,31,30,240,102,1348730880,573210624,1691533312,0.425,0.425,1.2541666666666667,2.254166666666667,0.0,0.19808691924403996
2,decode,down,32,blk.32.ffn_down_exps.weight,31,30,240,102,1513881600,643399680,1898659840,0.425,0.425,1.2541666666666667,2.254166666666667,0.0,0.19808691924403996
2,decode,up,33,blk.33.ffn_up_exps.weight,31,30,240,105,1128529920,493731840,1349533696,0.4375,0.4375,1.1958333333333333,2.1958333333333333,0.0,0.20990424851492964
2,decode,gate,33,blk.33.ffn_gate_exps.weight,31,30,240,105,1348730880,590069760,1612857344,0.4375,0.4375,1.1958333333333333,2.1958333333333333,0.0,0.20990424851492964
2,decode,down,33,blk.33.ffn_down_exps.weight,31,30,240,105,1513881600,662323200,1810350080,0.4375,0.4375,1.1958333333333333,2.1958333333333333,0.0,0.20990424851492964
2,decode,up,34,blk.34.ffn_up_exps.weight,31,30,240,113,1128529920,531349504,1297809408,0.4708333333333333,0.4708333333333333,1.15,2.15,0.0,0.23023146100545475
2,decode,gate,34,blk.34.ffn_gate_exps.weight,31,30,240,113,1348730880,635027456,1551040512,0.4708333333333333,0.4708333333333333,1.15,2.15,0.0,0.23023146100545475
2,decode,down,34,blk.34.ffn_down_exps.weight,31,30,240,113,1513881600,712785920,1740963840,0.4708333333333333,0.4708333333333333,1.15,2.15,0.0,0.23023146100545475
2,decode,up,35,blk.35.ffn_up_exps.weight,31,30,240,127,1128529920,597180416,1189658624,0.5291666666666667,0.5291666666666667,1.0541666666666667,2.0541666666666667,0.0,0.26830620259799837
2,decode,gate,35,blk.35.ffn_gate_exps.weight,31,30,240,127,1348730880,713703424,1421787136,0.5291666666666667,0.5291666666666667,1.0541666666666667,2.0541666666666667,0.0,0.26830620259799837
2,decode,down,35,blk.35.ffn_down_exps.weight,31,30,240,127,1513881600,801095680,1595883520,0.5291666666666667,0.5291666666666667,1.0541666666666667,2.0541666666666667,0.0,0.26830620259799837
2,decode,up,36,blk.36.ffn_up_exps.weight,31,30,240,109,1128529920,512540672,1335427072,0.45416666666666666,0.45416666666666666,1.1833333333333333,2.183333333333333,0.0,0.22185035710190512
2,decode,gate,36,blk.36.ffn_gate_exps.weight,31,30,240,109,1348730880,612548608,1595998208,0.45416666666666666,0.45416666666666666,1.1833333333333333,2.183333333333333,0.0,0.22185035710190512
2,decode,down,36,blk.36.ffn_down_exps.weight,31,30,240,109,1513881600,687554560,1791426560,0.45416666666666666,0.45416666666666666,1.1833333333333333,2.183333333333333,0.0,0.22185035710190512
2,decode,up,37,blk.37.ffn_up_exps.weight,31,30,240,133,1128529920,625393664,1105018880,0.5541666666666667,0.5541666666666667,0.9791666666666666,1.9791666666666667,0.0,0.2960352555940791
2,decode,gate,37,blk.37.ffn_gate_exps.weight,31,30,240,133,1348730880,747421696,1320632320,0.5541666666666667,0.5541666666666667,0.9791666666666666,1.9791666666666667,0.0,0.2960352555940791
2,decode,down,37,blk.37.ffn_down_exps.weight,31,30,240,133,1513881600,838942720,1482342400,0.5541666666666667,0.5541666666666667,0.9791666666666666,1.9791666666666667,0.0,0.2960352555940791
2,decode,up,38,blk.38.ffn_up_exps.weight,31,30,240,127,1128529920,597180416,1156743168,0.5291666666666667,0.5291666666666667,1.025,2.025,0.0,0.2676367042543514
2,decode,gate,38,blk.38.ffn_gate_exps.weight,31,30,240,127,1348730880,713703424,1382449152,0.5291666666666667,0.5291666666666667,1.025,2.025,0.0,0.2676367042543514
2,decode,down,38,blk.38.ffn_down_exps.weight,31,30,240,127,1513881600,801095680,1551728640,0.5291666666666667,0.5291666666666667,1.025,2.025,0.0,0.2676367042543514
2,decode,up,39,blk.39.ffn_up_exps.weight,31,30,240,134,1128529920,630095872,1100316672,0.5583333333333333,0.5583333333333333,0.975,1.975,0.0,0.30071636954376896
2,decode,gate,39,blk.39.ffn_gate_exps.weight,31,30,240,134,1348730880,753041408,1315012608,0.5583333333333333,0.5583333333333333,0.975,1.975,0.0,0.30071636954376896
2,decode,down,39,blk.39.ffn_down_exps.weight,31,30,240,134,1513881600,845250560,1476034560,0.5583333333333333,0.5583333333333333,0.975,1.975,0.0,0.30071636954376896
2,decode,up,40,blk.40.ffn_up_exps.weight,31,30,240,144,1128529920,677117952,1025081344,0.6,0.6,0.9083333333333333,1.9083333333333334,0.0,0.3387536809595632
2,decode,gate,40,blk.40.ffn_gate_exps.weight,31,30,240,144,1348730880,809238528,1225097216,0.6,0.6,0.9083333333333333,1.9083333333333334,0.0,0.3387536809595632
2,decode,down,40,blk.40.ffn_down_exps.weight,31,30,240,144,1513881600,908328960,1375109120,0.6,0.6,0.9083333333333333,1.9083333333333334,0.0,0.3387536809595632
2,decode,up,41,blk.41.ffn_up_exps.weight,31,30,240,136,1128529920,639500288,1025081344,0.5666666666666667,0.5666666666666667,0.9083333333333333,1.9083333333333334,0.0,0.30927642404035605
2,decode,gate,41,blk.41.ffn_gate_exps.weight,31,30,240,136,1348730880,764280832,1225097216,0.5666666666666667,0.5666666666666667,0.9083333333333333,1.9083333333333334,0.0,0.30927642404035605
2,decode,down,41,blk.41.ffn_down_exps.weight,31,30,240,136,1513881600,857866240,1375109120,0.5666666666666667,0.5666666666666667,0.9083333333333333,1.9083333333333334,0.0,0.30927642404035605
2,decode,up,42,blk.42.ffn_up_exps.weight,31,30,240,138,1128529920,648904704,1048592384,0.575,0.575,0.9291666666666667,1.9291666666666667,0.0,0.3089891127391128
2,decode,gate,42,blk.42.ffn_gate_exps.weight,31,30,240,138,1348730880,775520256,1253195776,0.575,0.575,0.9291666666666667,1.9291666666666667,0.0,0.3089891127391128
