depth,mode,kind,layer,tensor,calls,transitions,actual_events,covered_events,actual_bytes,covered_bytes,false_bytes,event_coverage,byte_coverage,false_prefetch_ratio,net_byte_multiplier,exact_repeat_rate,avg_jaccard
1,decode,down,45,blk.45.ffn_down_exps.weight,31,30,240,129,1513881600,813711360,700170240,0.5375,0.5375,0.4625,1.4625,0.0,0.3834373034373033
1,decode,up,46,blk.46.ffn_up_exps.weight,31,30,240,127,1128529920,597180416,531349504,0.5291666666666667,0.5291666666666667,0.4708333333333333,1.4708333333333334,0.0,0.38169978169978164
1,decode,gate,46,blk.46.ffn_gate_exps.weight,31,30,240,127,1348730880,713703424,635027456,0.5291666666666667,0.5291666666666667,0.4708333333333333,1.4708333333333334,0.0,0.38169978169978164
1,decode,down,46,blk.46.ffn_down_exps.weight,31,30,240,127,1513881600,801095680,712785920,0.5291666666666667,0.5291666666666667,0.4708333333333333,1.4708333333333334,0.0,0.38169978169978164
1,decode,up,47,blk.47.ffn_up_exps.weight,31,30,240,124,1128529920,583073792,545456128,0.5166666666666667,0.5166666666666667,0.48333333333333334,1.4833333333333334,0.0,0.35749583749583747
1,decode,gate,47,blk.47.ffn_gate_exps.weight,31,30,240,124,1348730880,696844288,651886592,0.5166666666666667,0.5166666666666667,0.48333333333333334,1.4833333333333334,0.0,0.35749583749583747
1,decode,down,47,blk.47.ffn_down_exps.weight,31,30,240,124,1513881600,782172160,731709440,0.5166666666666667,0.5166666666666667,0.48333333333333334,1.4833333333333334,0.0,0.35749583749583747
1,decode,up,48,blk.48.ffn_up_exps.weight,31,30,240,90,1128529920,423198720,705331200,0.375,0.375,0.625,1.625,0.0,0.24382950382950383
1,decode,gate,48,blk.48.ffn_gate_exps.weight,31,30,240,90,1348730880,505774080,842956800,0.375,0.375,0.625,1.625,0.0,0.24382950382950383
1,decode,down,48,blk.48.ffn_down_exps.weight,31,30,240,90,1513881600,567705600,946176000,0.375,0.375,0.625,1.625,0.0,0.24382950382950383
1,decode,up,49,blk.49.ffn_up_exps.weight,31,30,240,112,1128529920,526647296,601882624,0.4666666666666667,0.4666666666666667,0.5333333333333333,1.5333333333333334,0.0,0.32048396048396044
1,decode,gate,49,blk.49.ffn_gate_exps.weight,31,30,240,112,1348730880,629407744,719323136,0.4666666666666667,0.4666666666666667,0.5333333333333333,1.5333333333333334,0.0,0.32048396048396044
1,decode,down,49,blk.49.ffn_down_exps.weight,31,30,240,112,1513881600,706478080,807403520,0.4666666666666667,0.4666666666666667,0.5333333333333333,1.5333333333333334,0.0,0.32048396048396044
1,decode,up,50,blk.50.ffn_up_exps.weight,31,30,240,102,1128529920,479625216,648904704,0.425,0.425,0.575,1.575,0.0,0.2880726680726681
1,decode,gate,50,blk.50.ffn_gate_exps.weight,31,30,240,102,1348730880,573210624,775520256,0.425,0.425,0.575,1.575,0.0,0.2880726680726681
1,decode,down,50,blk.50.ffn_down_exps.weight,31,30,240,102,1513881600,643399680,870481920,0.425,0.425,0.575,1.575,0.0,0.2880726680726681
