seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
1,20.140,preload_load,blk.3.ffn_down_exps.weight,60,4816896,0,1,0,20.139
2,21.088,preload_load,blk.3.ffn_down_exps.weight,133,4816896,0,1,0,0.936
3,22.231,preload_load,blk.3.ffn_down_exps.weight,2,4816896,0,1,0,1.141
4,22.899,preload_load,blk.3.ffn_down_exps.weight,179,4816896,0,1,0,0.667
5,23.530,preload_load,blk.3.ffn_down_exps.weight,200,4816896,0,1,0,0.629
6,24.270,preload_load,blk.3.ffn_down_exps.weight,210,4816896,0,1,0,0.739
7,25.200,preload_load,blk.3.ffn_down_exps.weight,52,4816896,0,1,0,0.928
8,25.863,preload_load,blk.3.ffn_down_exps.weight,73,4816896,0,1,0,0.662
9,26.861,preload_load,blk.3.ffn_gate_exps.weight,60,4030464,0,1,0,0.491
10,27.345,preload_load,blk.3.ffn_gate_exps.weight,133,4030464,0,1,0,0.481
11,27.838,preload_load,blk.3.ffn_gate_exps.weight,2,4030464,0,1,0,0.491
12,28.311,preload_load,blk.3.ffn_gate_exps.weight,179,4030464,0,1,0,0.472
13,28.789,preload_load,blk.3.ffn_gate_exps.weight,200,4030464,0,1,0,0.476
14,29.265,preload_load,blk.3.ffn_gate_exps.weight,210,4030464,0,1,0,0.475
15,29.745,preload_load,blk.3.ffn_gate_exps.weight,52,4030464,0,1,0,0.478
16,30.211,preload_load,blk.3.ffn_gate_exps.weight,73,4030464,0,1,0,0.465
17,30.866,preload_load,blk.3.ffn_up_exps.weight,60,4030464,0,1,0,0.452
18,31.301,preload_load,blk.3.ffn_up_exps.weight,133,4030464,0,1,0,0.434
19,31.746,preload_load,blk.3.ffn_up_exps.weight,2,4030464,0,1,0,0.443
20,32.205,preload_load,blk.3.ffn_up_exps.weight,179,4030464,0,1,0,0.458
21,32.667,preload_load,blk.3.ffn_up_exps.weight,200,4030464,0,1,0,0.461
22,33.124,preload_load,blk.3.ffn_up_exps.weight,210,4030464,0,1,0,0.455
23,33.578,preload_load,blk.3.ffn_up_exps.weight,52,4030464,0,1,0,0.453
24,34.044,preload_load,blk.3.ffn_up_exps.weight,73,4030464,0,1,0,0.464
25,34.378,mark_ready,,-1,0,0,0,0,0.000
26,35.626,mark_submit,,-1,0,0,0,0,0.000
27,257.313,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
28,257.314,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
