2026-07-07T21:54:00+00:00,307, 31803
2026-07-07T21:54:01+00:00,307, 31803
2026-07-07T21:54:01+00:00,307, 31803
2026-07-07T21:54:02+00:00,307, 31803
2026-07-07T21:54:03+00:00,307, 31803
2026-07-07T21:54:03+00:00,307, 31803
2026-07-07T21:54:04+00:00,307, 31803
2026-07-07T21:54:04+00:00,307, 31803
2026-07-07T21:54:05+00:00,307, 31803
2026-07-07T21:54:05+00:00,307, 31803
2026-07-07T21:54:06+00:00,307, 31803
2026-07-07T21:54:06+00:00,307, 31803
2026-07-07T21:54:07+00:00,307, 31803
2026-07-07T21:54:08+00:00,307, 31803
2026-07-07T21:54:08+00:00,307, 31803
2026-07-07T21:54:09+00:00,307, 31803
2026-07-07T21:54:09+00:00,307, 31803
2026-07-07T21:54:10+00:00,307, 31803
2026-07-07T21:54:10+00:00,327, 31783
2026-07-07T21:54:11+00:00,813, 31297
2026-07-07T21:54:12+00:00,11967, 20143
2026-07-07T21:54:12+00:00,11967, 20143
2026-07-07T21:54:13+00:00,11967, 20143
2026-07-07T21:54:13+00:00,11967, 20143
2026-07-07T21:54:14+00:00,11967, 20143
2026-07-07T21:54:14+00:00,11967, 20143
2026-07-07T21:54:15+00:00,11967, 20143
2026-07-07T21:54:15+00:00,11967, 20143
2026-07-07T21:54:16+00:00,11967, 20143
2026-07-07T21:54:17+00:00,11967, 20143
2026-07-07T21:54:17+00:00,11967, 20143
2026-07-07T21:54:18+00:00,11967, 20143
2026-07-07T21:54:18+00:00,11967, 20143
2026-07-07T21:54:19+00:00,11967, 20143
2026-07-07T21:54:19+00:00,11967, 20143
2026-07-07T21:54:20+00:00,11967, 20143
2026-07-07T21:54:21+00:00,11967, 20143
2026-07-07T21:54:21+00:00,11967, 20143
2026-07-07T21:54:22+00:00,11967, 20143
2026-07-07T21:54:22+00:00,11967, 20143
2026-07-07T21:54:23+00:00,16135, 15975
2026-07-07T21:54:23+00:00,16221, 15889
2026-07-07T21:54:24+00:00,16223, 15887
2026-07-07T21:54:24+00:00,16223, 15887
2026-07-07T21:54:25+00:00,16223, 15887
2026-07-07T21:54:25+00:00,16223, 15887
2026-07-07T21:54:26+00:00,16223, 15887
2026-07-07T21:54:27+00:00,16223, 15887
2026-07-07T21:54:27+00:00,16223, 15887
2026-07-07T21:54:28+00:00,16223, 15887
2026-07-07T21:54:28+00:00,16223, 15887
2026-07-07T21:54:29+00:00,16223, 15887
2026-07-07T21:54:29+00:00,16223, 15887
2026-07-07T21:54:30+00:00,16223, 15887
2026-07-07T21:54:31+00:00,16223, 15887
2026-07-07T21:54:31+00:00,16223, 15887
2026-07-07T21:54:32+00:00,16223, 15887
2026-07-07T21:54:32+00:00,16223, 15887
2026-07-07T21:54:33+00:00,16223, 15887
2026-07-07T21:54:33+00:00,16223, 15887
2026-07-07T21:54:34+00:00,16223, 15887
2026-07-07T21:54:34+00:00,16223, 15887
2026-07-07T21:54:35+00:00,16223, 15887
2026-07-07T21:54:35+00:00,16223, 15887
2026-07-07T21:54:36+00:00,16223, 15887
2026-07-07T21:54:36+00:00,16223, 15887
2026-07-07T21:54:37+00:00,16223, 15887
2026-07-07T21:54:38+00:00,16223, 15887
2026-07-07T21:54:38+00:00,16223, 15887
2026-07-07T21:54:39+00:00,16223, 15887
2026-07-07T21:54:40+00:00,16223, 15887
2026-07-07T21:54:40+00:00,16223, 15887
2026-07-07T21:54:41+00:00,16223, 15887
2026-07-07T21:54:41+00:00,16223, 15887
2026-07-07T21:54:42+00:00,16223, 15887
2026-07-07T21:54:42+00:00,16223, 15887
2026-07-07T21:54:43+00:00,16223, 15887
2026-07-07T21:54:43+00:00,16223, 15887
2026-07-07T21:54:44+00:00,16223, 15887
2026-07-07T21:54:45+00:00,16223, 15887
2026-07-07T21:54:45+00:00,16223, 15887
2026-07-07T21:54:46+00:00,16221, 15889
2026-07-07T21:54:46+00:00,16221, 15889
2026-07-07T21:54:47+00:00,16223, 15887
2026-07-07T21:54:47+00:00,16223, 15887
2026-07-07T21:54:48+00:00,16223, 15887
2026-07-07T21:54:48+00:00,16223, 15887
2026-07-07T21:54:49+00:00,16223, 15887
2026-07-07T21:54:49+00:00,16223, 15887
2026-07-07T21:54:50+00:00,16223, 15887
2026-07-07T21:54:51+00:00,16223, 15887
2026-07-07T21:54:51+00:00,16223, 15887
2026-07-07T21:54:52+00:00,16223, 15887
2026-07-07T21:54:52+00:00,16223, 15887
2026-07-07T21:54:53+00:00,16223, 15887
2026-07-07T21:54:53+00:00,16223, 15887
2026-07-07T21:54:54+00:00,16223, 15887
2026-07-07T21:54:54+00:00,16223, 15887
2026-07-07T21:54:55+00:00,16223, 15887
2026-07-07T21:54:56+00:00,16223, 15887
2026-07-07T21:54:56+00:00,16223, 15887
2026-07-07T21:54:57+00:00,16223, 15887
2026-07-07T21:54:57+00:00,16223, 15887
2026-07-07T21:54:58+00:00,16223, 15887
2026-07-07T21:54:59+00:00,16223, 15887
2026-07-07T21:54:59+00:00,16223, 15887
2026-07-07T21:55:00+00:00,16223, 15887
2026-07-07T21:55:00+00:00,16223, 15887
2026-07-07T21:55:01+00:00,16223, 15887
2026-07-07T21:55:01+00:00,16223, 15887
2026-07-07T21:55:02+00:00,16223, 15887
2026-07-07T21:55:03+00:00,16223, 15887
2026-07-07T21:55:03+00:00,16223, 15887
2026-07-07T21:55:04+00:00,16223, 15887
2026-07-07T21:55:04+00:00,16223, 15887
2026-07-07T21:55:05+00:00,16223, 15887
2026-07-07T21:55:05+00:00,16223, 15887
2026-07-07T21:55:06+00:00,16223, 15887
