seq,layer,row,rank,expert_idx,weight,sort_score,logit,bias,topk_tensor,weights_tensor
9213,70,12,4,239,0.38331157,16.3539124,-0.475515723,15.9706001,ffn_moe_topk-70,ffn_moe_weights-70
9214,70,12,5,146,0.292977303,16.3066082,-0.880967617,16.0136318,ffn_moe_topk-70,ffn_moe_weights-70
9215,70,12,6,67,0.201696306,16.2362843,-1.37572598,16.0345879,ffn_moe_topk-70,ffn_moe_weights-70
9216,70,12,7,207,0.186818764,16.2174206,-1.47081494,16.0306015,ffn_moe_topk-70,ffn_moe_weights-70
9217,70,13,0,180,0.69009012,16.7286682,0.800540626,16.038578,ffn_moe_topk-70,ffn_moe_weights-70
9218,70,13,1,113,0.587231815,16.6078205,0.352533579,16.0205879,ffn_moe_topk-70,ffn_moe_weights-70
9219,70,13,2,163,0.33991614,16.3435097,-0.663667977,16.0035934,ffn_moe_topk-70,ffn_moe_weights-70
9220,70,13,3,39,0.271866083,16.3104439,-0.985175371,16.038578,ffn_moe_topk-70,ffn_moe_weights-70
9221,70,13,4,35,0.0690901577,16.1106682,-2.60075021,16.0415783,ffn_moe_topk-70,ffn_moe_weights-70
9222,70,13,5,225,0.142125621,16.1097412,-1.79774642,15.9676151,ffn_moe_topk-70,ffn_moe_weights-70
9223,70,13,6,68,0.0759108514,16.103508,-2.49924898,16.0275974,ffn_moe_topk-70,ffn_moe_weights-70
9224,70,13,7,45,0.0673806444,16.0989799,-2.62763929,16.031599,ffn_moe_topk-70,ffn_moe_weights-70
9225,70,14,0,189,0.906137526,16.940712,2.26736045,16.0345745,ffn_moe_topk-70,ffn_moe_weights-70
9226,70,14,1,225,0.347540677,16.315155,-0.629867077,15.9676151,ffn_moe_topk-70,ffn_moe_weights-70
9227,70,14,2,239,0.264343262,16.2349434,-1.02351511,15.9706001,ffn_moe_topk-70,ffn_moe_weights-70
9228,70,14,3,218,0.303656697,16.2342567,-0.829944909,15.9305992,ffn_moe_topk-70,ffn_moe_weights-70
9229,70,14,4,113,0.184297144,16.2048855,-1.48750079,16.0205879,ffn_moe_topk-70,ffn_moe_weights-70
9230,70,14,5,131,0.173498228,16.1960888,-1.56103456,16.0225906,ffn_moe_topk-70,ffn_moe_weights-70
9231,70,14,6,220,0.218357444,16.181036,-1.27526426,15.9626789,ffn_moe_topk-70,ffn_moe_weights-70
9232,70,14,7,213,0.120225236,16.1747818,-1.99029899,16.0545559,ffn_moe_topk-70,ffn_moe_weights-70
9233,70,15,0,64,0.707015455,16.7475853,0.88093257,16.0405693,ffn_moe_topk-70,ffn_moe_weights-70
9234,70,15,1,189,0.56140089,16.5959759,0.246849403,16.0345745,ffn_moe_topk-70,ffn_moe_weights-70
9235,70,15,2,181,0.543851197,16.5734596,0.17585665,16.0296078,ffn_moe_topk-70,ffn_moe_weights-70
9236,70,15,3,35,0.345425367,16.3870029,-0.639208972,16.0415783,ffn_moe_topk-70,ffn_moe_weights-70
9237,70,15,4,183,0.316869467,16.3434696,-0.768196106,16.0265999,ffn_moe_topk-70,ffn_moe_weights-70
9238,70,15,5,34,0.251476437,16.289072,-1.09075332,16.0375957,ffn_moe_topk-70,ffn_moe_weights-70
9239,70,15,6,146,0.274274349,16.2879066,-0.973043084,16.0136318,ffn_moe_topk-70,ffn_moe_weights-70
9240,70,15,7,123,0.244565368,16.269186,-1.1278106,16.0246201,ffn_moe_topk-70,ffn_moe_weights-70
9241,70,16,0,34,0.624258161,16.6618538,0.507661641,16.0375957,ffn_moe_topk-70,ffn_moe_weights-70
9242,70,16,1,64,0.547774255,16.5883427,0.191681743,16.0405693,ffn_moe_topk-70,ffn_moe_weights-70
9243,70,16,2,35,0.291180134,16.3327579,-0.889659286,16.0415783,ffn_moe_topk-70,ffn_moe_weights-70
9244,70,16,3,183,0.301749587,16.3283501,-0.838980317,16.0265999,ffn_moe_topk-70,ffn_moe_weights-70
9245,70,16,4,213,0.1777042,16.2322598,-1.5319798,16.0545559,ffn_moe_topk-70,ffn_moe_weights-70
9246,70,16,5,149,0.17391327,16.2274704,-1.55814302,16.0535564,ffn_moe_topk-70,ffn_moe_weights-70
9247,70,16,6,225,0.251736969,16.2193527,-1.08936965,15.9676151,ffn_moe_topk-70,ffn_moe_weights-70
9248,70,16,7,239,0.238445938,16.2090454,-1.16121852,15.9706001,ffn_moe_topk-70,ffn_moe_weights-70
9249,71,0,0,20,0.62773174,15.4280567,0.522498012,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9250,71,0,1,34,0.0340725183,14.8433762,-3.34459782,14.8093033,ffn_moe_topk-71,ffn_moe_weights-71
9251,71,0,2,236,0.0638969988,14.8422155,-2.68445301,14.7783184,ffn_moe_topk-71,ffn_moe_weights-71
9252,71,0,3,110,0.00422892114,14.839529,-5.46157074,14.8353004,ffn_moe_topk-71,ffn_moe_weights-71
9253,71,0,4,123,0.0170243252,14.839324,-4.0559411,14.8223,ffn_moe_topk-71,ffn_moe_weights-71
9254,71,0,5,95,0.00388222327,14.8391829,-5.5474577,14.8353004,ffn_moe_topk-71,ffn_moe_weights-71
9255,71,0,6,28,0.00833738688,14.8386383,-4.77863312,14.8303013,ffn_moe_topk-71,ffn_moe_weights-71
9256,71,0,7,217,0.0142442305,14.8375473,-4.23705673,14.8233032,ffn_moe_topk-71,ffn_moe_weights-71
9257,71,1,0,26,0.558275998,15.3625879,0.234168127,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9258,71,1,1,155,0.564558744,15.3338537,0.259684622,14.7692947,ffn_moe_topk-71,ffn_moe_weights-71
9259,71,1,2,20,0.312614948,15.1129408,-0.787922263,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9260,71,1,3,152,0.271040529,15.0553732,-0.989349782,14.7843323,ffn_moe_topk-71,ffn_moe_weights-71
9261,71,1,4,190,0.242685869,15.0400019,-1.13801026,14.7973156,ffn_moe_topk-71,ffn_moe_weights-71
9262,71,1,5,138,0.210456043,15.0147715,-1.32217872,14.8043156,ffn_moe_topk-71,ffn_moe_weights-71
9263,71,1,6,14,0.206406772,15.0097303,-1.34672213,14.8033237,ffn_moe_topk-71,ffn_moe_weights-71
9264,71,1,7,90,0.203318268,15.0056314,-1.36568272,14.8023129,ffn_moe_topk-71,ffn_moe_weights-71
9265,71,2,0,10,0.99106288,15.785388,4.70857143,14.7943249,ffn_moe_topk-71,ffn_moe_weights-71
9266,71,2,1,26,0.438448161,15.2427597,-0.247462466,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9267,71,2,2,123,0.174659029,14.9969587,-1.55296087,14.8223,ffn_moe_topk-71,ffn_moe_weights-71
9268,71,2,3,20,0.157942086,14.9582672,-1.67362034,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9269,71,2,4,155,0.173483953,14.9427786,-1.56113434,14.7692947,ffn_moe_topk-71,ffn_moe_weights-71
9270,71,2,5,42,0.142332673,14.9416666,-1.79604912,14.7993336,ffn_moe_topk-71,ffn_moe_weights-71
9271,71,2,6,61,0.140095189,14.9394112,-1.8144995,14.7993164,ffn_moe_topk-71,ffn_moe_weights-71
9272,71,2,7,14,0.134326294,14.9376497,-1.86323607,14.8033237,ffn_moe_topk-71,ffn_moe_weights-71
9273,71,3,0,18,0.92662704,15.7239504,2.53599572,14.7973232,ffn_moe_topk-71,ffn_moe_weights-71
9274,71,3,1,26,0.56574434,15.3700562,0.264508635,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9275,71,3,2,10,0.527162969,15.3214874,0.108758897,14.7943249,ffn_moe_topk-71,ffn_moe_weights-71
9276,71,3,3,246,0.290156841,15.0804729,-0.894622445,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9277,71,3,4,123,0.242995292,15.0652952,-1.13632727,14.8223,ffn_moe_topk-71,ffn_moe_weights-71
9278,71,3,5,14,0.23320283,15.0365267,-1.1903137,14.8033237,ffn_moe_topk-71,ffn_moe_weights-71
9279,71,3,6,121,0.237739936,15.0290546,-1.16511047,14.7913151,ffn_moe_topk-71,ffn_moe_weights-71
9280,71,3,7,167,0.222941682,14.99928,-1.24860513,14.7763386,ffn_moe_topk-71,ffn_moe_weights-71
9281,71,4,0,26,0.946969509,15.7512817,2.88240051,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9282,71,4,1,246,0.604995012,15.3953104,0.426321656,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9283,71,4,2,140,0.382084131,15.1973991,-0.48071152,14.8153152,ffn_moe_topk-71,ffn_moe_weights-71
9284,71,4,3,88,0.29108268,15.0544167,-0.890131593,14.7633343,ffn_moe_topk-71,ffn_moe_weights-71
9285,71,4,4,76,0.223802224,15.018116,-1.2436446,14.7943134,ffn_moe_topk-71,ffn_moe_weights-71
9286,71,4,5,98,0.235487252,15.0147934,-1.17758191,14.7793064,ffn_moe_topk-71,ffn_moe_weights-71
9287,71,4,6,184,0.304670691,15.0139885,-0.825154185,14.7093182,ffn_moe_topk-71,ffn_moe_weights-71
9288,71,4,7,20,0.211683095,15.0120087,-1.3148098,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9289,71,5,0,26,0.999334633,15.8036461,7.31446409,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9290,71,5,1,20,0.49499473,15.2953205,-0.0200216863,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9291,71,5,2,246,0.404770315,15.1950855,-0.385627598,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9292,71,5,3,88,0.364599526,15.1279335,-0.555455863,14.7633343,ffn_moe_topk-71,ffn_moe_weights-71
9293,71,5,4,240,0.276263177,15.0685816,-0.96307379,14.7923183,ffn_moe_topk-71,ffn_moe_weights-71
9294,71,5,5,177,0.230896994,15.0212107,-1.20325327,14.7903137,ffn_moe_topk-71,ffn_moe_weights-71
9295,71,5,6,56,0.242086381,15.0044231,-1.14127481,14.7623367,ffn_moe_topk-71,ffn_moe_weights-71
9296,71,5,7,236,0.220809832,14.9991283,-1.26095331,14.7783184,ffn_moe_topk-71,ffn_moe_weights-71
9297,71,6,0,20,0.813466012,15.6137915,1.47269094,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9298,71,6,1,245,0.723227561,15.5225515,0.960528195,14.799324,ffn_moe_topk-71,ffn_moe_weights-71
9299,71,6,2,26,0.548074305,15.3523865,0.192892894,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9300,71,6,3,143,0.33661148,15.1529169,-0.678431451,14.8163052,ffn_moe_topk-71,ffn_moe_weights-71
9301,71,6,4,151,0.306522936,15.0478373,-0.816425562,14.7413139,ffn_moe_topk-71,ffn_moe_weights-71
9302,71,6,5,246,0.238400564,15.0287161,-1.16146851,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9303,71,6,6,181,0.229857624,15.028182,-1.20911527,14.7983246,ffn_moe_topk-71,ffn_moe_weights-71
9304,71,6,7,87,0.182207108,14.9995117,-1.5014652,14.8173046,ffn_moe_topk-71,ffn_moe_weights-71
9305,71,7,0,20,0.805136859,15.6054621,1.41871464,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9306,71,7,1,238,0.627233565,15.4175587,0.520366907,14.7903252,ffn_moe_topk-71,ffn_moe_weights-71
9307,71,7,2,0,0.268165201,15.0734749,-1.00395155,14.8053093,ffn_moe_topk-71,ffn_moe_weights-71
9308,71,7,3,26,0.21209164,15.0164032,-1.31236327,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9309,71,7,4,181,0.215444818,15.0137691,-1.29241204,14.7983246,ffn_moe_topk-71,ffn_moe_weights-71
9310,71,7,5,230,0.197602302,15.0099096,-1.40134799,14.8123074,ffn_moe_topk-71,ffn_moe_weights-71
9311,71,7,6,115,0.274986386,15.0052795,-0.969468892,14.7302933,ffn_moe_topk-71,ffn_moe_weights-71
9312,71,7,7,234,0.188888863,14.9812012,-1.45724618,14.7923126,ffn_moe_topk-71,ffn_moe_weights-71
9313,71,8,0,208,0.995029211,15.8033257,5.29920626,14.8082962,ffn_moe_topk-71,ffn_moe_weights-71
9314,71,8,1,174,0.392633617,15.1709747,-0.436255276,14.7783413,ffn_moe_topk-71,ffn_moe_weights-71
9315,71,8,2,73,0.174373791,14.9806862,-1.55494094,14.8063126,ffn_moe_topk-71,ffn_moe_weights-71
9316,71,8,3,118,0.130411401,14.9187336,-1.89732611,14.7883224,ffn_moe_topk-71,ffn_moe_weights-71
9317,71,8,4,179,0.104893088,14.9092007,-2.14400148,14.8043079,ffn_moe_topk-71,ffn_moe_weights-71
9318,71,8,5,20,0.0837133899,14.8840389,-2.39293027,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9319,71,8,6,171,0.0668690503,14.8821707,-2.63580942,14.8153019,ffn_moe_topk-71,ffn_moe_weights-71
9320,71,8,7,63,0.0605446659,14.8818474,-2.74191904,14.8213024,ffn_moe_topk-71,ffn_moe_weights-71
9321,71,9,0,60,0.979124725,15.7844362,3.84809279,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9322,71,9,1,73,0.805949688,15.6122627,1.42390382,14.8063126,ffn_moe_topk-71,ffn_moe_weights-71
9323,71,9,2,251,0.680389524,15.4306717,0.755562365,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9324,71,9,3,137,0.481420845,15.2887421,-0.0743509904,14.8073215,ffn_moe_topk-71,ffn_moe_weights-71
9325,71,9,4,34,0.264975548,15.0742788,-1.02026618,14.8093033,ffn_moe_topk-71,ffn_moe_weights-71
9326,71,9,5,208,0.228503689,15.0367994,-1.21677947,14.8082962,ffn_moe_topk-71,ffn_moe_weights-71
9327,71,9,6,94,0.244570985,15.0139017,-1.1277802,14.769331,ffn_moe_topk-71,ffn_moe_weights-71
9328,71,9,7,116,0.217524409,14.9838667,-1.28015172,14.7663422,ffn_moe_topk-71,ffn_moe_weights-71
9329,71,10,0,246,0.981525183,15.771841,3.9726994,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9330,71,10,1,73,0.781279564,15.5875921,1.27313852,14.8063126,ffn_moe_topk-71,ffn_moe_weights-71
9331,71,10,2,251,0.609845877,15.3601284,0.446664512,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9332,71,10,3,60,0.505172908,15.3104839,0.0206923168,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9333,71,10,4,94,0.290005833,15.0593367,-0.895355761,14.769331,ffn_moe_topk-71,ffn_moe_weights-71
9334,71,10,5,162,0.23647435,15.0337992,-1.17210698,14.7973251,ffn_moe_topk-71,ffn_moe_weights-71
9335,71,10,6,137,0.217391506,15.0247135,-1.28093266,14.8073215,ffn_moe_topk-71,ffn_moe_weights-71
9336,71,10,7,198,0.213532656,14.9938536,-1.30376136,14.7803211,ffn_moe_topk-71,ffn_moe_weights-71
9337,71,11,0,60,0.798007429,15.6033182,1.3738873,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9338,71,11,1,246,0.709879518,15.5001955,0.894798875,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9339,71,11,2,225,0.553491294,15.3278198,0.214787066,14.7743282,ffn_moe_topk-71,ffn_moe_weights-71
9340,71,11,3,88,0.45161137,15.2149458,-0.194162175,14.7633343,ffn_moe_topk-71,ffn_moe_weights-71
9341,71,11,4,26,0.406544656,15.2108564,-0.378268242,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9342,71,11,5,78,0.350056618,15.1114225,-0.618790448,14.7613659,ffn_moe_topk-71,ffn_moe_weights-71
9343,71,11,6,251,0.336129576,15.0864115,-0.680590272,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9344,71,11,7,137,0.266779125,15.0741005,-1.01102591,14.8073215,ffn_moe_topk-71,ffn_moe_weights-71
9345,71,12,0,60,0.922214508,15.7275257,2.47282314,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9346,71,12,1,68,0.692734182,15.5010548,0.812933326,14.808321,ffn_moe_topk-71,ffn_moe_weights-71
9347,71,12,2,251,0.420894027,15.171176,-0.319104463,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9348,71,12,3,137,0.294489831,15.1018114,-0.873676717,14.8073215,ffn_moe_topk-71,ffn_moe_weights-71
9349,71,12,4,243,0.297272265,15.0745783,-0.860321164,14.7773056,ffn_moe_topk-71,ffn_moe_weights-71
9350,71,12,5,78,0.265834481,15.0272007,-1.01586056,14.7613659,ffn_moe_topk-71,ffn_moe_weights-71
9351,71,12,6,20,0.218128666,15.0184536,-1.27660513,14.8003254,ffn_moe_topk-71,ffn_moe_weights-71
9352,71,12,7,192,0.222238243,15.0155621,-1.25267017,14.7933235,ffn_moe_topk-71,ffn_moe_weights-71
9353,71,13,0,130,0.481871456,15.2732019,-0.0725460351,14.7913303,ffn_moe_topk-71,ffn_moe_weights-71
9354,71,13,1,251,0.350976169,15.1012583,-0.614751041,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9355,71,13,2,60,0.178471103,14.9837828,-1.52674043,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9356,71,13,3,241,0.165975764,14.9453201,-1.61442053,14.7793446,ffn_moe_topk-71,ffn_moe_weights-71
9357,71,13,4,228,0.211978629,14.9312935,-1.31303978,14.7193146,ffn_moe_topk-71,ffn_moe_weights-71
9358,71,13,5,13,0.0539194196,14.8792238,-2.86483693,14.825304,ffn_moe_topk-71,ffn_moe_weights-71
9359,71,13,6,169,0.045324266,14.8736248,-3.04752898,14.8283005,ffn_moe_topk-71,ffn_moe_weights-71
9360,71,13,7,243,0.0867984742,14.8641043,-2.35336757,14.7773056,ffn_moe_topk-71,ffn_moe_weights-71
9361,71,14,0,251,0.605468035,15.3557501,0.428301394,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9362,71,14,1,84,0.434304059,15.2076674,-0.26431191,14.7733631,ffn_moe_topk-71,ffn_moe_weights-71
9363,71,14,2,17,0.363301694,15.1636248,-0.561062515,14.8003235,ffn_moe_topk-71,ffn_moe_weights-71
9364,71,14,3,7,0.338187546,15.1524973,-0.671381593,14.8143101,ffn_moe_topk-71,ffn_moe_weights-71
9365,71,14,4,246,0.335438013,15.1257534,-0.683690965,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9366,71,14,5,133,0.242120564,15.0594196,-1.1410886,14.8172989,ffn_moe_topk-71,ffn_moe_weights-71
9367,71,14,6,198,0.256570041,15.036891,-1.06387281,14.7803211,ffn_moe_topk-71,ffn_moe_weights-71
9368,71,14,7,238,0.230262339,15.0205879,-1.20683062,14.7903252,ffn_moe_topk-71,ffn_moe_weights-71
9369,71,15,0,26,0.531447887,15.3357592,0.125957608,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9370,71,15,1,88,0.523890316,15.2872248,0.0956340134,14.7633343,ffn_moe_topk-71,ffn_moe_weights-71
9371,71,15,2,251,0.535889328,15.2861719,0.143804654,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9372,71,15,3,246,0.454498202,15.2448139,-0.182512194,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9373,71,15,4,225,0.348484635,15.1228132,-0.625706851,14.7743282,ffn_moe_topk-71,ffn_moe_weights-71
9374,71,15,5,84,0.335494518,15.1088581,-0.683437645,14.7733631,ffn_moe_topk-71,ffn_moe_weights-71
9375,71,15,6,241,0.30647698,15.0858212,-0.816641927,14.7793446,ffn_moe_topk-71,ffn_moe_weights-71
9376,71,15,7,60,0.252196729,15.0575075,-1.08693039,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9377,71,16,0,26,0.947099626,15.7514114,2.88499308,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
9378,71,16,1,246,0.687268794,15.4775848,0.787381291,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
9379,71,16,2,251,0.32361111,15.0738935,-0.737225652,14.7502823,ffn_moe_topk-71,ffn_moe_weights-71
9380,71,16,3,60,0.265905201,15.0712166,-1.01549828,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
9381,71,16,4,88,0.293196976,15.056531,-0.87990737,14.7633343,ffn_moe_topk-71,ffn_moe_weights-71
9382,71,16,5,241,0.250584364,15.0299292,-1.09549809,14.7793446,ffn_moe_topk-71,ffn_moe_weights-71
9383,71,16,6,86,0.298245132,15.0085955,-0.855668426,14.71035,ffn_moe_topk-71,ffn_moe_weights-71
9384,71,16,7,78,0.246838644,15.0082045,-1.11554468,14.7613659,ffn_moe_topk-71,ffn_moe_weights-71
9385,72,0,0,210,0.463345349,17.9187508,-0.146881968,17.4554062,ffn_moe_topk-72,ffn_moe_weights-72
9386,72,0,1,118,0.0623067804,17.4977245,-2.71135259,17.4354172,ffn_moe_topk-72,ffn_moe_weights-72
9387,72,0,2,111,0.0506575555,17.4950695,-2.93068123,17.4444122,ffn_moe_topk-72,ffn_moe_weights-72
9388,72,0,3,40,0.0389527008,17.474369,-3.2056756,17.4354172,ffn_moe_topk-72,ffn_moe_weights-72
9389,72,0,4,239,0.0147219039,17.4741268,-4.20358753,17.459404,ffn_moe_topk-72,ffn_moe_weights-72
9390,72,0,5,230,0.00374900945,17.4711494,-5.58250761,17.4673996,ffn_moe_topk-72,ffn_moe_weights-72
9391,72,0,6,160,0.0494126827,17.4708366,-2.95687294,17.4214249,ffn_moe_topk-72,ffn_moe_weights-72
9392,72,0,7,205,0.00611444749,17.4695168,-5.09096766,17.4634018,ffn_moe_topk-72,ffn_moe_weights-72
9393,72,1,0,53,0.586964428,18.0393715,0.351430416,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9394,72,1,1,231,0.588040829,18.0294552,0.355872095,17.4414139,ffn_moe_topk-72,ffn_moe_weights-72
9395,72,1,2,50,0.531636417,17.9510632,0.12671496,17.419426,ffn_moe_topk-72,ffn_moe_weights-72
9396,72,1,3,155,0.520056427,17.9504757,0.080268681,17.4304199,ffn_moe_topk-72,ffn_moe_weights-72
9397,72,1,4,62,0.4029603,17.8313808,-0.393145621,17.428421,ffn_moe_topk-72,ffn_moe_weights-72
9398,72,1,5,239,0.313877851,17.7732811,-0.782051742,17.459404,ffn_moe_topk-72,ffn_moe_weights-72
9399,72,1,6,185,0.277692854,17.6741314,-0.955934823,17.3964386,ffn_moe_topk-72,ffn_moe_weights-72
9400,72,1,7,7,0.211681426,17.668087,-1.31481981,17.4564056,ffn_moe_topk-72,ffn_moe_weights-72
9401,72,2,0,50,0.904826283,18.3242531,2.25203824,17.419426,ffn_moe_topk-72,ffn_moe_weights-72
9402,72,2,1,223,0.570139885,18.0205498,0.282421708,17.4504089,ffn_moe_topk-72,ffn_moe_weights-72
9403,72,2,2,126,0.517055452,17.935482,0.0682482421,17.4184265,ffn_moe_topk-72,ffn_moe_weights-72
9404,72,2,3,53,0.371870428,17.8242779,-0.524200916,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9405,72,2,4,63,0.275137842,17.7265453,-0.96870929,17.4514084,ffn_moe_topk-72,ffn_moe_weights-72
9406,72,2,5,128,0.285833746,17.7182522,-0.915705323,17.4324188,ffn_moe_topk-72,ffn_moe_weights-72
9407,72,2,6,88,0.259557188,17.7089672,-1.04827142,17.4494095,ffn_moe_topk-72,ffn_moe_weights-72
9408,72,2,7,3,0.257941127,17.6983547,-1.05669713,17.4404144,ffn_moe_topk-72,ffn_moe_weights-72
9409,72,3,0,50,0.971940875,18.391367,3.54498196,17.419426,ffn_moe_topk-72,ffn_moe_weights-72
9410,72,3,1,128,0.727269053,18.159687,0.980810761,17.4324188,ffn_moe_topk-72,ffn_moe_weights-72
9411,72,3,2,53,0.672603488,18.1250114,0.719983757,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9412,72,3,3,3,0.640963852,18.0813789,0.579550028,17.4404144,ffn_moe_topk-72,ffn_moe_weights-72
9413,72,3,4,63,0.506367505,17.9577751,0.025471434,17.4514084,ffn_moe_topk-72,ffn_moe_weights-72
9414,72,3,5,11,0.28640908,17.7438145,-0.912888706,17.4574051,ffn_moe_topk-72,ffn_moe_weights-72
9415,72,3,6,112,0.310445577,17.7398663,-0.798036993,17.4294205,ffn_moe_topk-72,ffn_moe_weights-72
9416,72,3,7,126,0.285078347,17.7035046,-0.919408917,17.4184265,ffn_moe_topk-72,ffn_moe_weights-72
9417,72,4,0,53,0.800026476,18.2524338,1.38645983,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9418,72,4,1,81,0.572811961,18.0092278,0.293333173,17.4364166,ffn_moe_topk-72,ffn_moe_weights-72
9419,72,4,2,11,0.546800911,18.0042057,0.187753081,17.4574051,ffn_moe_topk-72,ffn_moe_weights-72
9420,72,4,3,50,0.503708303,17.9231339,0.014833549,17.419426,ffn_moe_topk-72,ffn_moe_weights-72
9421,72,4,4,5,0.354574651,17.7989864,-0.59899056,17.4444122,ffn_moe_topk-72,ffn_moe_weights-72
9422,72,4,5,134,0.342721969,17.7741413,-0.651187539,17.4314194,ffn_moe_topk-72,ffn_moe_weights-72
9423,72,4,6,116,0.307910204,17.7473259,-0.809907496,17.439415,ffn_moe_topk-72,ffn_moe_weights-72
9424,72,4,7,3,0.303149372,17.7435646,-0.832345366,17.4404144,ffn_moe_topk-72,ffn_moe_weights-72
9425,72,5,0,114,0.680458307,18.1158752,0.755878925,17.4354172,ffn_moe_topk-72,ffn_moe_weights-72
9426,72,5,1,134,0.495046943,17.926466,-0.0198130645,17.4314194,ffn_moe_topk-72,ffn_moe_weights-72
9427,72,5,2,37,0.466312319,17.9187202,-0.134955272,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9428,72,5,3,53,0.385093153,17.8375015,-0.46798557,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9429,72,5,4,205,0.352977872,17.8163795,-0.605975091,17.4634018,ffn_moe_topk-72,ffn_moe_weights-72
9430,72,5,5,213,0.304526836,17.7459412,-0.825833321,17.4414139,ffn_moe_topk-72,ffn_moe_weights-72
9431,72,5,6,81,0.250429034,17.6868458,-1.09632528,17.4364166,ffn_moe_topk-72,ffn_moe_weights-72
9432,72,5,7,117,0.235007793,17.6714249,-1.18024695,17.4364166,ffn_moe_topk-72,ffn_moe_weights-72
9433,72,6,0,114,0.887022972,18.3224411,2.06068587,17.4354172,ffn_moe_topk-72,ffn_moe_weights-72
9434,72,6,1,0,0.592650235,18.0050793,0.3749322,17.4124298,ffn_moe_topk-72,ffn_moe_weights-72
9435,72,6,2,53,0.403059483,17.8554668,-0.392733365,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9436,72,6,3,3,0.398903012,17.8393173,-0.410038054,17.4404144,ffn_moe_topk-72,ffn_moe_weights-72
9437,72,6,4,210,0.296519607,17.7519264,-0.863926709,17.4554062,ffn_moe_topk-72,ffn_moe_weights-72
9438,72,6,5,58,0.296738058,17.7471466,-0.862879574,17.4504089,ffn_moe_topk-72,ffn_moe_weights-72
9439,72,6,6,175,0.236613303,17.671032,-1.1713376,17.4344177,ffn_moe_topk-72,ffn_moe_weights-72
9440,72,6,7,8,0.184162736,17.6285744,-1.48839509,17.4444122,ffn_moe_topk-72,ffn_moe_weights-72
9441,72,7,0,8,0.844045103,18.2884579,1.68863893,17.4444122,ffn_moe_topk-72,ffn_moe_weights-72
9442,72,7,1,114,0.792793691,18.2282104,1.34184813,17.4354172,ffn_moe_topk-72,ffn_moe_weights-72
9443,72,7,2,0,0.698988914,18.1114197,0.842487872,17.4124298,ffn_moe_topk-72,ffn_moe_weights-72
9444,72,7,3,53,0.471279949,17.923687,-0.11500676,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
9445,72,7,4,3,0.392604887,17.8330193,-0.436375678,17.4404144,ffn_moe_topk-72,ffn_moe_weights-72
