seq,layer,row,rank,expert_idx,weight,sort_score,logit,bias,topk_tensor,weights_tensor
1754,15,15,1,12,0.204725787,8.34346104,-1.35701561,8.13873482,ffn_moe_topk-15,ffn_moe_weights-15
1755,15,15,2,142,0.175401792,8.33513451,-1.54781711,8.15973282,ffn_moe_topk-15,ffn_moe_weights-15
1756,15,15,3,127,0.159327745,8.32605648,-1.66323853,8.16672897,ffn_moe_topk-15,ffn_moe_weights-15
1757,15,15,4,177,0.20587109,8.30560684,-1.34999549,8.09973526,ffn_moe_topk-15,ffn_moe_weights-15
1758,15,15,5,15,0.135002956,8.28973961,-1.8574295,8.15473652,ffn_moe_topk-15,ffn_moe_weights-15
1759,15,15,6,158,0.122398049,8.28313351,-1.96991467,8.16073513,ffn_moe_topk-15,ffn_moe_weights-15
1760,15,15,7,10,0.103778616,8.28251553,-2.15592742,8.17873669,ffn_moe_topk-15,ffn_moe_weights-15
1761,15,16,0,12,0.27722761,8.41596222,-0.95825547,8.13873482,ffn_moe_topk-15,ffn_moe_weights-15
1762,15,16,1,96,0.227080062,8.38181305,-1.22487295,8.1547327,ffn_moe_topk-15,ffn_moe_weights-15
1763,15,16,2,15,0.225157633,8.37989426,-1.23585892,8.15473652,ffn_moe_topk-15,ffn_moe_weights-15
1764,15,16,3,219,0.186264485,8.37000465,-1.47446775,8.18374062,ffn_moe_topk-15,ffn_moe_weights-15
1765,15,16,4,145,0.196010932,8.36774921,-1.41141534,8.17173862,ffn_moe_topk-15,ffn_moe_weights-15
1766,15,16,5,172,0.181309238,8.35904312,-1.50750232,8.17773342,ffn_moe_topk-15,ffn_moe_weights-15
1767,15,16,6,155,0.184064984,8.34879875,-1.48904574,8.16473389,ffn_moe_topk-15,ffn_moe_weights-15
1768,15,16,7,70,0.229828402,8.3355608,-1.20928037,8.10573196,ffn_moe_topk-15,ffn_moe_weights-15
1769,16,0,0,167,0.972272396,7.96956396,3.55721068,6.99729156,ffn_moe_topk-16,ffn_moe_weights-16
1770,16,0,1,89,0.962826252,7.95512342,3.25426984,6.99229717,ffn_moe_topk-16,ffn_moe_weights-16
1771,16,0,2,142,0.973519325,7.95181942,3.60450482,6.97830009,ffn_moe_topk-16,ffn_moe_weights-16
1772,16,0,3,177,0.959835172,7.94913197,3.17377019,6.98929691,ffn_moe_topk-16,ffn_moe_weights-16
1773,16,0,4,132,0.963698506,7.94899654,3.27892065,6.98529816,ffn_moe_topk-16,ffn_moe_weights-16
1774,16,0,5,129,0.964142203,7.94844389,3.29167819,6.98430157,ffn_moe_topk-16,ffn_moe_weights-16
1775,16,0,6,75,0.965418935,7.94771957,3.32925606,6.98230076,ffn_moe_topk-16,ffn_moe_weights-16
1776,16,0,7,85,0.963211477,7.94750929,3.26508856,6.98429775,ffn_moe_topk-16,ffn_moe_weights-16
1777,16,1,0,31,0.231441438,7.16477203,-1.20018971,6.93333054,ffn_moe_topk-16,ffn_moe_weights-16
1778,16,1,1,108,0.0867910013,7.07909298,-2.35346198,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1779,16,1,2,99,0.0849033073,7.04521418,-2.37751675,6.96031094,ffn_moe_topk-16,ffn_moe_weights-16
1780,16,1,3,38,0.0917445868,7.04006767,-2.29251719,6.94832325,ffn_moe_topk-16,ffn_moe_weights-16
1781,16,1,4,105,0.0651729852,7.03548145,-2.66331649,6.9703083,ffn_moe_topk-16,ffn_moe_weights-16
1782,16,1,5,144,0.0544599034,7.03376532,-2.85429144,6.97930527,ffn_moe_topk-16,ffn_moe_weights-16
1783,16,1,6,146,0.0609553158,7.03026533,-2.7347219,6.96930981,ffn_moe_topk-16,ffn_moe_weights-16
1784,16,1,7,26,0.0509435311,7.02624512,-2.92475057,6.97530174,ffn_moe_topk-16,ffn_moe_weights-16
1785,16,2,0,30,0.293753803,7.20707798,-0.877221882,6.91332436,ffn_moe_topk-16,ffn_moe_weights-16
1786,16,2,1,73,0.19372347,7.14803791,-1.42599511,6.95431423,ffn_moe_topk-16,ffn_moe_weights-16
1787,16,2,2,103,0.198363721,7.14268351,-1.39655268,6.94431973,ffn_moe_topk-16,ffn_moe_weights-16
1788,16,2,3,36,0.156664878,7.12896919,-1.68325531,6.97230434,ffn_moe_topk-16,ffn_moe_weights-16
1789,16,2,4,208,0.155718669,7.10303783,-1.69043481,6.94731903,ffn_moe_topk-16,ffn_moe_weights-16
1790,16,2,5,211,0.137374714,7.08969688,-1.83726811,6.95232201,ffn_moe_topk-16,ffn_moe_weights-16
1791,16,2,6,108,0.093923524,7.08622551,-2.26664281,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1792,16,2,7,236,0.15641509,7.07774067,-1.68514729,6.92132568,ffn_moe_topk-16,ffn_moe_weights-16
1793,16,3,0,208,0.409535378,7.35685444,-0.365886509,6.94731903,ffn_moe_topk-16,ffn_moe_weights-16
1794,16,3,1,103,0.236715645,7.18103552,-1.170771,6.94431973,ffn_moe_topk-16,ffn_moe_weights-16
1795,16,3,2,211,0.113812774,7.06613493,-2.05237341,6.95232201,ffn_moe_topk-16,ffn_moe_weights-16
1796,16,3,3,150,0.0639923364,7.04029655,-2.68286037,6.97630405,ffn_moe_topk-16,ffn_moe_weights-16
1797,16,3,4,222,0.0657117367,7.03702068,-2.6545074,6.97130871,ffn_moe_topk-16,ffn_moe_weights-16
1798,16,3,5,108,0.0423633568,7.03466511,-3.11818457,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1799,16,3,6,36,0.058022473,7.03032684,-2.7871511,6.97230434,ffn_moe_topk-16,ffn_moe_weights-16
1800,16,3,7,77,0.0720227286,7.02933741,-2.55602551,6.95731449,ffn_moe_topk-16,ffn_moe_weights-16
1801,16,4,0,208,0.498237163,7.44555616,-0.0070513403,6.94731903,ffn_moe_topk-16,ffn_moe_weights-16
1802,16,4,1,131,0.0691433996,7.03944874,-2.59992266,6.97030544,ffn_moe_topk-16,ffn_moe_weights-16
1803,16,4,2,44,0.0776074007,7.03192091,-2.47530818,6.95431328,ffn_moe_topk-16,ffn_moe_weights-16
1804,16,4,3,195,0.0849580392,7.02828121,-2.37681246,6.94332314,ffn_moe_topk-16,ffn_moe_weights-16
1805,16,4,4,103,0.0807983428,7.02511787,-2.43154907,6.94431973,ffn_moe_topk-16,ffn_moe_weights-16
1806,16,4,5,108,0.0222637262,7.01456547,-3.7822814,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1807,16,4,6,36,0.0366455615,7.00894976,-3.26912904,6.97230434,ffn_moe_topk-16,ffn_moe_weights-16
1808,16,4,7,102,0.0087033622,7.00799847,-4.73530436,6.99929523,ffn_moe_topk-16,ffn_moe_weights-16
1809,16,5,0,208,0.298005641,7.24532461,-0.856812954,6.94731903,ffn_moe_topk-16,ffn_moe_weights-16
1810,16,5,1,44,0.155865282,7.11017847,-1.68931997,6.95431328,ffn_moe_topk-16,ffn_moe_weights-16
1811,16,5,2,77,0.133244708,7.09055901,-1.87256932,6.95731449,ffn_moe_topk-16,ffn_moe_weights-16
1812,16,5,3,30,0.174820408,7.08814478,-1.55184174,6.91332436,ffn_moe_topk-16,ffn_moe_weights-16
1813,16,5,4,108,0.0821744949,7.07447624,-2.41316223,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1814,16,5,5,131,0.101560399,7.07186604,-2.18000579,6.97030544,ffn_moe_topk-16,ffn_moe_weights-16
1815,16,5,6,156,0.120351486,7.06666708,-1.98910594,6.94631577,ffn_moe_topk-16,ffn_moe_weights-16
1816,16,5,7,211,0.114122845,7.06644487,-2.04930282,6.95232201,ffn_moe_topk-16,ffn_moe_weights-16
1817,16,6,0,130,0.170413882,7.13971996,-1.5826968,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1818,16,6,1,60,0.152958527,7.12127066,-1.71158278,6.96831226,ffn_moe_topk-16,ffn_moe_weights-16
1819,16,6,2,77,0.163089052,7.12040377,-1.63542128,6.95731449,ffn_moe_topk-16,ffn_moe_weights-16
1820,16,6,3,36,0.10631723,7.07862139,-2.12892342,6.97230434,ffn_moe_topk-16,ffn_moe_weights-16
1821,16,6,4,103,0.132366568,7.07668638,-1.88019419,6.94431973,ffn_moe_topk-16,ffn_moe_weights-16
1822,16,6,5,108,0.081816934,7.07411909,-2.41791248,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1823,16,6,6,211,0.115601063,7.06792307,-2.0347631,6.95232201,ffn_moe_topk-16,ffn_moe_weights-16
1824,16,6,7,44,0.1110752,7.06538868,-2.07980514,6.95431328,ffn_moe_topk-16,ffn_moe_weights-16
1825,16,7,0,60,0.257706344,7.22601843,-1.05792427,6.96831226,ffn_moe_topk-16,ffn_moe_weights-16
1826,16,7,1,130,0.167995557,7.13730145,-1.59990036,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1827,16,7,2,153,0.113854222,7.09815216,-2.05196261,6.98429775,ffn_moe_topk-16,ffn_moe_weights-16
1828,16,7,3,36,0.115697213,7.08800173,-2.03382301,6.97230434,ffn_moe_topk-16,ffn_moe_weights-16
1829,16,7,4,211,0.134692416,7.0870142,-1.86009133,6.95232201,ffn_moe_topk-16,ffn_moe_weights-16
1830,16,7,5,254,0.130683541,7.08499479,-1.89492857,6.95431137,ffn_moe_topk-16,ffn_moe_weights-16
1831,16,7,6,218,0.0921937451,7.07549191,-2.2871387,6.9832983,ffn_moe_topk-16,ffn_moe_weights-16
1832,16,7,7,141,0.0898677409,7.06617165,-2.31525087,6.97630405,ffn_moe_topk-16,ffn_moe_weights-16
1833,16,8,0,58,0.194100544,7.15741253,-1.42358255,6.96331215,ffn_moe_topk-16,ffn_moe_weights-16
1834,16,8,1,16,0.167017087,7.14231968,-1.60691702,6.9753027,ffn_moe_topk-16,ffn_moe_weights-16
1835,16,8,2,130,0.0976410657,7.06694698,-2.22371411,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1836,16,8,3,245,0.0800109804,7.05531931,-2.4421978,6.97530842,ffn_moe_topk-16,ffn_moe_weights-16
1837,16,8,4,125,0.0663311109,7.03963757,-2.64446282,6.97330666,ffn_moe_topk-16,ffn_moe_weights-16
1838,16,8,5,179,0.0727031603,7.03701782,-2.5458889,6.96431446,ffn_moe_topk-16,ffn_moe_weights-16
1839,16,8,6,107,0.0473074317,7.03260279,-3.00262475,6.9852953,ffn_moe_topk-16,ffn_moe_weights-16
1840,16,8,7,218,0.0485097282,7.0318079,-2.97626495,6.9832983,ffn_moe_topk-16,ffn_moe_weights-16
1841,16,9,0,37,0.255673647,7.21398735,-1.06857789,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1842,16,9,1,130,0.204663575,7.17396975,-1.35739768,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1843,16,9,2,58,0.153940603,7.11725283,-1.70402277,6.96331215,ffn_moe_topk-16,ffn_moe_weights-16
1844,16,9,3,192,0.097284399,7.07458925,-2.2277689,6.97730494,ffn_moe_topk-16,ffn_moe_weights-16
1845,16,9,4,149,0.109319329,7.06663561,-2.09771276,6.9573164,ffn_moe_topk-16,ffn_moe_weights-16
1846,16,9,5,3,0.0775606483,7.06186104,-2.47596145,6.98430061,ffn_moe_topk-16,ffn_moe_weights-16
1847,16,9,6,105,0.0912908092,7.06159925,-2.29797506,6.9703083,ffn_moe_topk-16,ffn_moe_weights-16
1848,16,9,7,135,0.0956160575,7.05991983,-2.24691319,6.96430397,ffn_moe_topk-16,ffn_moe_weights-16
1849,16,10,0,37,0.176469386,7.13478327,-1.54045343,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1850,16,10,1,130,0.161917269,7.1312232,-1.64403129,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1851,16,10,2,108,0.0648491085,7.05715084,-2.66864467,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1852,16,10,3,52,0.110332206,7.05265856,-2.08735228,6.94232655,ffn_moe_topk-16,ffn_moe_weights-16
1853,16,10,4,132,0.0634023994,7.04870033,-2.69275212,6.98529816,ffn_moe_topk-16,ffn_moe_weights-16
1854,16,10,5,149,0.085206449,7.04252291,-2.37362123,6.9573164,ffn_moe_topk-16,ffn_moe_weights-16
1855,16,10,6,252,0.0979025587,7.04222345,-2.22074986,6.94432068,ffn_moe_topk-16,ffn_moe_weights-16
1856,16,10,7,3,0.0543134175,7.03861427,-2.85713983,6.98430061,ffn_moe_topk-16,ffn_moe_weights-16
1857,16,11,0,130,0.264422268,7.23372841,-1.02310884,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1858,16,11,1,21,0.185908392,7.11624146,-1.47681892,6.93033314,ffn_moe_topk-16,ffn_moe_weights-16
1859,16,11,2,137,0.152381092,7.07271099,-1.71604657,6.92033005,ffn_moe_topk-16,ffn_moe_weights-16
1860,16,11,3,37,0.105528742,7.06384277,-2.13724947,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1861,16,11,4,252,0.108837448,7.05315828,-2.10267138,6.94432068,ffn_moe_topk-16,ffn_moe_weights-16
1862,16,11,5,62,0.103667654,7.05299044,-2.15712118,6.9493227,ffn_moe_topk-16,ffn_moe_weights-16
1863,16,11,6,254,0.095569171,7.0498805,-2.2474556,6.95431137,ffn_moe_topk-16,ffn_moe_weights-16
1864,16,11,7,92,0.0985304862,7.04485369,-2.21366024,6.94632339,ffn_moe_topk-16,ffn_moe_weights-16
1865,16,12,0,130,0.392489076,7.36179495,-0.436861366,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1866,16,12,1,31,0.277561128,7.21089172,-0.956591547,6.93333054,ffn_moe_topk-16,ffn_moe_weights-16
1867,16,12,2,37,0.201481149,7.15979528,-1.37706268,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1868,16,12,3,26,0.147488683,7.12279034,-1.75443494,6.97530174,ffn_moe_topk-16,ffn_moe_weights-16
1869,16,12,4,137,0.200456128,7.12078619,-1.38344586,6.92033005,ffn_moe_topk-16,ffn_moe_weights-16
1870,16,12,5,21,0.181944728,7.11227798,-1.503227,6.93033314,ffn_moe_topk-16,ffn_moe_weights-16
1871,16,12,6,212,0.142836317,7.10914755,-1.7919296,6.96631145,ffn_moe_topk-16,ffn_moe_weights-16
1872,16,12,7,62,0.151218057,7.10054064,-1.72507954,6.9493227,ffn_moe_topk-16,ffn_moe_weights-16
1873,16,13,0,37,0.302706391,7.26102018,-0.834443271,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1874,16,13,1,58,0.207045391,7.1703577,-1.3428278,6.96331215,ffn_moe_topk-16,ffn_moe_weights-16
1875,16,13,2,130,0.175778538,7.14508438,-1.54521441,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1876,16,13,3,252,0.148129657,7.09245014,-1.74934626,6.94432068,ffn_moe_topk-16,ffn_moe_weights-16
1877,16,13,4,191,0.130243108,7.0905571,-1.89881098,6.9603138,ffn_moe_topk-16,ffn_moe_weights-16
1878,16,13,5,242,0.136106506,7.07343769,-1.84801173,6.9373312,ffn_moe_topk-16,ffn_moe_weights-16
1879,16,13,6,108,0.0663160309,7.05861807,-2.64470649,6.99230194,ffn_moe_topk-16,ffn_moe_weights-16
1880,16,13,7,132,0.0699944794,7.05529261,-2.58677411,6.98529816,ffn_moe_topk-16,ffn_moe_weights-16
1881,16,14,0,37,0.331349552,7.28966331,-0.702087581,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1882,16,14,1,130,0.217112437,7.18641853,-1.2825737,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1883,16,14,2,58,0.214889079,7.1782012,-1.29570305,6.96331215,ffn_moe_topk-16,ffn_moe_weights-16
1884,16,14,3,242,0.209405363,7.14673662,-1.3285135,6.9373312,ffn_moe_topk-16,ffn_moe_weights-16
1885,16,14,4,55,0.206447586,7.12578678,-1.34647298,6.91933918,ffn_moe_topk-16,ffn_moe_weights-16
1886,16,14,5,140,0.144775599,7.10208893,-1.77617896,6.95731354,ffn_moe_topk-16,ffn_moe_weights-16
1887,16,14,6,252,0.157538101,7.10185862,-1.67666101,6.94432068,ffn_moe_topk-16,ffn_moe_weights-16
1888,16,14,7,65,0.120380141,7.09068441,-1.98883533,6.97030449,ffn_moe_topk-16,ffn_moe_weights-16
1889,16,15,0,37,0.200145915,7.15845966,-1.38538265,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1890,16,15,1,130,0.166315079,7.13562107,-1.6119715,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1891,16,15,2,203,0.151380882,7.12368536,-1.72381151,6.97230434,ffn_moe_topk-16,ffn_moe_weights-16
1892,16,15,3,55,0.204311758,7.12365103,-1.35956037,6.91933918,ffn_moe_topk-16,ffn_moe_weights-16
1893,16,15,4,9,0.122695975,7.09400082,-1.96714401,6.97130489,ffn_moe_topk-16,ffn_moe_weights-16
1894,16,15,5,252,0.14717333,7.09149408,-1.75694549,6.94432068,ffn_moe_topk-16,ffn_moe_weights-16
1895,16,15,6,94,0.107726395,7.08902788,-2.11417818,6.98130131,ffn_moe_topk-16,ffn_moe_weights-16
1896,16,15,7,157,0.124388084,7.08470201,-1.95151663,6.9603138,ffn_moe_topk-16,ffn_moe_weights-16
1897,16,16,0,130,0.311324149,7.28063011,-0.793936014,6.96930599,ffn_moe_topk-16,ffn_moe_weights-16
1898,16,16,1,55,0.252590001,7.17192936,-1.08484626,6.91933918,ffn_moe_topk-16,ffn_moe_weights-16
1899,16,16,2,235,0.124508798,7.09681606,-1.9504087,6.97230721,ffn_moe_topk-16,ffn_moe_weights-16
1900,16,16,3,254,0.139387593,7.09369898,-1.82038569,6.95431137,ffn_moe_topk-16,ffn_moe_weights-16
1901,16,16,4,218,0.107770227,7.09106874,-2.11372232,6.9832983,ffn_moe_topk-16,ffn_moe_weights-16
1902,16,16,5,37,0.132663399,7.09097719,-1.87761199,6.95831394,ffn_moe_topk-16,ffn_moe_weights-16
1903,16,16,6,64,0.109186292,7.09048557,-2.09907985,6.9812994,ffn_moe_topk-16,ffn_moe_weights-16
1904,16,16,7,21,0.159794465,7.09012747,-1.65975809,6.93033314,ffn_moe_topk-16,ffn_moe_weights-16
1905,17,0,0,35,0.979958773,8.71985435,3.88972044,7.73989582,ffn_moe_topk-17,ffn_moe_weights-17
1906,17,0,1,201,0.977346599,8.71124268,3.76453018,7.73389626,ffn_moe_topk-17,ffn_moe_weights-17
1907,17,0,2,69,0.978926599,8.70882702,3.83844376,7.72990036,ffn_moe_topk-17,ffn_moe_weights-17
1908,17,0,3,143,0.975642383,8.70654202,3.69025183,7.73089981,ffn_moe_topk-17,ffn_moe_weights-17
1909,17,0,4,212,0.975816905,8.70571613,3.69762111,7.72989941,ffn_moe_topk-17,ffn_moe_weights-17
1910,17,0,5,4,0.975945055,8.70484543,3.70306611,7.72889996,ffn_moe_topk-17,ffn_moe_weights-17
1911,17,0,6,36,0.973644793,8.70454502,3.60938191,7.73089981,ffn_moe_topk-17,ffn_moe_weights-17
1912,17,0,7,12,0.971195281,8.70409584,3.51798964,7.73290062,ffn_moe_topk-17,ffn_moe_weights-17
1913,17,1,0,2,0.136836231,7.85474396,-1.84181952,7.71790791,ffn_moe_topk-17,ffn_moe_weights-17
1914,17,1,1,238,0.096577011,7.81748629,-2.2358501,7.72090912,ffn_moe_topk-17,ffn_moe_weights-17
1915,17,1,2,84,0.0888036638,7.80271387,-2.32833052,7.7139101,ffn_moe_topk-17,ffn_moe_weights-17
1916,17,1,3,171,0.0908948556,7.79880428,-2.3027575,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1917,17,1,4,69,0.0654784143,7.79537868,-2.65831423,7.72990036,ffn_moe_topk-17,ffn_moe_weights-17
1918,17,1,5,78,0.0982460082,7.78417158,-2.21686721,7.68592548,ffn_moe_topk-17,ffn_moe_weights-17
1919,17,1,6,250,0.0423592515,7.77825642,-3.11828589,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1920,17,1,7,246,0.045263879,7.77716112,-3.0489254,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1921,17,2,0,84,0.189353734,7.90326405,-1.45421493,7.7139101,ffn_moe_topk-17,ffn_moe_weights-17
1922,17,2,1,171,0.179201886,7.88711166,-1.52176416,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1923,17,2,2,8,0.162954167,7.86586761,-1.63640976,7.70291328,ffn_moe_topk-17,ffn_moe_weights-17
1924,17,2,3,15,0.137249097,7.84216118,-1.83832836,7.70491219,ffn_moe_topk-17,ffn_moe_weights-17
1925,17,2,4,246,0.0960277244,7.82792521,-2.24216175,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1926,17,2,5,164,0.1183125,7.82421923,-2.00850821,7.70590687,ffn_moe_topk-17,ffn_moe_weights-17
1927,17,2,6,61,0.121248551,7.82116365,-1.98065948,7.69991493,ffn_moe_topk-17,ffn_moe_weights-17
1928,17,2,7,175,0.0985939577,7.8065052,-2.21294594,7.70791149,ffn_moe_topk-17,ffn_moe_weights-17
1929,17,3,0,8,0.32431826,8.02723122,-0.733996749,7.70291328,ffn_moe_topk-17,ffn_moe_weights-17
1930,17,3,1,171,0.180870563,7.88878012,-1.5104605,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1931,17,3,2,84,0.166357815,7.8802681,-1.61166334,7.7139101,ffn_moe_topk-17,ffn_moe_weights-17
1932,17,3,3,140,0.157447666,7.87935257,-1.67734253,7.72190475,ffn_moe_topk-17,ffn_moe_weights-17
1933,17,3,4,74,0.119981445,7.84288549,-1.99260592,7.72290421,ffn_moe_topk-17,ffn_moe_weights-17
1934,17,3,5,49,0.100435823,7.81434011,-2.1923914,7.71390438,ffn_moe_topk-17,ffn_moe_weights-17
1935,17,3,6,250,0.0751523152,7.81104946,-2.51011205,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1936,17,3,7,246,0.0730760247,7.8049736,-2.54037118,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1937,17,4,0,8,0.163881466,7.86679459,-1.62962687,7.70291328,ffn_moe_topk-17,ffn_moe_weights-17
1938,17,4,1,171,0.128766552,7.83667612,-1.91190898,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1939,17,4,2,88,0.0994821861,7.80339766,-2.20299125,7.7039156,ffn_moe_topk-17,ffn_moe_weights-17
1940,17,4,3,250,0.0424641296,7.77836132,-3.11570358,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1941,17,4,4,238,0.0566197112,7.77752876,-2.81311226,7.72090912,ffn_moe_topk-17,ffn_moe_weights-17
1942,17,4,5,49,0.0486742668,7.76257849,-2.97270608,7.71390438,ffn_moe_topk-17,ffn_moe_weights-17
1943,17,4,6,15,0.0554423817,7.76035452,-2.83537245,7.70491219,ffn_moe_topk-17,ffn_moe_weights-17
1944,17,4,7,115,0.025238229,7.75913906,-3.65383315,7.73390102,ffn_moe_topk-17,ffn_moe_weights-17
1945,17,5,0,8,0.240100607,7.94301367,-1.1521281,7.70291328,ffn_moe_topk-17,ffn_moe_weights-17
1946,17,5,1,171,0.224741891,7.93265152,-1.23824334,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1947,17,5,2,84,0.182539582,7.89644957,-1.49923551,7.7139101,ffn_moe_topk-17,ffn_moe_weights-17
1948,17,5,3,49,0.130069494,7.84397411,-1.90034449,7.71390438,ffn_moe_topk-17,ffn_moe_weights-17
1949,17,5,4,164,0.132200867,7.83810759,-1.88163781,7.70590687,ffn_moe_topk-17,ffn_moe_weights-17
1950,17,5,5,250,0.0834507495,7.81934786,-2.39635921,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1951,17,5,6,127,0.0991646722,7.81207228,-2.20654058,7.71290779,ffn_moe_topk-17,ffn_moe_weights-17
1952,17,5,7,175,0.103912033,7.81182337,-2.15449381,7.70791149,ffn_moe_topk-17,ffn_moe_weights-17
1953,17,6,0,250,0.290102899,8.02600002,-0.894884408,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1954,17,6,1,171,0.295791358,8.00370121,-0.867420375,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1955,17,6,2,8,0.286062807,7.988976,-0.914583445,7.70291328,ffn_moe_topk-17,ffn_moe_weights-17
1956,17,6,3,84,0.174521163,7.88843107,-1.55391753,7.7139101,ffn_moe_topk-17,ffn_moe_weights-17
1957,17,6,4,246,0.131723434,7.86362076,-1.88580573,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1958,17,6,5,164,0.157194853,7.86310196,-1.67924964,7.70590687,ffn_moe_topk-17,ffn_moe_weights-17
1959,17,6,6,175,0.137136638,7.84504795,-1.83927846,7.70791149,ffn_moe_topk-17,ffn_moe_weights-17
1960,17,6,7,152,0.128327295,7.83523941,-1.91583002,7.70691204,ffn_moe_topk-17,ffn_moe_weights-17
1961,17,7,0,171,0.233476013,7.94138575,-1.18878663,7.70790958,ffn_moe_topk-17,ffn_moe_weights-17
1962,17,7,1,250,0.160806239,7.89670324,-1.65224147,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1963,17,7,2,152,0.186190769,7.89310265,-1.47495413,7.70691204,ffn_moe_topk-17,ffn_moe_weights-17
1964,17,7,3,8,0.177079648,7.87999296,-1.53625977,7.70291328,ffn_moe_topk-17,ffn_moe_weights-17
1965,17,7,4,61,0.151992843,7.85190773,-1.71905565,7.69991493,ffn_moe_topk-17,ffn_moe_weights-17
1966,17,7,5,246,0.108322054,7.8402195,-2.10799623,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1967,17,7,6,127,0.117345102,7.83025312,-2.01781511,7.71290779,ffn_moe_topk-17,ffn_moe_weights-17
1968,17,7,7,115,0.0843968689,7.81829786,-2.38405275,7.73390102,ffn_moe_topk-17,ffn_moe_weights-17
1969,17,8,0,61,0.145483866,7.8453989,-1.77047014,7.69991493,ffn_moe_topk-17,ffn_moe_weights-17
1970,17,8,1,115,0.111052707,7.84495354,-2.08003306,7.73390102,ffn_moe_topk-17,ffn_moe_weights-17
1971,17,8,2,250,0.0937140509,7.8296113,-2.26910663,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1972,17,8,3,246,0.0800396651,7.81193686,-2.44180822,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1973,17,8,4,23,0.0900245011,7.79693651,-2.3133359,7.70691204,ffn_moe_topk-17,ffn_moe_weights-17
1974,17,8,5,224,0.064733699,7.79163742,-2.67054939,7.72690392,ffn_moe_topk-17,ffn_moe_weights-17
1975,17,8,6,184,0.0761878192,7.78909445,-2.49530721,7.71290684,ffn_moe_topk-17,ffn_moe_weights-17
1976,17,8,7,76,0.0752768815,7.78718615,-2.50832129,7.71190929,ffn_moe_topk-17,ffn_moe_weights-17
1977,17,9,0,24,0.333375633,8.05028152,-0.692956805,7.71690559,ffn_moe_topk-17,ffn_moe_weights-17
1978,17,9,1,115,0.2649315,7.9988327,-1.02049232,7.73390102,ffn_moe_topk-17,ffn_moe_weights-17
1979,17,9,2,216,0.193044901,7.91694641,-1.43034518,7.72390175,ffn_moe_topk-17,ffn_moe_weights-17
1980,17,9,3,250,0.180214971,7.91611195,-1.51489174,7.73589706,ffn_moe_topk-17,ffn_moe_weights-17
1981,17,9,4,61,0.202722594,7.90263748,-1.36936426,7.69991493,ffn_moe_topk-17,ffn_moe_weights-17
1982,17,9,5,175,0.147454888,7.85536623,-1.75470376,7.70791149,ffn_moe_topk-17,ffn_moe_weights-17
1983,17,9,6,246,0.104544543,7.83644199,-2.14771914,7.73189735,ffn_moe_topk-17,ffn_moe_weights-17
1984,17,9,7,215,0.121667951,7.83558178,-1.97672904,7.71391392,ffn_moe_topk-17,ffn_moe_weights-17
