seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
60,263.505,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
61,263.505,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
62,263.505,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
63,263.505,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
64,263.505,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
65,263.505,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
66,263.814,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
67,263.814,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
68,263.814,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
69,263.814,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
70,263.814,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
71,263.814,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
72,263.814,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
73,263.814,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
74,263.814,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
75,263.814,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
76,263.815,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
77,263.815,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
78,263.815,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
79,263.815,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
80,263.815,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
81,263.815,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
82,263.815,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
83,263.815,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
84,263.815,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
85,263.815,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
86,263.815,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
87,263.815,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
88,263.816,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
89,263.816,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
90,263.816,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
91,263.816,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
92,263.816,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
93,263.816,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
94,263.816,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
95,263.816,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
96,263.816,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
97,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
98,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
99,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
100,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
101,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
102,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
103,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
104,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
105,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
106,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
107,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
108,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
109,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
110,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
111,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
112,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
113,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
114,263.817,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
115,263.817,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
116,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
117,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
118,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
119,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
120,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
121,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
122,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
123,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
124,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
125,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
126,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
127,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
