1781581424238,41, 32071, 0
1781581425272,44, 32068, 0
1781581426297,44, 32068, 0
1781581427330,44, 32068, 0
1781581428365,44, 32068, 0
1781581429401,44, 32068, 0
1781581430435,44, 32068, 0
1781581431470,44, 32068, 0
1781581432507,44, 32068, 0
1781581433545,44, 32068, 0
1781581434575,44, 32068, 0
1781581435611,44, 32068, 0
1781581436647,803, 31309, 6
1781581437679,1571, 30541, 5
1781581438714,2339, 29773, 4
1781581439755,3109, 29003, 5
1781581440796,4133, 27979, 6
1781581441853,5157, 26955, 6
1781581442909,6309, 25803, 6
1781581443937,8101, 24011, 12
1781581444967,9765, 22347, 7
1781581445995,10917, 21195, 5
1781581447022,11685, 20427, 4
1781581448058,12325, 19787, 3
1781581449081,12837, 19275, 3
1781581450105,13221, 18891, 0
1781581451130,14501, 17611, 8
1781581452160,16037, 16075, 8
1781581453187,17189, 14923, 8
1781581454212,18853, 13259, 8
1781581455237,20005, 12107, 8
1781581456262,21669, 10443, 8
1781581457287,22821, 9291, 3
1781581458312,23589, 8523, 0
1781581459334,24885, 7227, 23
1781581460358,25911, 6201, 2
1781581461378,26297, 5815, 1
1781581462398,26809, 5303, 1
1781581463417,27323, 4789, 2
1781581464437,27837, 4275, 1
1781581465457,28221, 3891, 1
1781581466476,28863, 3249, 2
1781581467495,29247, 2865, 1
1781581468515,29761, 2351, 4
1781581469534,30275, 1837, 1
1781581470554,30789, 1323, 1
1781581471574,31173, 939, 1
1781581472602,31175, 937, 0
1781581473623,31175, 937, 0
1781581474648,31175, 937, 0
