seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
1,19.663,preload_load,blk.3.ffn_down_exps.weight,60,4816896,0,1,0,19.662
2,20.551,preload_load,blk.3.ffn_down_exps.weight,133,4816896,0,1,0,0.877
3,21.589,preload_load,blk.3.ffn_down_exps.weight,2,4816896,0,1,0,1.032
4,22.326,preload_load,blk.3.ffn_down_exps.weight,179,4816896,0,1,0,0.735
5,23.106,preload_load,blk.3.ffn_down_exps.weight,200,4816896,0,1,0,0.779
6,23.926,preload_load,blk.3.ffn_down_exps.weight,210,4816896,0,1,0,0.817
7,24.996,preload_load,blk.3.ffn_down_exps.weight,52,4816896,0,1,0,1.069
8,25.689,preload_load,blk.3.ffn_down_exps.weight,73,4816896,0,1,0,0.689
9,26.741,preload_load,blk.3.ffn_gate_exps.weight,60,4030464,0,1,0,0.459
10,27.210,preload_load,blk.3.ffn_gate_exps.weight,133,4030464,0,1,0,0.466
11,27.670,preload_load,blk.3.ffn_gate_exps.weight,2,4030464,0,1,0,0.459
12,28.127,preload_load,blk.3.ffn_gate_exps.weight,179,4030464,0,1,0,0.456
13,28.586,preload_load,blk.3.ffn_gate_exps.weight,200,4030464,0,1,0,0.458
14,29.046,preload_load,blk.3.ffn_gate_exps.weight,210,4030464,0,1,0,0.458
15,29.501,preload_load,blk.3.ffn_gate_exps.weight,52,4030464,0,1,0,0.454
16,29.960,preload_load,blk.3.ffn_gate_exps.weight,73,4030464,0,1,0,0.458
17,30.629,preload_load,blk.3.ffn_up_exps.weight,60,4030464,0,1,0,0.466
18,31.088,preload_load,blk.3.ffn_up_exps.weight,133,4030464,0,1,0,0.457
19,31.547,preload_load,blk.3.ffn_up_exps.weight,2,4030464,0,1,0,0.457
20,32.007,preload_load,blk.3.ffn_up_exps.weight,179,4030464,0,1,0,0.458
21,32.471,preload_load,blk.3.ffn_up_exps.weight,200,4030464,0,1,0,0.463
22,32.931,preload_load,blk.3.ffn_up_exps.weight,210,4030464,0,1,0,0.458
23,33.386,preload_load,blk.3.ffn_up_exps.weight,52,4030464,0,1,0,0.453
24,33.847,preload_load,blk.3.ffn_up_exps.weight,73,4030464,0,1,0,0.460
25,34.192,mark_ready,,-1,0,0,0,0,0.000
26,34.819,mark_submit,,-1,0,0,0,0,0.000
27,277.218,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
28,277.219,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
29,277.220,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
30,277.220,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
31,277.221,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
32,277.221,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
33,277.222,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
34,277.226,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
35,277.226,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
36,277.227,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
37,277.227,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
38,277.227,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
39,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
40,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
41,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
42,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
43,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
44,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
45,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
46,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
47,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
48,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
49,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
50,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
51,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
52,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
53,277.228,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
54,277.228,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
55,277.229,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
56,277.229,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
57,277.229,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
58,277.229,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
59,277.229,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
60,277.229,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
61,277.229,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
62,277.229,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
63,277.229,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
64,277.229,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
65,277.229,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
