prompt,path,window_size,history_depth,trace_events,windows_evaluated,actual_bytes,covered_bytes,false_bytes,byte_coverage,event_coverage,false_prefetch_ratio,net_byte_multiplier,avg_predicted_unique,avg_actual_unique
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,1024,4,131504,128,727254040576,294458802176,1952295059456,0.4048912563521581,0.40625383200490495,2.6844746822028553,3.6844746822028553,3146.6328125,1019.375
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,1536,1,131504,85,724320780288,220704096256,495467298816,0.3047049073592021,0.30564446633017356,0.6840440206878993,1.6840440206878993,1488.1411764705883,1481.5764705882352
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,1536,2,131504,85,724320780288,266117677056,941611646976,0.36740306822370594,0.3686676720423489,1.2999925897495335,2.2999925897495337,2520.5882352941176,1481.5764705882352
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,1536,4,131504,85,724320780288,320665239552,1736965013504,0.4427116386533865,0.44402468299889203,2.3980604461097452,3.3980604461097452,4307.882352941177,1481.5764705882352
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,2048,1,131504,64,721536155648,215623991296,478146772992,0.2988401753788091,0.299947472500309,0.66267888206182,1.66267888206182,1844.859375,1821.359375
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,2048,2,131504,64,721536155648,273463099392,897932836864,0.3790012423513375,0.380399517982944,1.2444737936348886,2.2444737936348886,3159.203125,1821.359375
dev_python_reverse,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_python_reverse/route-trace.csv,2048,4,131504,64,721536155648,332361580544,1634908520448,0.460630528272712,0.46193301198862935,2.265871928454805,3.265871928454805,5371.96875,1821.359375
dev_zh_france,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_zh_france/route-trace.csv,256,1,67840,264,376684019712,0,376613371904,0.0,0.0,0.9998124480883102,1.9998124480883102,256.0,256.0
dev_zh_france,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_zh_france/route-trace.csv,256,2,67840,264,376684019712,0,751808282624,0.0,0.0,1.9958592435081464,2.9958592435081464,511.030303030303,256.0
dev_zh_france,.Agent/runs/20260707-gp4-aligned-alias-dev-n96-profile-correct/dev_zh_france/route-trace.csv,256,4,67840,264,376684019712,0,1497937215488,0.0,0.0,3.9766412619077194,4.976641261907719,1018.1818181818181,256.0
