call,seq_id,pos,n_tokens,n_seq_tokens,source_layer,target_layer,kind,topk,ne0,ne1,record_us,values
0,0,17,1,1,1,2,pred,4,4,1,999,21|376|381|206
0,0,17,1,1,1,1,actual,8,8,1,999,34|121|265|257|178|227|44|208
0,0,17,1,1,2,3,pred,4,4,1,999,229|253|182|183
0,0,17,1,1,2,2,actual,8,8,1,999,206|25|113|376|21|129|303|330
0,0,17,1,1,3,4,pred,4,4,1,999,159|79|127|264
0,0,17,1,1,3,3,actual,8,8,1,999,253|290|93|287|380|241|97|229
0,0,17,1,1,4,5,pred,4,4,1,999,113|35|198|315
0,0,17,1,1,4,4,actual,8,8,1,999,159|311|79|127|139|335|214|141
0,0,17,1,1,5,6,pred,4,4,1,999,286|282|292|23
0,0,17,1,1,5,5,actual,8,8,1,999,113|35|346|315|347|26|143|210
0,0,17,1,1,6,7,pred,4,4,1,999,295|219|63|39
0,0,17,1,1,6,6,actual,8,8,1,999,286|292|356|223|282|116|23|234
0,0,17,1,1,7,8,pred,4,4,1,999,101|294|91|106
0,0,17,1,1,7,7,actual,8,8,1,999,39|295|219|271|63|8|343|143
0,0,17,1,1,8,9,pred,4,4,1,999,2|313|331|316
0,0,17,1,1,8,8,actual,8,8,1,999,294|101|356|211|184|73|155|150
0,0,17,1,1,9,10,pred,4,4,1,999,127|131|35|142
0,0,17,1,1,9,9,actual,8,8,1,999,2|313|316|117|304|218|344|70
0,0,17,1,1,10,11,pred,4,4,1,999,263|335|173|311
0,0,17,1,1,10,10,actual,8,8,1,999,35|127|326|131|142|315|300|293
0,0,17,1,1,11,12,pred,4,4,1,999,167|171|320|116
0,0,17,1,1,11,11,actual,8,8,1,999,263|173|335|170|162|26|268|311
0,0,17,1,1,12,13,pred,4,4,1,999,181|64|79|203
0,0,17,1,1,12,12,actual,8,8,1,999,167|116|244|171|184|375|225|320
0,0,17,1,1,13,14,pred,4,4,1,999,66|110|187|248
0,0,17,1,1,13,13,actual,8,8,1,999,64|181|79|269|270|208|203|274
0,0,17,1,1,14,15,pred,4,4,1,999,224|4|130|119
0,0,17,1,1,14,14,actual,8,8,1,999,66|110|248|187|357|255|152|132
0,0,17,1,1,15,16,pred,4,4,1,999,302|58|196|136
0,0,17,1,1,15,15,actual,8,8,1,999,224|119|15|4|82|130|156|336
0,0,17,1,1,16,17,pred,4,4,1,999,304|41|120|376
0,0,17,1,1,16,16,actual,8,8,1,999,136|58|196|302|279|320|27|171
0,0,17,1,1,17,18,pred,4,4,1,999,211|185|152|0
0,0,17,1,1,17,17,actual,8,8,1,999,41|304|120|125|259|114|150|376
0,0,17,1,1,18,19,pred,4,4,1,999,197|160|221|323
0,0,17,1,1,18,18,actual,8,8,1,999,211|152|185|289|0|245|104|254
0,0,17,1,1,19,20,pred,4,4,1,999,25|42|264|200
0,0,17,1,1,19,19,actual,8,8,1,999,197|160|221|180|24|323|15|69
0,0,17,1,1,20,21,pred,4,4,1,999,294|330|128|363
0,0,17,1,1,20,20,actual,8,8,1,999,42|25|264|55|356|89|246|134
0,0,17,1,1,21,22,pred,4,4,1,999,281|309|235|38
0,0,17,1,1,21,21,actual,8,8,1,999,294|330|128|3|363|205|264|46
0,0,17,1,1,22,23,pred,4,4,1,999,241|90|270|105
0,0,17,1,1,22,22,actual,8,8,1,999,281|235|309|38|135|137|2|12
0,0,17,1,1,23,24,pred,4,4,1,999,101|285|153|263
