call,seq_id,pos,n_tokens,n_seq_tokens,source_layer,target_layer,kind,topk,ne0,ne1,record_us,values
0,0,17,1,1,23,23,actual,8,8,1,999,241|270|105|90|71|247|206|258
0,0,17,1,1,24,25,pred,4,4,1,999,199|364|36|142
0,0,17,1,1,24,24,actual,8,8,1,999,101|263|285|153|259|334|34|64
0,0,17,1,1,25,26,pred,4,4,1,999,131|355|274|119
0,0,17,1,1,25,25,actual,8,8,1,999,199|364|142|36|131|283|252|52
0,0,17,1,1,26,27,pred,4,4,1,999,280|39|16|34
0,0,17,1,1,26,26,actual,8,8,1,999,131|274|355|108|134|200|119|334
0,0,17,1,1,27,28,pred,4,4,1,999,111|213|177|61
0,0,17,1,1,27,27,actual,8,8,1,999,280|39|34|269|16|272|64|194
0,0,17,1,1,28,29,pred,4,4,1,999,226|161|71|242
0,0,17,1,1,28,28,actual,8,8,1,999,111|213|177|61|138|372|17|98
0,0,17,1,1,29,30,pred,4,4,1,999,204|29|294|153
0,0,17,1,1,29,29,actual,8,8,1,999,226|71|161|242|68|269|364|126
0,0,17,1,1,30,31,pred,4,4,1,999,156|325|371|216
0,0,17,1,1,30,30,actual,8,8,1,999,204|294|29|340|153|55|77|23
0,0,17,1,1,31,32,pred,4,4,1,999,354|143|37|92
0,0,17,1,1,31,31,actual,8,8,1,999,325|156|371|216|222|42|174|24
0,0,17,1,1,32,33,pred,4,4,1,999,136|258|259|277
0,0,17,1,1,32,32,actual,8,8,1,999,354|92|37|143|204|112|17|308
0,0,17,1,1,33,34,pred,4,4,1,999,246|175|166|39
0,0,17,1,1,33,33,actual,8,8,1,999,136|258|259|277|373|37|241|198
0,0,17,1,1,34,35,pred,4,4,1,999,34|265|340|259
0,0,17,1,1,34,34,actual,8,8,1,999,246|175|166|39|97|221|143|123
0,0,17,1,1,35,36,pred,4,4,1,999,47|195|9|313
0,0,17,1,1,35,35,actual,8,8,1,999,34|340|265|259|374|78|377|370
0,0,17,1,1,36,37,pred,4,4,1,999,111|357|198|260
0,0,17,1,1,36,36,actual,8,8,1,999,47|195|9|313|331|316|211|295
0,0,17,1,1,37,38,pred,4,4,1,999,32|56|92|246
0,0,17,1,1,37,37,actual,8,8,1,999,111|357|260|198|12|211|380|162
0,0,17,1,1,38,39,pred,4,4,1,999,149|378|84|136
0,0,17,1,1,38,38,actual,8,8,1,999,32|56|92|138|246|325|273|124
0,0,17,1,1,39,40,pred,4,4,1,999,339|48|156|0
0,0,17,1,1,39,39,actual,8,8,1,999,378|149|136|266|84|209|282|261
0,0,17,1,1,40,41,pred,4,4,1,999,179|27|61|5
0,0,17,1,1,40,40,actual,8,8,1,999,339|48|156|238|340|0|185|182
0,0,17,1,1,41,42,pred,4,4,1,999,345|270|304|332
0,0,17,1,1,41,41,actual,8,8,1,999,179|27|61|5|74|46|99|235
0,0,17,1,1,42,43,pred,4,4,1,999,129|230|259|203
0,0,17,1,1,42,42,actual,8,8,1,999,345|270|304|332|87|71|50|380
0,0,17,1,1,43,44,pred,4,4,1,999,7|81|67|139
0,0,17,1,1,43,43,actual,8,8,1,999,129|230|259|203|194|89|52|340
0,0,17,1,1,44,45,pred,4,4,1,999,39|26|298|73
0,0,17,1,1,44,44,actual,8,8,1,999,7|81|67|139|187|195|18|128
0,0,17,1,1,45,46,pred,4,4,1,999,176|270|103|96
0,0,17,1,1,45,45,actual,8,8,1,999,39|73|298|26|232|11|216|214
0,0,17,1,1,46,47,pred,4,4,1,999,121|381|9|63
0,0,17,1,1,46,46,actual,8,8,1,999,176|270|103|96|133|186|290|209
0,0,17,1,1,47,48,pred,4,4,1,999,109|21|242|308
0,0,17,1,1,47,47,actual,8,8,1,999,121|381|48|63|9|319|111|142
0,0,17,1,1,48,49,pred,4,4,1,999,102|32|352|282
0,0,17,1,1,48,48,actual,8,8,1,999,109|21|242|308|101|74|95|40
0,0,17,1,1,49,50,pred,4,4,1,999,287|53|378|274
0,0,17,1,1,49,49,actual,8,8,1,999,32|102|282|352|302|236|239|211
0,0,17,1,1,50,51,pred,4,4,1,999,370|260|72|257
0,0,17,1,1,50,50,actual,8,8,1,999,53|287|378|274|213|316|115|101
0,0,17,1,1,51,52,pred,4,4,1,999,245|322|365|33
0,0,17,1,1,51,51,actual,8,8,1,999,370|260|365|163|257|72|258|76
0,0,17,1,1,52,53,pred,4,4,1,999,130|132|248|325
0,0,17,1,1,52,52,actual,8,8,1,999,322|245|33|326|62|16|169|365
0,0,17,1,1,53,54,pred,4,4,1,999,312|146|99|85
0,0,17,1,1,53,53,actual,8,8,1,999,130|132|248|325|161|201|328|97
0,0,17,1,1,54,55,pred,4,4,1,999,304|14|71|175
0,0,17,1,1,54,54,actual,8,8,1,999,312|99|245|146|85|337|208|187
0,0,17,1,1,55,56,pred,4,4,1,999,202|159|286|379
0,0,17,1,1,55,55,actual,8,8,1,999,14|71|304|175|59|365|53|208
0,0,17,1,1,56,57,pred,4,4,1,999,192|235|373|174
0,0,17,1,1,56,56,actual,8,8,1,999,202|159|286|379|12|11|213|80
0,0,17,1,1,57,58,pred,4,4,1,999,11|320|85|374
0,0,17,1,1,57,57,actual,8,8,1,999,192|235|164|112|67|373|340|152
0,0,17,1,1,58,59,pred,4,4,1,999,364|206|193|322
0,0,17,1,1,58,58,actual,8,8,1,999,11|320|374|85|155|276|121|204
0,0,17,1,1,59,60,pred,4,4,1,999,153|57|161|102
0,0,17,1,1,59,59,actual,8,8,1,999,364|206|322|193|92|242|340|304
0,0,17,1,1,60,60,actual,8,8,1,999,153|185|192|172|102|161|76|145
1,0,18,1,1,1,2,pred,4,4,1,970,241|376|372|6
1,0,18,1,1,1,1,actual,8,8,1,970,381|125|221|116|121|23|344|331
1,0,18,1,1,2,3,pred,4,4,1,970,207|349|241|290
1,0,18,1,1,2,2,actual,8,8,1,970,241|322|200|303|376|157|113|326
1,0,18,1,1,3,4,pred,4,4,1,970,93|79|116|83
1,0,18,1,1,3,3,actual,8,8,1,970,241|207|349|290|253|25|93|287
1,0,18,1,1,4,5,pred,4,4,1,970,223|115|45|347
1,0,18,1,1,4,4,actual,8,8,1,970,93|79|335|26|214|311|81|139
1,0,18,1,1,5,6,pred,4,4,1,970,84|198|286|23
1,0,18,1,1,5,5,actual,8,8,1,970,223|210|115|347|205|183|317|26
1,0,18,1,1,6,7,pred,4,4,1,970,47|235|288|295
1,0,18,1,1,6,6,actual,8,8,1,970,84|198|17|286|282|223|356|107
1,0,18,1,1,7,8,pred,4,4,1,970,155|106|101|211
1,0,18,1,1,7,7,actual,8,8,1,970,47|288|39|235|84|335|257|128
1,0,18,1,1,8,9,pred,4,4,1,970,381|249|259|256
1,0,18,1,1,8,8,actual,8,8,1,970,155|211|356|241|101|106|222|42
1,0,18,1,1,9,10,pred,4,4,1,970,316|293|142|304
1,0,18,1,1,9,9,actual,8,8,1,970,259|249|256|167|313|99|331|381
1,0,18,1,1,10,11,pred,4,4,1,970,65|345|61|173
1,0,18,1,1,10,10,actual,8,8,1,970,293|127|316|153|142|198|35|304
1,0,18,1,1,11,12,pred,4,4,1,970,360|31|378|225
1,0,18,1,1,11,11,actual,8,8,1,970,65|61|173|175|311|288|136|25
1,0,18,1,1,12,13,pred,4,4,1,970,31|334|269|203
1,0,18,1,1,12,12,actual,8,8,1,970,360|31|225|378|11|285|88|317
1,0,18,1,1,13,14,pred,4,4,1,970,283|248|132|286
1,0,18,1,1,13,13,actual,8,8,1,970,31|270|269|334|203|19|225|208
1,0,18,1,1,14,15,pred,4,4,1,970,82|321|338|130
1,0,18,1,1,14,14,actual,8,8,1,970,10|283|248|132|23|333|201|284
1,0,18,1,1,15,16,pred,4,4,1,970,107|302|280|37
1,0,18,1,1,15,15,actual,8,8,1,970,338|321|82|327|101|257|130|336
1,0,18,1,1,16,17,pred,4,4,1,970,120|29|322|378
1,0,18,1,1,16,16,actual,8,8,1,970,107|302|280|37|33|364|207|320
1,0,18,1,1,17,18,pred,4,4,1,970,152|40|25|58
1,0,18,1,1,17,17,actual,8,8,1,970,120|29|322|378|319|359|317|21
1,0,18,1,1,18,19,pred,4,4,1,970,323|163|93|165
1,0,18,1,1,18,18,actual,8,8,1,970,152|40|25|165|257|7|143|58
1,0,18,1,1,19,20,pred,4,4,1,970,271|103|268|218
1,0,18,1,1,19,19,actual,8,8,1,970,93|163|323|15|146|80|83|331
1,0,18,1,1,20,21,pred,4,4,1,970,83|197|123|361
1,0,18,1,1,20,20,actual,8,8,1,970,271|103|268|55|218|143|214|371
1,0,18,1,1,21,22,pred,4,4,1,970,67|215|260|288
1,0,18,1,1,21,21,actual,8,8,1,970,83|197|361|123|274|205|51|67
1,0,18,1,1,22,23,pred,4,4,1,970,246|105|270|244
1,0,18,1,1,22,22,actual,8,8,1,970,67|288|260|322|2|234|215|55
1,0,18,1,1,23,24,pred,4,4,1,970,348|153|365|201
1,0,18,1,1,23,23,actual,8,8,1,970,246|105|270|244|141|368|62|58
1,0,18,1,1,24,25,pred,4,4,1,970,142|345|340|258
1,0,18,1,1,24,24,actual,8,8,1,970,348|74|312|383|93|207|153|121
1,0,18,1,1,25,26,pred,4,4,1,970,369|233|293|179
1,0,18,1,1,25,25,actual,8,8,1,970,142|345|340|258|134|374|131|343
1,0,18,1,1,26,27,pred,4,4,1,970,116|76|280|34
1,0,18,1,1,26,26,actual,8,8,1,970,369|233|293|187|213|151|179|119
1,0,18,1,1,27,28,pred,4,4,1,970,70|309|200|87
1,0,18,1,1,27,27,actual,8,8,1,970,116|76|280|34|64|1|245|88
1,0,18,1,1,28,29,pred,4,4,1,970,363|249|186|126
1,0,18,1,1,28,28,actual,8,8,1,970,70|200|309|87|213|371|298|303
1,0,18,1,1,29,30,pred,4,4,1,970,340|29|259|167
1,0,18,1,1,29,29,actual,8,8,1,970,363|249|247|100|186|126|103|242
1,0,18,1,1,30,31,pred,4,4,1,970,216|42|332|160
1,0,18,1,1,30,30,actual,8,8,1,970,340|29|167|259|204|35|348|382
1,0,18,1,1,31,32,pred,4,4,1,970,37|353|306|237
1,0,18,1,1,31,31,actual,8,8,1,970,216|332|42|285|56|280|61|160
1,0,18,1,1,32,33,pred,4,4,1,970,277|141|50|373
1,0,18,1,1,32,32,actual,8,8,1,970,37|353|306|237|27|167|92|288
1,0,18,1,1,33,34,pred,4,4,1,970,30|123|128|97
1,0,18,1,1,33,33,actual,8,8,1,970,277|141|333|244|373|376|172|50
1,0,18,1,1,34,35,pred,4,4,1,970,329|154|377|194
1,0,18,1,1,34,34,actual,8,8,1,970,30|39|147|128|97|246|267|123
1,0,18,1,1,35,36,pred,4,4,1,970,47|195|99|236
1,0,18,1,1,35,35,actual,8,8,1,970,329|154|377|64|213|182|374|194
1,0,18,1,1,36,37,pred,4,4,1,970,111|357|121|22
1,0,18,1,1,36,36,actual,8,8,1,970,195|47|99|331|51|236|9|23
